,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X002236.SZ,X601877.SH,X000581.SZ,X002475.SZ,X000550.SZ,X000559.SZ,X000050.SZ,X600118.SH,X600066.SH,X002294.SZ,X000568.SZ,X600271.SH,X002456.SZ,X600839.SH,X002129.SZ,X300003.SZ,X300124.SZ,X000623.SZ,X002007.SZ,X000400.SZ,X000869.SZ,X600867.SH,X000800.SZ,X002292.SZ,X600435.SH,X600177.SH,X002038.SZ,X002049.SZ,X000977.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.139719866766558,0,0,0,0,0,0,0.0257844544866928,0,0,0,0,0.42015696997762,0.0988139391562434,0,0,0,0,0,0,0,0.0505769371051062,-0.0704851511319258,0,0,0,0,-0.186724583171475,0.221255704874461,0.0132746970477173,0,0,0,0,0.0369593256584872,0,0.0902792692566484,0,0,0,0,0,0,0,0,0,0,-0.0246091588920093,0.0286924030607467,0,0,0,-0.176367039245937,0,0
X600519.SH,0.00821738430885205,0,0.0246061931315118,0,0,0,0.156163143922953,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.158504308343056,0,0,0,-0.0252418627291304,0,0,0,0.0569302480351648,0,0,0,0,0,0,0,0,-0.0997094433681249,0,0,0,0,0,0,0,0.0891922275254788,-0.0352734169434641,0,-0.113980763711187,0,0,0.0639072725134859,0,0,0,-0.00754323067162167,-0.0293036126278389,0,0,0,-0.16369725693008,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234793927028438,0.0557822899217605,0,0,0,0.0641797905666806,0.0242081663478465,0.0111381050408175,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.156647530331541,0,0,0,0,0,0.0970086099417238,0,0,0,0,0,0,-0.0860776665952358,0,0,0.0493754216741473,-0.0540007151844061,0,0,0,0,0,0
X000651.SZ,0,0,0.139015000917762,0,0,0,-0.0744691793246127,0,0,0,0.177455951735698,0,0,0.0880886800438534,0,0,0,0,0,0,0,0.181021490575669,0,0,0.124186210112726,0,-0.0448295083825447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136319045091878,0,0.0841293452373905,0,0.0264224857649648,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0505214264294752,0,0,0,0,0,0,0,0,0.177439921919508,0,0,0,0,0.147202216275573,0,0,0.1770581027949,0,0,0,0,0,0.0622258816407423,0,0,0,0,0,0,0,0.171374623444822,0,0,0,0,0,0,0,0,0,-0.0539721804014779,0,0,0.017012133174178,0,0,0,-0.00397582906917179,0.0179740330874051,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0288151059392995,0,0,0,0,0.135426560427228,0,0,0.0732689273474983,0,0,0,0,0.113327285666815,0,0,0,0,0,0.328064968474391,0,0,0.0175258365195355,0,0,0,0,0,0,0.00295756653517765,0,0,0,0,0,0.00147255463486364,0,0,0,0,-0.0123094612646142,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.186035415437543,0,0,0,0,0,0.0546294466010974,8.67361737988404e-19,0,0,0,0,-0.0745667691176051,0,0,0,0.172388975945192,0,0,0,0,-0.052873008916846,0.0286503004955554,0,-0.121482551626542,0.191606579501909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385291845094974,0,0,0,0,0.00447006847850132,0.0491178343068081,0,0,0,0,0,0
X000625.SZ,0.214004196236689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890894829415537,0,0,0,0,0,0,0,0,0,0.0847802996844059,0,0,0,0,0.146726385583878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963025789508396,0,-0.00557317302488851,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.00934705645739631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034613787320752,0,0,0,0,0.191873513032031,-0.0169909033484904,0,0,0,0,0.180448019294304,0,0,0,0,0,0.0146613749964529,0,0,0,-0.0388125838569066,-0.103224307512777,0,0.00954426717320606,-0.00820350346784545,0,0,0,-0.0478226702512711,0,0
X000063.SZ,0.188806429474903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262770120911419,0,0,0,0,0,0,0,0,0,0,0.0678218490578859,0,0,0.0399079315775515,0,0.0608131835374591,0,0.0764796625284098,0,0,0,0,0,0,0,0,0,0,0,0,0.000124321427893473,0.00216650465781631,0,0,0,0,0,0
