,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600031.SH,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X002049.SZ,X600703.SH,X600089.SH,X000100.SZ,X600372.SH,X002236.SZ,X600741.SH,X000977.SZ,X000661.SZ,X600584.SH,X601877.SH,X000157.SZ,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X002180.SZ,X000800.SZ,X002463.SZ,X002028.SZ,X002007.SZ,X300142.SZ,X600460.SH,X600487.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.408808914707889,0,0,0.039583207559659,0.0622679856887831,0,0,0,0.0799139625242702,0.0423704894616033,0,-0.047740197793171,0,0,0,0,0,0,0.0526008927787866,0,0,0,0.0444287150877057,0,0,0,0,0,0,-0.0346009914983904,0,0,0,0,0,0,0,0.0267466719945462,0,0,0,0,-0.0057817691866316,0,0,0,0,0,0.0192113991778614,0,-0.0144106277233471,0,0,0,0,0,0,0
X000858.SZ,0,0,0.505037763230715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209239144085984,0,0,0,0,0,0,-0.0654318649907394,0,0,0,-0.0103594297607871,0,0,0,0,0,0,0,0,0,0,0,0,0.0506522428711657,0,-0.0528046381488203,0,0,0.142513780991351,0,0,0,0,-0.106621075964361,0.180979143704428,0,0,0,0,0,0
X000568.SZ,0,0.654017842030428,0,0,0,0.0506985532474383,0,0,0,0,0,0,0,0,0,0.294468337074281,0.0678744874642505,0,0,0,0,0,0,-0.0176085357247358,0,0,0,0,-0.0165836911992156,0,0,0,0,0,0,0,0,0,0.103318376849222,0,0,0,0,0,-0.156826581456414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.331061418629043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225415576753608,0,0,0,0.402041485718464,0,0,0.00870972570088253,0,0,0,0,-0.259041592890499,0,0,0,-0.137819403419728,0,0,-0.0634333819917814,0,0,0,0,0,0,0,0,-0.0125552765625193,0,0,0,0,0,0
X600809.SH,0,0,0.0426867408063679,0.0751126086663087,0,0,-0.0682221640460145,0,0,0,0,0,-0.149174991544344,0,0,0,0,0.0954473225587049,0.0274051391390428,0,0.0932990671310837,0,0,0,0,0,0,0,0.0724375267555673,0,0,0,0,0,0,0,0,0,0.274002905875627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244591639858877,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0304624785942704,0,0,0,-0.174220918546039,-0.293008837303384,0,0,0,0,0,0,-0.487757063238278,0,0,0,-0.174733902853872,0,0.178403475925816,0.537657186104462,0,0,0,0,0,0,0,0,0.0542822412277361,0,0,0,0,0,0,0,0,0,0,-0.0215111204525496,-0.00856886164385115,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0937709167185207,0,0,0,0,0,0,0.105369592798844,0,0,0,0,0,0,0,0,0,0,0,0,0.095754222561948,0.0377954969272095,0,0,0,0,0,0,0,0.148408115160363,0,0,0.603439758975556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460016487230537,0,0,0,0,0,0,0
X600690.SH,0,0.0723508937247472,0,0,0,0,0.0254346804801762,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.131298420136746,0.0807392333420442,0,0,0,0,0,0,0,0,0,0,0.0198909884344468,0,0,0.0781590853059593,0,0,0,0,0.0680449099565935,0,0,0,0,0,0,0.0101643069748046,0,0,-0.0150778779898932,0,0,0,0.0102029528740802,0,0,0,0,0,0
X002304.SZ,0,0.390251846112326,0.212254162357694,0,0.00650839299195834,0,0,0,0,0,0,0,0,0,0,0,0,0.0234941643617866,0,0,0,0,0,0,0,0,0,-0.0265516175786386,0,0,0.0122106946173354,0,0,0,0,0,0,0,0,0,0,0,0,0.0117061653142415,0,0,0,0,0,0,0,-0.0162392105390327,0,0,0,0,0,0,0
X000651.SZ,0.0697962908935394,0,0,-0.041380695346024,0,0.0192569057770288,0.0526873070050464,0.268964457953945,0,0,0,0,0,0,0,0,0,0.0769525031617412,0,0,0,0,0,0,0,0,0,0,-0.0521412254269475,0,0,0,0,0,0,0,0,0.047186655015217,0,0,0.0279270575713567,0,0,-0.0359110595225346,0,0,0,0,0,0,0,0,0.0504649130526691,0,0,0,0,0,0
