,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X002236.SZ,X000581.SZ,X600271.SH,X000568.SZ,X000623.SZ,X000559.SZ,X000550.SZ,X600118.SH,X000050.SZ,X002475.SZ,X300124.SZ,X002456.SZ,X600066.SH,X002294.SZ,X600839.SH,X002129.SZ,X600867.SH,X002007.SZ,X600177.SH,X000869.SZ,X000800.SZ,X000400.SZ,X300003.SZ,X002038.SZ,X002292.SZ,X600435.SH,X000977.SZ,X002465.SZ,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116244810457743,0,0,0.548901262169325,0,0,0,0,0,0,0,0,0,0,0.0829526577734493,0,0,0,0,0,0,0,0.005678928580306,0,0,0,0,0.13262243008185,0,0,0,0,0,0,0,0,0.0252307583926818,0,-0.00471240139689009,0,0,0,0,0,0,0
X600519.SH,0,0,0.0529087721339434,0,0,0.228746030971765,0,0.238862229209098,0,0.0772998146389715,0,0.0527803175210737,0,0,0,0,0.160908115876967,0,0,0,0,0,0,0.0664901827158075,0,0,0,0.101262089448783,0,0,0,0,0,0,0,-0.0431231856108129,0,0,0,0,0,-0.00476743047739431,0,0,0,0,0,0,0,0,0,0.0150911126335273,-0.0525765991360615,0,0,0,-0.0343857390450083,0,0
X000725.SZ,0,0.0594317103870468,0,0,0,0,0,0,0,0,0,0,0,0,0.0964954742952037,0,0,0,0,0.337270204222595,0,0.151294433751246,0,0,0,0,0,0,0,-0.0305490600337923,0,0,0,0,0,0,0,0.00513173962113836,0.0899724723994276,0.0522903224093704,0,0,0,-0.175756692423242,0,0,-0.0277423819836518,0,0,-0.0249215768428205,0,0.0113331223756955,-0.0230529543470099,0,0,0,-0.0257328252734396,0,0
X000651.SZ,0,0,6.93889390390723e-18,0,0,0,0,-0.121590117306211,0,0.0880589005677866,0,0,0.161677227928742,0,0,0,0,0,0,0.0826374003913643,0.218771425939901,0,0,0,0,0,0,0,0,0,0,0,0,0.108228692108113,0,0,0,-0.0258724135721283,8.67361737988404e-19,0,0,0,0,0,0.0125658070095523,0,0,0.114185028013596,0,0,0,0.0107570881231724,0.00786794812205028,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0379220772210747,0,0,0,0,0,0,0,0,0,0.122370512195069,0,0,0.0383676702604863,0,0.0981134506750777,0,0,0.216730055077793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224909817964026,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.00703000265975143,0.0350360815741003,0,0,0,0,0,0
X000858.SZ,0,0.0787495024078155,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0126613357227476,0,0.0178009714734126,0,0,0,0,0,0.0279979807426352,0,0.0575504037518196,0,0,0.170334783874539,0,0,0.108773858543444,0,0,0,0,0,0,0,0,0,0,0,0,0.120350271351069,0,0,0,0,0,0,0,0,0.215631276649573,0,-0.00626335979862808,0,0,0,0,0.016925423422575,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843484706181261,0.0263419076998333,0,0,0,0.0884173867767257,0,0,0,0,0,0.0994348388391218,0.108601159197087,0,0,0,0.180415197293014,0,0,0,0,0,0.0254218054355015,0,0,0,0,0,0,0,-0.0439703244845781,0,0.00824722709749678,0,0,-0.0154421895347593,6.7762635780344e-21,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0203676121571366,0.30077634088151,0,-0.00708665596569749,0,0,0,-0.165734469858179,0,0,0,0,0,-0.0844572556010962,0,0,0,0,0,0,0,0,0.0700680698214918,0,0,0,0.22875510331492,0,0,0,0,0.474859074356978,0,0.00506130752651899,0.000987408509484751,0,0,0,0,0,0
X600276.SH,0,0,0,-0.012284380182405,0,0,0,0.0516491743337697,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0701777736385621,0,0,0.028262404536677,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372373654987301,0,0,0.19201386913021,0,0,0,0,0,0,1.0842021724855e-19,0,-0.118584032319541,0,0,0,0,0.0159849912194918,0,0,0,-0.131633874763483,0,0
X600690.SH,0,0.25556131264748,0.0236060848471588,0.245787374636181,0,0,0,0.159429910177088,0,0,0,0,0,0,0,0,0.118233369871559,0.146682487257683,0,0.235815246184161,0,0,0,0,0,0,0,0,0.00199405112984978,0,0,-0.0631173081270856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232978581902354,0.0988852925970906,0,0,0,0,0,0
X000063.SZ,0.171925656653638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714024324601411,0,0,0.0508843276374339,0,0.0168991228301895,0,0,0,0,0,0,0,0.0438721190864481,0,0,0,0,0.0304720521156146,0,0.0886406561399953,0,0,0,0,0,0,0,0,0,0.0113194820222454,0,0,0.00115931214134565,0,0,0,0,0,0,0
X600031.SH,0.0274805265598681,0,0,0,0,0.0526028526731423,0,0,0,0.0567838391100623,0,0,0,0,0.57349940056675,0,0,0,0,0.040157063981729,0,0.0441286635548045,0,0,0,0.0970588825038766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746217732027989,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.160754757284578,0,0,0,0,0,0.0911342302912492,0,0,0,0,0,0,0,0,0,0.0162584012499147,0.00628610211675557,0,0,0,0,0,0,0,0.00199497420753847,0,0,-0.0433299875151726,0,0,0,0,0,0.0415250130954403,0,0,-1.73472347597681e-18,0,0.00839785975621267,-0.139649434191263,0,0,0,0.213221575003843,0,0,0,-0.00341897081082955,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200429226972045,0,0,-0.0820510291845123,0,-0.0124907871364311,0,0.135653495543232,0,0,0,0,0.0247304554730666,0,0,0,0,0,0,0,0.218412869481387,0.0419978965874121,-0.0293991957649822,0,0,0,0,3.46944695195361e-18,0.0861469648846795,0,0,0.0436309512188664,0.34072590450371,0,0,0.0325935001778932,2.16840434497101e-19,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.411981707839696,0,0,0,0,0.0497251034217515,0.0346560180824953,0,0,0.00754512456013936,0,0,0.0468692154783234,0,0,0,0,0,0,0,0.0591968649428039,0.00175797607492163,0,0,0,0,0.0184643818825789,0,0,0,0,0,0,0,0,0,0.00684032064551063,0,0,0,0.00436555574829913,-0.020556809350536,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0169304569134138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274832742505315,0.0806347792628405,0,0,0,0.0178468459196902,0,-0.092105516009777,0,0.00782987088571234,0,0,0,0,0,0.111087273291036,0,0,0,0,0,0,0,0,0,0,0.0141798792697792,0.247939736950046,0,-0.0599674798276097,0,-0.0199938005382563,0,0,0,0,0,0,0
X600741.SH,0.128265958688399,0,0,0,0.0115221256945799,0,0.0553918893171421,0,0,0,0,0.0799775124339415,0,0,0,0,0,0.131517868972247,0,0,0.0800966063947084,0,0,0,0,0.0356049275831904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480019384081896,0,0,0,0.0588629714618159,0,0,0,0.0387894620798272,0,0,0,-0.019291959640494,0,0,0,0,-0.0770406679387359,0,0
X600089.SH,0,0,0,0,0.042420220936206,0,0,0,0,0,0,0,0,0.112528433739789,0,0,0.223174438173355,0,0,-0.0712250060338183,0,0.123083059665383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130334506609613,0,0.00449782380555543,-0.00945717438058543,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484197868529892,0,0,0,0,0,0,0.0264919092401999,0,0,0.0423380151923285,0,0,0.0481809495182609,0,0,0,0,0,0,0,0,0,0.0550370633719659,0,0.0815811947743412,0,0,0,0,0,0,0.0514675575451038,0,0.133459873576712,0.0801168849038747,0,0,0.00198120295389782,0,0,0,0,0,0,0
X000100.SZ,0,0,0.399365166467202,0,0,0,0,0,0,0.00214024387047642,0,0,0,0.0541639025886522,0,0,0.0652523226611703,0,0,0,0,0,0,0,0,0,0.128421907621377,0.0520676638407278,0,-1.73472347597681e-18,0,0.104694639772414,0,0.0730476272643963,0,0,0,0,0,0,0,0,0,0,0,0.0226800503688399,0,0,0,0,0,0.0101357594487808,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.165616698865534,0,0,0,0,0,0,0,0,0,0,0,0.0945522965500796,0.0777939464051501,0,0.104278776231387,0,0,0,0,0.085555889748818,0,0,0.0886791332616201,0,0,0,0,0,0.0136645228644639,0,0,0,0,0,0,0.0116610745470746,0,-0.333598708527488,0,0.0131413505078316,0,6.93889390390723e-18,0,0,0.116697073857479,0,0,0.0016644620951085,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.226440094936279,0,0.166216417234219,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205318877705701,0.0594544705202354,0,0,0.0164715581507051,0,0,0,0,0.0971738480678063,0.0810483553970837,0,0.140444927479557,0.22587335733729,0,0,0,0,0.093152093594142,0,0,0,0,0,0,0,0,0,0,0,0.0912822539109919,0,-0.0268296562592893,-0.0342773646463527,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0124584321612941,0,0,0,0,0.0971513507982829,0,0,0,0,0,0,0.105449616924939,0,0,0.122098898897902,0,0,0.0591438031787854,0,0,0,0,0.11682281469789,-0.0690545047046885,0,0,0,0,0,0,0,0,0,0.0501929937818191,0,0,0.0346577818160104,0.0781220303548862,0,0,-0.0276842708015699,0,0,0,0,0,0
X600271.SH,0.0569066638784487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101864338449492,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0708086774381035,0,0.0676115511340501,0,0,0.135859427914177,0.0665735910928094,0,0,0,0,0.0808297854899262,0,0,0.0581903857889886,0,0,0,0.170010888026741,0.100761075349534,0,0,0.0073183640955643,0,0,0,0,0,0,0
