,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X600522.SH,X002085.SZ,X002008.SZ,X002294.SZ,X000157.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600809.SH,X600566.SH,X600699.SH,X600867.SH,X000559.SZ,X600372.SH,X002074.SZ,X000623.SZ,X600498.SH,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0257616000973418,0,0,0,0,0,0,0,0.0376774341190254,0,-0.181885570766629,0,0,0,0,0,0,0,0,0,0.167265400081634,0,0,0,0.0333588821513957,0,0,0,0,0,0.12004768791721,0,0.420558223262164,0,0,0,0,0,-0.0813062616930406,0,0,0,0,0,-0.00843155245502917,0,0,0,0,0,0
X600104.SH,0,0,0,0.0488904699204631,0,0,0,0,-0.0539215264534662,0.161213992863507,0,0.550842850575525,0,0.0388873352853943,0,0,-0.00736351724977308,0,0,0,0,0,0,0.0166567083032543,0,0,0,0,0,-0.0340799792362405,0,0,-0.0144674686907733,0,0,0,0,0,0,0,0.166738760018031,0,0,0,0,0.0761853852131803,0,-0.0623718068999534,0,-0.0727863268249521,0.0467221929903682,-0.0159261962741284,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.182339357418291,0,0.0604527343574816,0,0,0,0,0.118023830204789,0.0321473698721748,0,0.332783065445531,0,0,0,0,0,0,0,0,0.210330812885106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212001600473826,0,-0.0259613591505327,0,0,-0.0505117804420729,-0.018105590622101,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.071099865599049,0,0.069564472036846,0.145477352387802,0,0,0.170119351221485,0,0.116334216039537,0,0,0,0.126494442945726,0,0,0,0,0.146195173118846,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624796238054575,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0035935272955913,0.0095939795031992,0,0,0,0,0,0
X000858.SZ,0.0771129919408652,0,0,0,0,0,0.00627706351285786,0,-0.0202807080545894,0,0,0,0.628899677576438,0,0.0273416032996705,0,0,0,0,0,0,0,0.0792330371580012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569996348772655,0,0.0480401821362373,0,0,0,0,0,0.0257468844006157,0,0,0,-0.0300443603635322,0.00770494114542737,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.15308328553258,0,0,0,-0.0203662613479333,0,0,0.207320029696416,0,0,0,0,0,-0.0809493457624056,0,0,0,0,0,0,0,0,0.00631646895965955,0,0,0,0.0220681940941503,0,0,0,0,0,0,0,0,0,0,0,0,-0.167363124894896,0,0,0,0,0,0,0.0216477589231409,0.0184077661755972,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.193325534323757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433065243406038,0,0.281857648136323,0,0.260207193074713,0,0,0,0,0,0,0,0,0,0,0,0,0.1860026176692,-0.0604669711973914,0,0,0,0,0,0.0212807850858824,0,0,0,0,0,0
X002304.SZ,0.152384862719303,0,0,0,0.413343595956931,0,0,0,0,0.206278572804048,0,0,0,0,0.0120898256243392,0,0,0,0,0,0,0,0,0,0,0,0.0544235515672357,0,0,0,0,0,0.0446121057903206,0,0,0,0,0,0,0.14649363853218,0,0,0,0,0,0,0,0,-0.135384798168841,0,-0.0152927796486709,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.034110360173091,0,0,0,0,0,0,0,0.022122492779365,0,0,0.31641564475673,0,0,0,0.160318713783709,0,0.00376662468280008,0,0,0,0,0,0,-0.0765702065217801,0,0,0,0.0481275871891255,0,0,0,0,0,0,0.0174354683078852,0,0,0,0.255803916137978,0,-0.0127826491950293,-0.00996358971988356,0,0,0,0,0,0
X600690.SH,0,0.318064155609107,0,0.0649302416215742,0,0,0,0.0447351291268077,0,0,0,0.273656073114249,0,0,0.180215396919563,0,0,0,0,0,0,0,0,0,-0.0255611300966572,0,-0.143310934634568,0,0,0,0.0179633339634318,0,0,0.036045628616902,0,0,0,0,0,0,0,0,0,0,-0.0131376193540856,0,0,0,0,0,0.0231207240091336,0,0,0,0,0,0,0
X600703.SH,0,0,0.125767536047431,0,0,0,0.0685077338617893,0,0.046478560947007,0,0,0,0,0,0,0,0,0,0,0,0.054363734038621,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.00792973192940431,0,0,0,0,0.195968978898796,0,0,0,0,0,0,0,0,0,0,0,0,0.0242389763450728,0.000547746312554199,0,0,0,0,0,0
X600741.SH,0,0.531258390252319,0.018880382284986,0,0,0,0,0.0341470177308472,0.0778837392143313,0.102639028088761,0,0,0,0,0.107162646476053,0,0,0,0,0,0,0,0,0,0,-0.0218810635260364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00973319246852648,0.026478166446921,0,0,0,0,0,0
X000568.SZ,0,0,0,3.46944695195361e-18,0.798284177261676,0,0,0,0,0,-0.0208644251613912,0,0,0,0,0.0402776027113854,0,0,0,0,0,0,0,0.0239652555284019,0,0,0,-0.000136811929781284,0,0,0.0306363430900233,0,0,0,0,0,0,0,0,0.0370941260702448,0,0,0,0,0,0,0,0,0,0,0.0141959511771839,-0.00471009019105805,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0752981819379559,0,0,0,0,0.00523021572096847,0,0,0.216291228898497,0,0,0,0,0,0,0.386502918887377,0,-0.24604649213734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101936406910279,0,0,0,0,0,0.230160224711167,0,0,0,0,-0.000187607811247785,0.031908526065642,0,0,0,0,0,0
X002236.SZ,0,0,0.503614232732319,0.0283988385218888,-0.0175974176464087,0,-0.334610619101805,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0685932353429522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366999623952265,0.254653768709996,0,0,0,0,0,0,0,0,0,0,0,0,0.0651581468231468,0,0,0.438681252007422,0,0,-0.00607121046316007,0,0,0,0,0,0
X002475.SZ,0,0,0.0365261193197093,-0.00180454416568209,0,0,0,0,0,0,0,0,0,0,0.178445256484521,0,0.0324220699994278,0,0,0,0,0,0,0,0,0.167160536100033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998931029995866,-0.0178962469775922,0,0,0,0,0,0,0,0,0.0132757144874339,0.0235182906350451,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105414344372622,0,0,0,0,0.407385940047802,0,0,0,0.0263889251102138,0,-2.71050543121376e-20,-0.271103680303039,0,0.0538986355710516,-0.353445945270597,0,0.0987151421603577,0,0,0,0,0,0,0,0.0505704795399518,0,0.0104875334195464,0.142993639772896,0,0,0.153472319205023,0,0.381743741644052,0,0.000454259193428867,0.0462283365575429,0,0,0,0,0,0
X600031.SH,0,0,0,0.0516466375904815,0,0,0.0106194417290842,0,0,0,0.318805073756468,0,0,0.0872529873711723,0,0,0,0,0,0,0,-0.0567608259169473,0.0391585195455587,0,0,0,0.10420716093169,0,0,0.145437769373004,0,0,0,0,0.224096559465868,0,0,0,0,0,0.0202776414358257,0.256106566516687,0,0,0,0,0,0,0,0,0.00350796744201804,-0.0244306823370276,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,-0.0228080724370198,0.144716265323974,0,0,0,0,-0.434893719457009,0,0,0,0,0,0,0,0.0475445937121444,0,0,0,0,0,0,0,-0.160249949218601,0,0,0,0,0,0,0,0,0,0,-0.210745271994158,0,0,0.238880030268469,0,0,3.46944695195361e-18,0,0.0164486349854029,-0.00264032607527854,0,0,0,0,0,0
X000338.SZ,0,-0.00175590742655426,0,-0.300291614112436,0,0,0.253704167761211,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0118927588556827,0,0,0,0,0.249054827609338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668223927202766,0,0,0,0,0,0,0,0.195566184490474,0,0,0,0,0.0187537146254719,-0.00831643408968429,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,-0.0415322743455354,0.0588667287643124,0,0,0.0317599242355319,0,0,0,0.193812301777119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234678603871239,-0.269579284296997,0,0,0,0.167096437576891,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286009753552937,0.0218967944854175,-0.162135441157074,0,0,0,0,0
