,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X002049.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X002241.SZ,X600522.SH,X000661.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X300003.SZ,X600460.SH,X600487.SH,X600702.SH,X600584.SH,X600884.SH,X600563.SH,X002414.SZ,X601799.SH,X002236.SZ,X000799.SZ,X000066.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0145098769101437,0.297081217601445,0,0,0.0609606693980518,0,0,0.107584299970279,0,0,0,0.0328458720353793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00718981692217818,0,0,-0.182095471340943,0,0,0,0,0,0,-0.0345608377532642,0,0,0,0,0,0,0,0,0,0.211755385102346,0,0,0,0,0.0392633836242336,0,0,0,0,0,0
X000858.SZ,0,0,0.0590532836547533,0,0.125282386501132,0.227989104876469,0,0.126929646778695,0,0,0,0,0,0.0932348883795366,0,0,0,0,0,0,0.0404721622112882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130490034390195,0,0,0,-0.070337205866237,0,0,0.0481860530955256,-0.0511028538282147,0,0,0,0.00222283323164196,0,0,0,0,0,0
X600809.SH,0.288758281702069,0,0,0,0,0.718999503609243,0,0,0,-0.061793898103885,0,0,0,0.00657817699477654,0,0.0285745370856139,0,0,0,1.73472347597681e-18,0.0131444511191443,0,0,0,-0.0318732727649338,0,0,0,0,0.0969736624183476,0,0,0,0,0,0,0,0.0423470404644385,0,-0.020634729697591,0.0235253982205044,0,-0.107241955906152,0,0,-0.0351869937537117,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236323441377888,0,0.0810069113768705,-0.1127671686363,0,0,0.167266930133651,0,0,0,0,0,0,0,0,-0.00752156579035963,0,0.209226028647547,-0.278539909487762,0,0,0.170734194746828,0,0.156114297177835,0,0.0109674512468321,0,8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0.0510934541225099,0,0,0,0,0,0,0,0,-0.0799770058302116,0,0,0,0,0,0,0,0,0.014015425303003,0,0.00462343008654718,0,0,0,0,-0.118889110495737,0.0325963073884404,0,0.100244025976749,0,0,0,0,0,0,0,0,0,0.0268820439920661,0.00620550845791048,-0.0850707920520651,0,0,0.0782317886250902,0.114628721391364,0,0,0,-0.0197013341824506,0,0,0,0,0,0,0
X000568.SZ,0.349541131794426,0,0.754244910691954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612559647039592,0,0,0,0,0,0,0,0.0875977740748969,0.0861471206504993,0,0,0,0,0,0,0,0,0,0,0,-0.0287236213045794,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0151058236377935,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.332628909110051,0,0,0.077399167269439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000234415978701186,0,0,0,0,0,0,0.206042954709487,0,0,0,0,0,0.0144069684426407,0,0,0,0,0,0
X002304.SZ,0,0.152943445842738,0,0,0,0,0,0,0,0,0,0,-0.0956944027047447,0,0,0,0,0,0,0,0.0306298672710838,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0509332462604715,0,0,0,0,0,0,0.290843432665978,0,0,0,-0.200423534415558,0.0745036027533475,0,0,0,0,0,0,0.00962282723174334,0,0,0,0,0,0
X600690.SH,0.108188585605323,0,0,0,0,0.314627300435947,0,0,0,0,0.237120667791681,0,0,0,0,0,0,0,0,-0.0275083221979146,0,0,0,0,0.0894432775442598,0,-0.0397728945866284,0.0892654329704308,0.0616858053780889,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341951710961644,0,-0.0371126390671375,0,0,0,0,0,0,-0.0217083771503395,-0.00484503204020353,0,0,0,0,0,0
X300124.SZ,0,0,-0.105400993293816,0,0,0,0.175892726161852,0,-0.26128878403038,0,0,0,0,-0.0117486272172158,0,0.220860059728387,0,0,0,0.146765691987897,0,0,0,0,0,0,-0.0865121877971695,0,0,0,0,0,0,0.132156159466153,0,0,0,0,0,-0.147966354070512,0,0,0,0,-0.0327654552337,0,0,0,0,0.16206578707405,-0.0735434983632937,8.67361737988404e-19,-0.0144865364391227,0,0,0,0,0,0
X000651.SZ,0,0.0334602624198914,0,0,0,0,0,0,0.379580275779227,0,0,0,-0.0845425058981301,0,0,0,0,0,0.29522786180666,0,0,0,0,0,0,0,0,0,0,0,0,0.0640211215243466,0,0,0,0,0,0.0799579537123361,0,0,0,0,0,0,0,0,0,0,-0.0876425197086697,0,0,0.061177210814819,-0.0525123997940491,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0189236843796884,0,0,0.185913290846302,0,0,0,0.0128036609892172,1.0842021724855e-19,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.00636998739624124,0,0,0.0387776398509751,0,-8.67361737988404e-19,0,0.167323807561774,0.0762408132521626,0,0,0,0,0,0,0.00841737035152699,0,0,0,-0.0270299002517795,0,0,0.0414989096980407,0,0,0,-0.00961961793478254,0,0,0,0,0,0
X300014.SZ,0,0,-0.0201261391101398,0,0,0,0.00471095721223807,0,0,0,0,0,0,-0.0755699022501166,-0.0704288703072382,0,0,0,0,0.15555518543965,0,0,0,0,0,0,0,0,0.0989309254109297,0.0980855623692285,-0.129998556911179,0,0,0.378812832997769,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.211236817396633,0.140852527654582,0.0189819776734208,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,-0.274004933197037,0.381495715404355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211282498417482,0,-0.17058822171033,0,0,0,8.67361737988404e-19,0,0,0,0.0159101052681999,0,-0.095990595870868,0,0,-0.335121369477139,0,0,0,0,0,0,0,0.00206423394499364,0,0,0.64041414851145,0,0,0,0,-0.176892665677368,0.0245097451429258,-0.307113077763762,0,0,0.560603748753089,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.212429302111319,0.185773130713975,0,0,0,0,0.117619316927985,0,0.0282806003473048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147952981106741,0,0,0,0.153068307860621,0,-0.154639802905378,0,0,0.0354563710872876,0,-0.0879586716754481,0.013392596723291,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.223868039710168,0.0404579958657578,0,0,0,0,0,0.054026388506038,0.00739271733120828,0,0,0,0.0297316911303809,0,0,0,0,0.127208176036552,0,0,0,0,0,0,0,0,0,0.256257535527228,0,0,0,0,0.0855484213567481,0.0705202459763195,0,0,0,0,0,0,0.0187473449298145,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785754291430363,0,-0.0233924964819068,0,0,0,0.0974919484054526,0,-0.0191885444029118,0,0,0.0432804509200314,0,0.0504625593935264,0,0,0.0981069044370555,0,0,0,0,0,0.054169913206769,0,0,0,4.33680868994202e-19,-0.120005057803617,0,0,0,0,0,0,0.00774677999822667,0,0,0,0,0,0
