,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X600031.SH,X000338.SZ,X000063.SZ,X300003.SZ,X002236.SZ,X600809.SH,X600271.SH,X002008.SZ,X601877.SH,X000596.SZ,X300124.SZ,X002456.SZ,X600867.SH,X600487.SH,X000100.SZ,X600566.SH,X000625.SZ,X600066.SH,X002294.SZ,X000661.SZ,X002179.SZ,X000977.SZ,X300136.SZ,X300142.SZ,X000157.SZ,X002007.SZ,X002180.SZ,X002241.SZ,X600498.SH,X000981.SZ,X000050.SZ,X000869.SZ,X600522.SH,X002049.SZ,X002508.SZ,X600779.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.34743978616916,0,0,0,0,0,0.0944012667142076,0,0.0181018438324623,0,0,0,0,0.0769728626911109,0,0,0,0.0280114380532759,0,0,0,0,0,0,0,0,0,0.00743982998925673,0,0,0,0,0,0.043195772936647,0,0,0,0,0,0,0.0095083647610892,0,0.0637711742982003,0,0,-1.0842021724855e-19,0,0,0,0.00217907933431631,0,0,0,0,0,0
X600104.SH,0,0,0,0.189616894891712,0,0,0,0,0.0544667683159991,0,0,0,0.14552609009777,0.093523028412663,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108123752400615,0,0,0,0.0264052106533463,0,0,0,0,0.130937998232645,-0.109753736470169,0,0.0102293584099682,-0.179668099937966,0,-0.0707999236571719,0,0,0,0,0,0,0,0,0,0.0221961728049948,0.0336172870911798,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0872150376676647,0,0,0.00234753653434227,0,0,0,0.000985111561525486,0,0,0,-0.110418598517956,0,0.167023801152848,0.0241611512895978,0,0.0106262181537323,0,0,0,0,0,0.0601037171935806,0,0,0,0,0,0,0,0,0.148038742889744,0,0,-0.0141498736416365,0,0,0,0,0,0,0,0,0.151496202769332,0,0,0,0.0121778785612014,0.0210262660160659,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0411278242050005,0.124123947692243,0,0.208705039074792,0,0,0,0,0,0,0,0,0.0723770738355546,0,0,0.210152678270698,0.0577930043882325,0.188861558883452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193210031558535,-0.0130225321856692,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.107969132441426,0,0,0,0,0.0870164640960075,0,0,0,0,0,0,0.113254864934573,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0157276946332633,0,-0.0183107543108872,0,0,0,0,0,0,0,0,0.0927817893903557,0.0848328534444594,0,0,0.0170072645809376,0.0133736836340757,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.269185050678665,0,0,-0.0604928522798889,0,0,-0.0536457622357345,0,0,0,-0.00348042148994558,0,-0.0137767400016654,0,0.107353263491177,0,0,0,0,0,0,0,0.0803608423683726,0.274022726588141,0,0,0,0,0,0.0584431216008218,0,0,0.105432192864339,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0297591907029949,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.158332515033595,0,0,0,0,0.173876822126992,0.151372389338489,0,0,0,0,0.100116211076087,-0.0905445410837394,0,0,0.215638917042526,0,0,0.107130348071257,0,0,0,0,0,0,0,0,0,0.0492629382161276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147731772125994,0,0,0.0170721482108872,0.0130570206322392,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211117679629927,0,0,0,0.0521751817051579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258504650161477,0.0190758603996156,0.0189617590589349,0,0,0,0.040981345512978,0.0832793295794115,0.11046606815247,0.065817818956301,0,0.17651113029156,0.116448900595044,0,0,0,0,0.00309218835066391,-0.0181392893289492,0,0,0,0,0,0
X600690.SH,0.181139403780473,0,0,0.339871899281262,0.0829194105008927,0,0,0,0,0,0,0,0.0935821663798817,0,0,-0.00834891647282163,0,0.122789304441008,0,0,0,0,0,0,0.00357451942320497,0.0612753310225297,0,0,0,0,0,0,0,0.0301781860124836,-0.0863679668431112,0,0,0,0,0,0,0,0,0,0.141502569418234,0,0,0.0846390051627109,0,0,0,-0.00365447281079688,0.0245414083535879,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,8.67361737988404e-19,0.0640878568789568,0,0,0,0,0,0,0.0955589174568646,0.0835440409322113,-0.00158093312627892,0,0,0,0,0,0,0.322692367926669,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256270674823802,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0238881245629922,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927090640245705,0.000851483344528309,0,0,0.11466671172919,0.0483350140201437,0,0,0,0,0.109089061898845,0.167360180543716,0,0.03017950887614,0,0,0,0.0740512151220198,0,0,0,0,0,0,0,0,0.133823620655604,0,0,0,0,0,0,0.0789579299200541,0,0,0,2.71050543121376e-20,0,0,0,0,0,0
X002475.SZ,0,0.191555999270083,0,0.0138304898310938,0.0237471059758074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.54804023969649,0,0,0,0,0,0,0,0,0,0,0.0329548605148498,0.0440731904881956,0,0,0,0,0,0,-0.0565688660680975,0,0,0,0,0,0,0,0.0139466758515137,-0.00295147341922393,0,0,0,0.0267832274230229,0,0
X600741.SH,0,0.240989271921056,0,0,0,0,0,0,0,0,0,0.0274236101939189,0,0,0,-0.0642383658415417,0,0.0244152319789489,0,0,0,0,0,0,0.0217529815632581,0.062692411901517,0,0,0,0,0,0,0,0,0,0,0.0464097141263931,0,0,0,0,0,0,0.00267375888366764,0,0,0.0953077028293249,0,0.0303710315328305,0,0,0.0390448484114962,-0.0163368975124533,0,0,0,0,0,0
X600031.SH,0,0,0.287090027320545,0,0,0,0,0,0,0,0,0,0,0,0.215941995407299,0,0,0.0579378514737011,0,-0.0388867860467145,0.116455717771809,0,0,0,0,0,0.0405873072857557,0,0,0,0,0,0,0,0,0,0,0,-0.267992443792144,0,0,0,0,0,0,0,0,0,0,0,0,0.0172787455940657,-0.0195886102372817,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.100884587555388,0,0,0,0,0.046381512814802,0,0,0,0.0170502075195092,0,0,0,0,0,0.070460283112181,0,0,0,0,0,0.0319448458520846,0,0,0,0.449536162507641,0,0,0,0,0,0.0161335208737709,0,0,-0.0805250614742083,0,0,0,0.00504816602529097,0,0,0,0,0,0,0,0.165899931340315,0.0192851941611317,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0433316204676002,0,0,0,0,0,0,0,0,0,0,-0.053522668640064,0.0146106922448909,0,0,0,0.22767969840316,0,0.38278412611578,0,0,0,-0.345085339660676,0,0,0,0,0,0.128552994041117,0.216205699017359,0,0,0.0341128418561696,0,0,0.138234961163482,-0.233086515626284,0,0,0,0,0,0,0,0,0.143146393821741,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.197298446165153,0.0208055189948151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116614543132466,0.0783891563953547,0,0,0.323222369635375,0,0,0.102984928811551,0,0,0,0.00849086832077455,0,0,0,0.0361118262625916,0,0,0,0,0,0,0.231701099441116,0,0,0,0,0.0163620177086218,0,0,-0.0254329768055063,-0.031870541486236,0,0,0,0,0,0
X002236.SZ,0,0,1.00550716370748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892727169100977,0.0596425520781747,0,0,0,0.080414025580433,0,0,0,0,0,0,0,0,0,0,0,0,0.247828401363074,0,0,0,0,0,0,0,0,0,0,0,-0.0196445149500084,-0.0283533837545547,0.610955111860332,0,0,-0.528814817474437,0,0
X600809.SH,0,0,0,0,0,0,0.311215031989406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24384502177347,0,0,0.00928599878668104,0,0,0,0,0,0.0787607241816706,0.0581744122991764,0,0,0.107232836557791,0,0,0,0,0,0,0.00149973656444011,0,0,0,0,0,0.251141521287617,0,0,0.0168474008016986,0.00292417373088974,0,0,0,0,0,0
X600271.SH,-0.114079434482019,0,0,0,0,0,0,0,0,0,0,-0.355357282064417,0,0,0,0,0,0.070019571769625,0,0,0,0.0779991373225001,0,0,0,0,0.255773824531493,0,0,0,0,0,0,0,0.173901759634014,0,0.0567100334101662,0,0,0.345955854199111,0.15641510329647,0,0.0966566549212766,0,0,0.0223774106962191,0,0,-0.119497498619356,0,0,0,-0.0419819308153809,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0.182704056225055,0.107274623595132,0,0,0,0.0973760363165272,0.111118270033766,0,0,0,0,0,0.256566022363999,0,0,0,0,0,0,0,0,0,0,0,0,0.0514078314635651,0,0,0,0,0.16545647774492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842164600636213,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.0635432955068485,0,0,0,0,0,0.0447248847654203,0,0,0,0,-0.00460892284132278,0,0.271884939989865,0,0,0.246760367499046,0,0,0.226775596988718,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.222357275769966,0,-0.568314339060207,0,-0.0754649746660621,0.0517372289811292,-0.0246263196101699,0,0,0,0,0,0
X000596.SZ,0,0,0,0.0555718112673388,0,0.0481991233848117,0,0,0,0.372915745326644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105898844427191,0,0,0,0,0,0,0,0.123064692120647,0,-0.067825899066315,0.106208778493004,0,0,0,0,0.0205323070785565,0.0883995106685787,0,0,0.00325381759517597,0.0144065982759644,0,0,0,0,0,0
X300124.SZ,0,0.196458225390742,-0.00812182573804012,0,0,0.0187256225620699,0,0,0,0,0,0,0,0,0,-0.0319356150400643,0,-0.140269266416824,0.162903342772752,0,0,0,0,0,0,-0.0600838256382582,0,0,0,0,0,0,-0.0518226409202671,-0.190578685401364,0,0.0591636423314671,0,0,0,-0.0237700141835077,0.431426967906071,0,0,0,0,0,0,0,0,0,0,-0.00114578030517258,0.0139237986941959,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.0447640118274405,0.542117194245431,0,0,0,0,0,0,0,0,0,0.129109496672335,0,0,0,0,0.0495427312583518,0,0,0,0,0.0471416791107708,0,0,0,0,0,0,0,0.0823509986698877,0,0,0,0.342165093490388,0,0,0.0455994156145272,0,0,0,0,0.00496813065238411,0.00515831581696138,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0.224336331363595,0,0,0,0.187736376106352,0,0,0,0.032117108689841,0,0,0.0873737926434665,0,0.109943379165898,0,0,0.179502028567744,0,0,0,0,0,0,0.246358807004734,0,0,0,0,-0.13563770270011,0,0.300356612974569,0,0,0,0,0,0,0,0,0,0,0,0.442809672995777,-0.0537545714280874,0.000539473968366316,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,-0.0412654596482428,0,0,0,0,0,0,0.215938149854328,0,0.215562571448142,0,0,-0.0588168453595257,0,0.284798384174604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21699234357667,0,0.219837518521137,0,0,0,0,0,0.0276400195425635,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.288748600627502,0,0,0,0,0,0,0,0.0218854493077244,0,0,0,0,0,0,0,0,0.0686072444022698,0,0.105493170019061,0,0,0,0.0189599217972116,0,0,0,0.0248398069502235,3.46944695195361e-18,0,0,0,0.00075688647331184,0,0,0,0.0514824355561036,0,0,0.0124267118889025,0,0,0,0,0,0.0153272193902825,0,0,0,0,0,0
