,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002371.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X601877.SH,X600522.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600741.SH,X600884.SH,X000733.SZ,X600460.SH,X000100.SZ,X600702.SH,X000157.SZ,X000799.SZ,X600563.SH,X601799.SH,X002236.SZ,X600584.SH,X002176.SZ,X000800.SZ,X600487.SH,X002414.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.313327124180649,0,0,0,0,0,0.0526865181682845,0,0,0,-0.00900477432366344,0,0,0,0,0.0465725015054082,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133660372547254,0.0186094513009859,0,0.110934337533963,0,0,0,0,0,0.0483053197590495,0,0,0,0,-0.0206119973284958,0,0,-0.0108077022935455,0,0.0119316390978047,0,0,0,0,-0.00257630819157244,0,0
X000858.SZ,0,0,0.175110173544748,0.371084880324793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599743633368686,0,0,0,0,0,0,0,0,0,0,-0.0381370828713049,0,-0.0406686054349395,0,0,0,0,0,0.0972913936897208,0,0.0821643414237894,0.0111387943250841,0,0,0,0.0168293982469233,0,0,0,0.0258366000829813,-0.145818236363649,0,0,0,0,0,-0.00622600965855185,0,0
X600809.SH,0,0,0,0.625362640189201,0.029375458108406,0,0,0,0,0,0,0,0,-0.0324404802839498,0,0,0,0,0,0,0.0404063366428005,0,0,0,0,0,0,0,0,0,0.0535859872849028,0,0,0,0,0,0,0,0.0833761059296598,0,0,0.0164492325699983,0,0,0,-0.217202129833374,0,0,0,0,0,0,0,0,0,0,-0.00218781305915448,0,0
X000568.SZ,0,0.194526569836359,0.107369309198342,0,-0.0206208570332235,0.0319119640480385,0,0,0.0567335026808203,0,0,0,0,0.0153312599879793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10470703598853,-0.021346930392786,0,0,0,0,0,0,0,0,0,0.356643621422844,0,0,-0.0857490963014827,0,0,0,0,0,0,0,0,0,-0.0188519213675915,0,0,0,0,-0.0449670165572175,0,0
X002415.SZ,0,0,0.043539932973642,0,0,0.435190187209427,0,0,0,0,0,0,0,-0.124043921059262,0.0513306239384985,0,0,0,0,0,0,0,0,0,0.0582835509479408,0,0,0,0,0,0,0,0,0,0,-0.00726492066575202,0,0,0,0,0,0,-0.00609066299686144,0.715038598548258,0,0,0,-0.0563331860185344,0,0.0549733283592088,0,0.146454931955908,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.3682193014668,0.0452392297831285,0,0.0334109575783741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354333160845212,0,0,0,0,0,0,0,0,0.0244773970483518,-0.047399287214765,0,0,0,0,0.134277703402264,0,0,0.0900510561282578,0,0.0696155515561367,0,0,0,0,0,-0.00920804797597995,0,0,0.0189643849074266,0,0.010000301653064,0,0,0,0,-0.00382836658377688,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.452248049774699,-0.0631325087090629,0,0,0,0,0.0761076012336595,0,0,0.0198564344982062,0,-1.73472347597681e-18,0,0.0771888874368625,0,0,0,0,0,-0.030809435408193,0,0,0,0.190787766602505,0,0,0,0,4.33680868994202e-19,0.0493952669733436,0,0,0,0,0,0,0,0,0,0.104493475338271,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0286569020440169,0,0,0.0253886834045195,-0.415428630588822,0,0,0,-0.0603692962277022,0,0,0,0,0,0.355020811459297,0,0,0.169190701178195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123900085373467,0.0509492617645263,0.228101411648648,0,0,0,0,0,0,0,0.00199735870120948,0.202103866310245,0,0,0,0.0526830065214463,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720950168703146,0,0,0,0.138764193205566,0,0,0,0,0,0,8.67361737988404e-19,0,0.0192771636993637,0,0,0,0,0,0,0.0939950221768481,0,0.217003578908125,0.165830319565673,0.0235315169807876,0.181059987887521,0,0,0,0,0,0,0,-0.0223284130834449,-0.207409637286209,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486710287844666,0,0.0957133551315244,0,0,0,0,0,0,0.144369354123631,0,0.075306943816288,0.0233480741532858,0,0,0,-0.041660674871253,0,0,0,0,-0.0582482964309175,0,0,0,0,0,0,0.0592569480549456,0,0,0,0,0,0,0,-0.101388454075483,0,0.00321459303661078,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.0161069879420451,0.0990563883574035,0.0920932022137533,0,0,0,0,0,0,0,0,0,0.00166076700521594,0,0.0852494781755115,0,0,0,0,0,0,0,0.15792624160765,0.0121480817287773,0.0982370757939698,0.195475631748615,0,0,0.182596032762407,0,0,0,0,0,0,0,0.108762374478836,0,0,0,0,0,0,0,0,-0.108384302075521,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0316791126534077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203806553362167,0,0,0,0,0.060293447174687,0,0,0,0,0,0,0,0.172891011879502,0.0815122821377736,0,0.0314689791936607,0,0.00949138086589484,0,0,0,0,0.00294147247333118,0,0
X002129.SZ,0,0,0,0,0.0378706734718965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110765934391436,0,0,0.125957995550789,0.0505091349354095,0,0,0,0.139691366779279,0,0.0619400739849734,0,0.0363388684225204,0,0,0.159452120266755,0,0,0,0.0266137397421244,0,0,0,0.0311054827122855,0,0.0519289177689189,0,0,0,0,0.0979250711300177,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305616411397322,0,0,0,0,0,0,-0.0992414960590069,0.0150520283876138,0,0.031015973972733,0,0,0.172881970819495,0.305319912556348,0,0,0,0,0,0,0,0,0,0,0,0.263720958643849,0,0,0,-0.273334033068486,0,0.0454798378218126,0,0,0,0.0757392265715302,0,0
X300124.SZ,0,0,0,0,0,0,0,-0.157085284988263,0.0140621358003636,0,0.00545333578364235,0,0,0,0,0,0,0,0,0,0,0,0.227726605236856,0,0.0674340726205681,0,0.0563393230757571,0,0,0,0,0,0,0.0645841161488289,0,0,0,0,0,0,0.0761130791567777,0.0753309236104126,0,0,0,0,0,0.134743867096125,0,0.186288838611568,0,0.0287116695000504,0,0,0,0,0,0,0
X600031.SH,0,0,0,-0.00305145693872378,0,0,0.101021214910456,0.246837706660837,0,0,0,0,0.0896698369650544,0,0,0,0,0,0,-0.111774553919298,-0.0139125402367925,0,0,0.176681749712671,0,0,0,0,-0.105783126234411,0,0.106326969519038,0,0,0,0,0,0,0.126260230841364,0,0.262082534493612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240419900040677,0,0
