,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X600183.SH,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X000066.SZ,X002179.SZ,X300124.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X600271.SH,X002463.SZ,X002008.SZ,X300014.SZ,X002456.SZ,X002371.SZ,X600177.SH,X002506.SZ,X600584.SH,X600066.SH,X002180.SZ,X002129.SZ,X600498.SH,X000050.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.163003947448398,0,0,0,0,0.536408692283089,0,0,0,0,0,0,0,0,0.00163118564307384,0.0648215445560714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101476431968629,0,-0.0154674165983803,0,0,0,0,0,0,0.0172596435366831,0,0,0,0,0,-0.0226234261852222,0.028127225079369,0,0,0,-3.46944695195361e-18,0,0
X000858.SZ,0,0,0,0,0,0,0.0711008563609129,0,0,0.0176803056204725,0,0.568263580826488,0,0,0,0.0676737254381556,0,0,0.0174422379600297,0,0.0191647056096887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343529160709867,0.0187998542282142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247498447919091,0,0
X600276.SH,0,0.0769032325138732,0,0,0,0,0,0,0,0,0,0.153561235823851,0,0.0861067254460222,0,0,0,0.152278517066066,0,0,0,0,0,0,0,0,0,0,0,0.019776176914366,0,0,0,0,0,0.0721667458472165,0,0.0564160640048194,-0.0545218204244788,0,0,0,0,0,0,0,0,0,0,0,0,-0.00466348336348382,-0.000810986345782256,0,0,0,0.0143528722304589,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,-0.118347821982434,0,0,0,0.40657576095518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386479885997661,0,0.0240826315628404,0,-0.0462254214097107,0,0,-0.0328931601409855,0,0,0,0,0,0,0,-0.0115311930066265,0,0.201025674407254,0,0,0,0,0,-0.0253277972214026,0,0,0,0.041085026724689,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492401264455619,0,0,0.124258410020161,0,0,0,-0.0091285623726184,0,0.0401304891427155,0,0,0,0,0,0.0217771369750064,0,-0.0147451757561987,-0.0365054078402028,0,0,0,0,0,0,0,0,0,0,0.0866354165185897,-0.110091215716788,0,0,0,-0.0186078615816689,0,0
X600104.SH,0,0,0,0,-0.00611383458213208,0,0,0,0,0,0.065691323730272,0,0,0,0,0.0628854313707246,0.171936503287913,0,0.0478835818825384,0,0,0,0,0,0,0.0450850318613939,0,0,0,0,0,0,0.00650498371728866,0,0,0,0.00485182257443422,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.00586219712438,0.0362583727827199,0,0,0,0,0.011076882478834,0,0,0,0,0,0,0
X002475.SZ,0.0780581269488378,0,0,0,0,0,0,0,0.161498534773966,0,0,0,0.252661451079742,0,0,0.0683623122725487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237354076300841,0,0,-0.0790308572069938,0,0.16937822488959,0,0,0.310185516801261,0,0.0117753321917902,0,0,0,0,0,-0.138397164906782,0,0,-0.0846882225563161,0,0,0.00682546400561705,8.67361737988404e-19,0,0,0,-0.00809997650562226,0,0
X003816.SZ,0,0,0.122187588258139,0,0,0,0,0,0.157252718608029,0,0,0,0,0,0.245586862837394,0,0,0,0.203178752640996,0,0,0,0,0,-0.0694625844126057,0.0834273880058069,0,-0.270624209117936,0.166231158670191,-0.116618205514312,0,0,0,0.0411345063139428,0,0,0,0,0,0,-0.0364392725709972,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.111597039515809,0.0196804462294217,0,0,0,0.161200590817504,0,0
X002304.SZ,0.184167466314741,0.0374143880305537,0,0,0.0169447060452429,0,0.0349776372418568,0.136379236110887,0,0,0,0,0,0,0,0,0,0,0,-0.0206747402715023,0,0.156563890554224,0,0,0.0389042817981793,0.106759933813038,0,0,0,0,0,0,0.0204692374756451,0,0,0,0,0,-0.0240445739252552,0,-0.0254861253674091,0,0,0,0,0,0,0,0,0.0880116151561928,0,-0.000937378164374114,0.0284053284721573,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0539709788029847,0,0,0,0,0,0,0,0,0,0,0,0,0.251085883928885,0.157643383851543,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0270599027866595,0.0116743258626734,0.165706509429865,0.0232562787400946,0,0,0.00967733751815493,0,0,0,0,0,0,0,0,0,0,0,0,0.0526753913542609,-0.0650843951224022,0,0,0,0,0,0
