,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X600703.SH,X002007.SZ,X300142.SZ,X600271.SH,X300124.SZ,X000625.SZ,X002179.SZ,X002241.SZ,X002506.SZ,X600183.SH,X600177.SH,X600867.SH,X600498.SH,X600487.SH,X300014.SZ,X000050.SZ,X002008.SZ,X002371.SZ,X600066.SH,X000066.SZ,X002129.SZ,X002049.SZ,X000977.SZ,X600522.SH,X600118.SH,X300146.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.194905749649661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260994742354261,0,0,0,0,0,0,0,0,0,0,0,-0.000872746355894261,0,0.0935183166149601,0,0,0,-0.00172991450212309,0,0,0,0,0,0.0488926560313464,0,0,0,-0.0493959402391249,-0.0386937049368602,0,0,0.00260502604897711,0,0.129183730702336,0,0.0179381072768983,0,0
X000858.SZ,0,0,0,0,0,0,0.116108552252215,0,0,0.318314537223159,0,0.114394100207966,0,0.0969117518511234,0,0.202749222486344,0,0,0,0,0,0,0,0,0.00598856044053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779683212495653,0,0,0,0,0,0,0,0,0,0,-0.0351114663765312,0,0,0,0,-0.00731152858133477,0,0
X000651.SZ,0,0.132111056207603,0,0,0,0,0.102351420437466,0,0.0505502083437454,0,0,0.157934143780368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322827580956756,0,0,0,0,0,0,0,0,0,0,0,0,0.0609639809480896,0,0,0,0,0,0,0,-0.0309771726744916,0,0,0,0.00953139915016356,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.216153647150855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282474445879211,0,0,0,0,0,0,0,0,0.151554521644964,0,0,0.0221353582153862,0,0,0,0,-0.0293082887291514,0,0,0,0,0,0.0359427694929104,0,0,0.0159632987813191,0,0,0,0,0,0,0
X600104.SH,0,0,0.0245263649579101,0,0,0.0462986806357785,0,0,0,0,0,0,0,0,0.295378533454988,0,0,0,0.0411693383005286,0,0,0,0.0921143802892277,0,0.0270352877609963,0,0,0,0.198288750823609,0,0,0,0,0,0.0125590763969448,0,0,0.0206222421364913,0,0,0,0,0.0279369351209367,0,0,0,0,0,0,0,0,0.0173053831981571,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.223034548507826,0,0,0,0,0,0,0,0,0.49122436079784,0,0,0,0,0,0,0,0,0,0.241169861830727,0,0,0,0.0239923901681455,0,0.0900729381391192,0,0,0,0,-0.0560415781093429,0,0,0,-0.119705781885991,0,0,0,0,0,-0.00134618073881643,0.00399598910569661,0,0,0,0.0643601736578565,0,0
X002304.SZ,0,0.188636308658094,0.0452732059631734,0,0,0,0,0,0,0.215569960552202,0,0,0,0,0.0603156653713053,0,0,0,0,0,0,0,0,0.0256727520523063,0,0,0,0,0,0,0,0.0122733355221127,0,0,0,0,0,0,0,0,0.0219779315325353,0,0,0,0,0,0,0,0,0,0,-0.0438366945647241,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0200052664951124,0,0,0,0,0.0714568466209783,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0300142546510889,0,0.322474487896916,0,0.0212581298281462,0,0.10845403619727,0,0.0570241683752302,0.0346653897721834,0,0,0,0,0,-0.0146883234557133,0,0,0,0,0.0410018511133007,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162726779287458,0,1.73472347597681e-18,0,0,0,0.304579549260757,0.253240631579362,0,0,0.262545078222428,0,0.113172305341353,0,0,0,-0.220700005477175,0,0.170904218024428,0.0192832212099322,0,0,0,0,0,0,0.0531267141445357,0,0,0,0,0.0504988302908883,0,0
X000568.SZ,0,0.665866402077421,0,0,0,0,0,0,0,0,0,0,0,0,0.0681401697756175,0,0.0310411432595976,0.0536544669169635,0,0,0.134290499087989,0,0,0,0,0,0,0,0,0,0,0.0477572819840029,0,0,0,0,0,0,0,0,0,0,-0.0460725175071957,0,0,0,0,0,0,0,0,-0.0079901932954452,0.102228086744935,0,0,0,0,0,0
