,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X002463.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600584.SH,X600703.SH,X600372.SH,X000157.SZ,X600418.SH,X000977.SZ,X600066.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X600522.SH,X600183.SH,X601877.SH,X000921.SZ,X601799.SH,X600487.SH,X000661.SZ,X002180.SZ,X600460.SH,X000800.SZ,X002294.SZ,X002074.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.500130139170841,0,0,0,0,0,0.0224893303512431,0,0,0,0,0,-0.0227682391172973,0,0,0,0.139654073594816,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526543556405185,-0.131406993551042,-0.027284652179973,0,0,0,0,0
X000858.SZ,0.461112140789353,0,0,0,0,0,0,0.484499012117987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202720069933173,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0403977269455641,0,0,0,0,0,0,0,0,0,0.0879104378764075,0,0,0,0,0,0,0,0,0,0,0.0387872097362962,0,0,0,0,0,0,0
X600276.SH,0,0.362683831582283,0,-0.131968387296827,0.032650017750817,0,0,0,0,0,0,0,0,0.129123964302048,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496377477887765,0,0,0,0,-0.0229341546199259,0,0,0.0659540173336413,0,0,0,0,0,0,0,0,0.328838335432579,-0.273719376490851,0,0,0.06048347623264,0,0.224764736900924,0,0.0555519897064464,-0.122125578704025,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.146341328097624,0,-0.0414696743802329,0,0,0,0,0,0,0,0,0.0197202153128358,0,0.609437595505468,0,0.136553603242015,0,0,0,0.0285356567970176,0.109849411481588,-0.0318233259730242,0,0,0,0,0.23342315727003,0,0,0,0,0.0967477953907496,0,0,-0.107902890387369,0,0,0,0,0,-0.0731866636103513,-0.0112718944277764,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.382917631403811,0,0,0,0,0,0,0.0932687015942456,0,0,0,0,0,0.0778931575475008,0,0.0478947328561443,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0621893757840805,0,0,0,0,0,0,0,0,0,0.211958031441965,0,0,0,0,-0.0166259011966866,0,-0.0243860740850577,0,0,0,-0.00390386596294319,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.157163212604723,0,0,0,0,0,4.33680868994202e-19,0,0,0.0528106761541121,0.0674884691798929,0,0.0337542810113251,0,0,0.0713113546172335,1.38777878078145e-17,0,0,0,0,0.0163675535777534,0,0,0,0,0,-0.150288950724969,0.111664827808938,0,0,0,0,0,0,0,0.218462722788731,0,0,0,0,-0.0667310613703065,0,0,0,0,0,0,-0.0562235765119344,0,0,0,0,0,0
X002415.SZ,0,0,6.93889390390723e-18,0.0217300536427923,0,0.1178344329032,0,0,0,0,0,0,0,0,0,0,0.0621697195125148,0.113461022309548,0,0,0.0591127369627782,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.1582290839202,0.0678318701894281,0,0,0,0,0.167796547923183,0,0,0,0,0,0.199774640390634,0,0,0,0,0,0.0918819413944457,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.110894754569434,0.614025955592558,0,0,0,0,0,0,0,0,0,0.168232624166164,0,0,0,0,0,0,0,0,0.0456265547371075,0,0.073323905001646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00485893252920257,0,-0.0248179779818089,0,0.0568805297356808,0,0,0,0,0
X003816.SZ,0,0,0,0.0995287683244333,0,0,0,0,0,0,0,0,0,0.0530015904458215,0,0,0,0,0,0,0.00339531444914158,0,0,0,0.199859587483956,0,0,0,0.239541880974429,0,-0.208537388492377,0,0,-0.48777060144421,0,0,0,0,0,0,-0.00557464164896263,0,-0.0186696053131512,0,0,0,0,0,0,-0.265952886151236,0,0,0,0.295311495612321,0,0,0,0,0
X000568.SZ,0.347880134291875,0.344686606353006,0,0,0,0,0,0.267689580606918,0,0,0,0,0,0,0,0,0,0,0,0.155787181944717,0,0,0,-0.0382376154249314,0,0,0.0575820051617229,0,0,0,0,0,0.0226479003039819,0,0,0,0,0,-0.0597040160369956,0,0,0,-0.0994610987935825,0,0,0,0,0,0,0,0,-0.0356973987411249,0,-0.039309544748327,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422973323049517,-0.190461134920561,0,0,0,0,0,0,0,0.0422848772955619,0,0,0,0.0662378404616062,0,0,0,0.0435798056627285,0,0.0924388703482077,0.117470864210376,0,0.0474481267321621,0,0,0,0,0,0,0,0,0,0.129142113539739,0,0,0,0,0,0,-0.0373609406666673,0,0,0,0,0,0
