,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X002008.SZ,X002508.SZ,X300136.SZ,X600177.SH,X600089.SH,X300003.SZ,X000157.SZ,X002085.SZ,X002294.SZ,X600271.SH,X600522.SH,X600487.SH,X000050.SZ,X600118.SH,X600809.SH,X300115.SZ,X000981.SZ,X002074.SZ,X600699.SH,X600566.SH,X600867.SH,X000559.SZ,X600372.SH,X000581.SZ,X000623.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0425327379227141,0,0,-0.106416635416585,3.46944695195361e-18,0,0,0.0460182712973542,0.158128745054671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165647961709869,0,0,0.133710869382546,0,0,0,0.00623508889036825,0,0,0.247631933938005,0,0,0,0,0,0,0,0,0,0,0,0,0.00804808185767233,-0.0454763683119939,0,0,0,0,0,0
X600104.SH,0,0,-0.00723848187249746,0.210657986705977,0,0,0,0,0,0,0,0,0,0.403341938926274,0,0,0,0,0,0,0,0,0.0262178387657605,-6.93889390390723e-18,0,-0.208860150284309,0,0,0.0307582744236563,0,0,0,0,0,0,0,0,0,0,0,0.119276885871767,0,0,0,0,0,0,0,-0.1781733295654,-0.116565408776219,0.0281662476104165,0.00404535766796702,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.195560438098466,0,0,-3.46944695195361e-18,0,0.120205109255629,0,0.118433499846908,0.272808926820165,0,0,0,0,0,0,0,0,0.00928148876212076,0.176041027265398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173014455040677,0,0,0,0,0,0,0,0,-0.0033458961996608,-2.16840434497101e-19,0,0,0,0,0,0
X000651.SZ,0,0.146687016635536,0,0,0.130962830625451,0,0.0967276629990759,0,0,0.0689383716890281,0,1.73472347597681e-18,0,0,0.0753245945533557,0,0,0,0,0,0.0117936073164507,0.0558055776272416,0,0,0.0191086955367797,0,0,0,0,0,0,0,0,0,0,-0.0721634572682252,0,0,0,0,0,0,0.120802829102117,0,0,0,0,0,0,0,-0.00173036650855673,-0.00970884913241842,0,0,0,0,0,0
X000858.SZ,0,0,0.0936207593306122,0,0,0,0,4.33680868994202e-19,0,0,0,0.7190579438998,0,0,0,0,0,0,0,0,0,0,0.00022416189382719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119296454196276,0,0,0,0,0,0,0,0,0.0604725429739651,0,0,0,-0.00361909613835443,2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0.0875989529160043,0,0,0,0,0.00222592284154182,-0.0750942725109502,0,0,0,0,0.0737695402453662,0,0,0,0,-0.0557979187913501,0,0,0,0,0,-0.00170389736005309,0,0,0,0.213565770062432,0,0,0,-0.0906455840919025,0,0,0,0,0,0,0,0,0,0,0,0,-0.06997409548918,0,0,0,-0.0519155993805105,0.0166287453469456,-0.0295040932552911,0,0,0,0,0,0
X000725.SZ,0,0,0.240536501646367,0,0,0,0,0,0.141346602342261,0,0,0.0216068792299585,0,0,-0.130743234328107,0,0,0,0,0,-0.118479152443825,0,0,0,0,0,0,0.19063045284425,0,0,0.298961681493954,0.00969836725760617,0.596680772530011,0,0,0.121659535202796,0,0,0,0,-0.00283350493210356,0,0,0.0530589995668764,0,0,0,0,0,0,0.00722564632022148,0,0,0,0,0,0,0
X002304.SZ,0,0.121943462960884,0,0,0.146605361321685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441097840615648,0,0,0,0,0,0,0,0,0,0,0,0,0.00248707970440376,-0.0354296864259383,0,0,0,0,0,0
X000063.SZ,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.204064205925229,0,0,0,-6.93889390390723e-18,0,0,0.134414044209362,0,0,0,0.177711198193769,0,0.0889480254910669,0,0,0,0,0,0,0.00861879095545348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852968305364563,0,0,0,0,-0.0552930363457459,0.0492567590992341,0,0,0,-0.24163977544897,0,0
X600690.SH,0,0.0303819393436463,0,0.350370180014621,0,0,0,0.0196284731102583,0,0,0,0,0.0739225509054803,0.21338888966611,0.0864927378282345,0,0,0,0,0,0,0,0,0,0,-0.105512433339098,0,0,0,0,0,0.217096039924438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710392300944048,0,0.026450903223173,-0.0284617222569558,0,0,0,0,0,0
