,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X600031.SH,X000338.SZ,X000625.SZ,X601877.SH,X002456.SZ,X002008.SZ,X600809.SH,X002508.SZ,X600066.SH,X300124.SZ,X600487.SH,X000100.SZ,X300003.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X600089.SH,X300136.SZ,X000157.SZ,X600522.SH,X600177.SH,X000981.SZ,X000050.SZ,X600566.SH,X600707.SH,X000596.SZ,X002085.SZ,X002180.SZ,X600498.SH,X300142.SZ,X000661.SZ,X600699.SH,X002179.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.077027233671729,0,0,0.646133513204086,0,0,0,0,0,0,0,0,-0.00637863906419507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111676204700764,0.0753159807376561,0,0,0.0159733107021539,0,0,0,0,0,0,8.9505634887048e-05,0,0,0,0,0,0,0
X600104.SH,0,0,0.121819509574463,0,0,0,0,0,0.163059057442483,-0.165411861126057,0.018979177216201,0,0.194917710464909,0,0.0290906720265117,0,-0.036242849268231,0,0,0.0462008706437085,0,0,0,0,0,0,0,0.0974740746184725,0,0,0,0,0,0,0,0,0,0,0.0802593701948369,0,0,0,0,0,0,0.103780728218305,0,0,0,0,0,-0.0128055050633666,0.0249342273642566,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0140222627839322,0,0.0377024294899327,0,0,0.174358609755788,0,0.0440645077263219,0.172334507543895,0,0.0537571788847447,0,0.275688884314673,0,0.0846900660074874,0,0,0.143428417738207,0,0,0,0,0,0,0,0.069099931760509,0,0,0,0,-0.0194448017360475,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155593890636075,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.437088140670107,0,0,0.0190287457076618,0.0613299399976234,0.141209665241981,-0.00237076960009303,0,0,0,0,0.0972813485814927,0,0,-0.0796514967777466,0,0,0,0,0,0,0,0,-0.027195992142293,0,-0.0423234008317041,0.0151581903438638,0,0,-0.00609158337499355,0,0,0,0,0,0,0,0,-0.0736418180456542,0,0,0.120212839770851,0,0,0,0,0,0.00742119316165457,0.00457268919418813,0,0,0,0,0,0
X000858.SZ,0.300252590175064,0,0,0.0188063551798306,0,0,0,0.0980026430181772,0.0513316537468146,0,0,0.179320481111668,0,0,0,0,0,0,0,0,0.176873279082875,0.104464979797912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275026565885855,0,0,-0.00566873293663727,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0263413573651841,0,0.0427168586358581,0,0.241214220929669,0.0169118677308529,0.171311760039182,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0102263376762324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108142789702753,0,0,0,0,0.0454930116947774,0,0,0,0,-0.022404004171815,0.0339887209066446,0,0,0,0,0,0
X000725.SZ,0.0131663746113443,0,0,0,0,0,0,0,0.306407235679915,0.621765563478006,0,0,-0.0330265439460147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176234942038387,0,0,0,0,0.0574829728909719,0,-0.0616109921513882,0,0,0,0,0,0,0,0,0,0,-0.0807303441469012,0.10555932271044,0,0,0,0,0,0
X002304.SZ,0.341852332897556,0,0,0,0.123089018772071,0,0,0,0,0,0.0513315472094679,0.126609913800465,0.0129264444347643,0,0,0,0,0,0,0,0.0481307340295431,0,0.255748033814106,0,0,0,0,0,0,0,0,-0.085214719485016,0,-0.0385179809808777,0,0,0,0,0,0,0,0,0,0,0,0.113038353150248,0,0,0,0,0,-0.00622231402189073,0.00925535353592828,0,0,0,0,0,0
X600690.SH,0,0,0.0476888012193812,0,0.36665569066224,0.103936081590146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418916095081779,0,0,0,0,0,0,0,0,0,0.0169761912720747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161456904708716,0.0246895319236793,0,0.0242895853580205,0,0,0,0.00661664614805515,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0423485734991371,0,0.341369179656268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159721997937831,0,0,0,0,0.217806020749248,0,0,0.00899633832401897,0,0.0737531934952854,0.362343080711338,0,0,0,0,0,0,0,0.166084526443781,0,0,0.0910774925409375,0,0.284297641308695,0,0,0,0,0,0,-0.00313024578159004,0.00564458608699939,0,0,0,0,0,0
