,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X600104.SH,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X002463.SZ,X002241.SZ,X600089.SH,X600584.SH,X600703.SH,X600372.SH,X600418.SH,X000157.SZ,X000977.SZ,X600066.SH,X002028.SZ,X002049.SZ,X002236.SZ,X600741.SH,X600522.SH,X600183.SH,X601877.SH,X000661.SZ,X000921.SZ,X601799.SH,X600460.SH,X002180.SZ,X600487.SH,X000800.SZ,X002074.SZ,X002294.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.476184699338313,0,0,0,0,0,0.0445677430550148,0,0,0,-0.0072213849230728,0,0,0,0,0,0.137306872594465,0,0,-0.0166884843215772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044942446730559,-0.141648917478827,-0.0280835166154917,0,0,0,0,0
X000858.SZ,0.442400765007775,0,0,0,0,0,0,0.467017541679759,0,0,0,0,0,0,0,0,0,0,0,0.0278558783432439,0,0.0302998498929815,0,-0.0325160656219225,0,0,0,0,0,-0.03566709601617,0,0,0,0,0,0,0,0,0,0,0,0.0839555127196435,0,0,0,0,0,0,0,0,0,0.0427577959328283,0,0,0,0,0,0,0
X600276.SH,0,0.253850379720087,0,0,0,0,0,0,0,0,0,0.132551673404508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105964134065897,0,0,0,0,0,0,0,0,0,0.108754973329956,0.0124560863605695,0,0,0.358039930879154,0,0,0,-0.269111936252427,0,0,0,0.0494061578095805,0.163204736668088,0,0.0218187305442563,-0.0933484932068133,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159625224816304,0,0,0,0,0,0,0,-0.0276776180758814,0,0.0220034970896801,0.590204773893542,0,0.124412345043633,0,0,0.0373605460123915,0,0.164137959094162,0,0,0,0,0,0.26908791711719,0,0,0,0,0,-0.107820789971791,0,0,0,0,0,0,0,-0.0423563278044846,0,0,0,0,0,0,0
X600690.SH,0.12747529340173,0,0,0,0,0,0.474138552170112,0,0,0,0,0,0.112772788796658,0,0,0,0.043087266824368,0,0.021424059098094,0.0057966916080303,0.000418293126720655,0,0,0,0,0,0,0,0,0.101964787314924,0,0,0,0,0,0,0,0,0,0,0,0.145568382019892,0,-0.0291915060569289,0,0,0,0,-0.0725265164824088,0,0,-0.0230255369441498,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0984531484913222,0.0732500920555039,0,0.164558867789408,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.11452957536263,0,0,0.0739840518226089,0,0,0,0,0,0,0,0,0,-0.06245208735035,0,0,0,0.111236512511627,0.0403310696144735,0,0,0,0,0,0,0.180853466541424,0,0,0,0,0,0.0195925803034974,0,0,0,0,0.0872448660371717,0,0,0,0,0
X000651.SZ,0,0,0,0,0.182509470538558,0,0,0,0,0,0,0,0,0,0.0231448610818356,0,0.0717602014505403,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.011980372376732,0,0,0.0655668930289668,0,0,0,0,0,0,0,0,0.246110217033833,0,-0.115771090927901,0,0,0,0,0,0,0,0,-0.0637487313595781,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.110894754569434,0.61402595559256,0,0,0,0,0,0,0,0,0,0.168232624166162,0,0,0,0,0,0,0,0,0.0456265547371064,0.0733239050016457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00485893252920224,0,-0.0248179779818088,0,0.0568805297356813,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185090753677778,0,0.275654297344008,0,0,0,0,0,0,0.0359645834701592,0,0,0,-0.274747145556479,0,0,0,-0.547466318297948,0,0,0,0,0,0,0,-0.0494135433424336,-0.201945776116063,-0.00940715216549578,0,-0.0503255119693334,0,0,0,0,0,0,-0.00356110491940417,0.0364475113204394,0,0,0,0,0
X000568.SZ,0.16242440510451,0.634666569469944,0,0,0,0,0,0.0881266380695852,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.250272915897961,0,0,-0.163929983885588,0,0,0,0.0649136754955895,0,0,0,0,0,0.0139273380644903,0,0,0,0,0,-0.00119974308454825,0,0.0215975412855629,0,0,0,0,-0.0567933482807497,0,0,0,0,0,0,0,-0.0620974862854648,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0.444831800608431,0,0,-0.185425614497011,0,0,0,0,0,0,0,0,0.0584409430477778,0,0,0.0635782485246055,0,0,0.0326404695779942,0,0.0484013055879587,0.0906601546565203,0.149756784212726,0,0,0,0,0,0,0,0,0,0.127018007991959,0,0,0,0,0,0,0,0,-0.0327775468110797,0,0,0,0,0,0
X300124.SZ,0,0,0.0640810196495697,0,0,0,0,0,0,0,0,0,0.372458252981343,0,0,0,0,0,0,0,-6.93889390390723e-18,0.555916664774058,1.38777878078145e-17,0,0,0,0,0,0,-0.0141179994153867,0,0,0,0,0,0,0,0.0688268096363181,0,0.0973277923839295,0.407521952399228,0,0,0,0,0.0743802846488498,0,0,0,0,0,-0.0930060780603222,1.73472347597681e-18,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229247149327613,0,0,0,0,0,0.7029699527624,0.0758838242547621,0,0,-0.0614357598232285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562944037477204,0,0.0731679601474243,-0.00900866978901581,0,0,0,0,0,-0.0412432258418556,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0468326452262227,0,0,0,0.186721600391727,0.343900262067048,0,0,0,0,0,0,0,0,0,0,0.0571326610896959,-0.0113155601944583,0,-0.197547122955675,0,0,0,0,0,0,0,0,0.158131643862377,0,0,0,0,0.0266094672843928,0,0,0,0.0236363649941254,0,0.00539361034716778,0,0,0,0,0,0.0568099338599846,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0941527288119289,0.443660852837529,0,0,0,0.114195033424403,0,0,0,0,0,0,0,0,0,0,0.052571220155432,0,0,0.047028882240576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163951004786174,0,-0.0684635810521425,0,0,0,0,0,0,-0.0385822065181444,0,0,0.0606115265832822,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0395282038274191,0,0,0.185140366452001,0,0,0,0,0,0.0599454530940282,0,0,0,0,0,0.0400777500288692,0,0,0,0,0.196845791823165,0,0,0,0.106975938834755,0,0,0.0767384590499293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095865030827163,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437126932771422,0,0,0,3.46944695195361e-18,0,-0.0647237760014735,0.0277346852062371,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0932322564614872,0.043380488552523,0,0.0259279318142225,0,0,0,0.47644484825079,0,0.178895243103546,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259926457494419,0,0,0,0,0,0,0
X002304.SZ,0.0792993602011485,0.438485038871945,0,0,0,0,0,0.0795769495098848,0,0,0,0,0,0,0,0,0.275023719440005,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736304900070343,0,0,0.0218125049817587,0,0,0,0,0,0,-0.126550954437138,0,0,0,0,0,0,0,0,0,0.046502289199869,0,0,0,0,0,0,0,-0.193976675408437,0
X000338.SZ,0,0,0,-0.0775559348589402,0,0,0,0,0,0.0775647212252498,0,0,0,0,0,0,0,0,0,0.186653213283603,0,0,0,0,0,0,0,0,0,-0.046086779964574,0.464771419661795,0,0,0.11246849788628,0,0,0,0,0,0,0,0.158681162392089,-0.0398037347830818,0.0320133587501593,0,0,0,-0.085764909494875,0,0,0,-0.0823534729495562,-0.0215280287495281,0.160542659216306,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.475033134605869,0,0.255899690857587,0,0,0.111340492618108,0,0,0.194418348772769,0,0,0.0296997812519801,0,0,0,0,-0.0537754787925567,0.0506655892596564,0,0,0,0,0.0151186588439965,0,0,0,0,0.110568325924703,0,0,0,0,0,0,0,0,0,0,-0.023014150152836,0,0,0,0,0,0,0,0,0,0,0,0,0
