,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X000338.SZ,X002236.SZ,X000625.SZ,X600487.SH,X601877.SH,X002008.SZ,X002456.SZ,X002241.SZ,X000100.SZ,X600066.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X000157.SZ,X000596.SZ,X600699.SH,X600177.SH,X600566.SH,X002129.SZ,X002179.SZ,X000661.SZ,X600118.SH,X002180.SZ,X600584.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.402437393390532,0,0,0,0.0200016168249788,0,0,0,0,0,0,0,0,0,0,0,0.187098622616946,0,0,0,0.0076880833011248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354069307301303,0,0,0,0,0,0,0,-0.101580487759332,0,0,-0.0521377501210213,0.0979564386155571,0,0,0,0,0,0
X600104.SH,0,0,0,0.0575350608658034,0.065550319912533,0,0,0,0,0,0.0866142724990988,0,0.194942217145124,0.0969774484803785,0,0,0,0,0.0246325531559511,0,0,0,0,0.115016492371665,0,0,0,0,0,0,0,0,0,0.0169124099539935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767146720191498,-0.0982914451032193,0,0,-0.0366584950635245,0.0529636763408528,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964329411268958,0,0.15573415857416,0.0929304324602607,0.382817751804464,0,0,0.0137368375350978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050851727502298,0,0,0,0,0,0.0782408858976238,0,0,0.0622728312158286,0,0,-0.0149157489874394,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.187553588352714,-0.0518897745707103,0,0,0.391304865008736,0,-0.0264659313488712,0,0,0,0,0.0882909175793525,-8.67361737988404e-19,0,0,0,0,0,0,0.209649027172609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010079981414156,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.349523445904686,0,0,0,0,0.120298663546058,0,0,0,0,0,0,0,0,0,0.0404024001243591,0,0,0,0,0,0,0,0,-0.016862839958881,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.065327372741337,0,0,0,0.167546616374683,0,0,0,1.0842021724855e-19,-0.00904740336644827,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.491638268695788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3232593416876,0,0,0,0,0,0.222041074396688,0,0,0,0,0,0,0,-0.0673516634368279,0.0473378901597514,0,0,-0.0820829379708115,0.107326440277721,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0607870977136131,0,0,0,0.149197670305728,0.0829239788855799,0,0,0,0,0.1422931355878,0.00831240579632795,0,0,0,0,-0.0420147858382493,0,0,0,0,0,0.155756587084108,0,0,0,0,0,0,0,0,0,0,0,0.0806245146651381,0,0,0,0,0,0,0,-0.0721843179702979,0,0,0,-0.0404834424216811,0.0845573005098041,0,0,0,0,0,0
X002304.SZ,0.262747914771185,0,0,0.152191258743692,0,0,0,0,0,0,0,0.258514286517153,0.0890031292970292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134089106071074,0,0.0131001872461437,-0.044398049356158,0,0,-0.0101741877061148,0,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.00218084431823132,0,0.168846000139377,0,-0.164306035524547,0,0,0.102598230826249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949277539420922,0,0.234471834990489,0,0,0,0,0.401558849686824,0,0,0,0,0,0,0,0,0,0,0.300190196424117,-0.0115126527992059,0,0.00229886159853076,0,0,0,0,0,0,0
X600690.SH,0,0.144247325964972,0,0.15548327989506,0.0900378664455016,0,0,0,0,0,0,0,0.0561286908138228,0.0445232203376933,-0.0718244779430748,0,0,0,0,0,0.214299952498919,0,0.102686456226649,0,0,0,0,0,0,0,0.126934398911098,0,0,0,0,0,0,0,0,0.0267698492878635,0,0,0,-0.03265309043354,0,0,0,-0.070859690151025,-0.0935757931852114,0,0,-0.0177762705118035,0,0,0,0,0,0,0
