,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X000338.SZ,X600066.SH,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X300124.SZ,X600271.SH,X000157.SZ,X002085.SZ,X600522.SH,X600089.SH,X600177.SH,X600372.SH,X002007.SZ,X002508.SZ,X000066.SZ,X300136.SZ,X000981.SZ,X600699.SH,X600487.SH,X300003.SZ,X600867.SH,X002294.SZ,X002292.SZ,X000559.SZ,X002180.SZ,X002008.SZ,X600809.SH,X002074.SZ,X000596.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0.0790144693548703,0,0,0.0662403184780038,-0.0728154007551558,0,0,0,0,0,0,0,0,0.036557317095645,0,0,0,0,0,0,0,0,0,0,0,0,0.0251094616368773,0,0,0.114693334882377,0,0,0,0,0.0264817687977498,0,0,0.129554232352585,0,0,0,0,-0.0104993776618916,0.00450776088927026,0,0,0,0,0,0
X600104.SH,0,0,-0.0876159781935284,0,0,0,0,-0.0152625137932961,0,0,0,0,0,0,0.812650591554543,0,0,-0.130170720598541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139031536414689,-0.0685333117071058,0,0,-0.157873521846942,0,-0.0623473102791009,0,0,0,0,0,0,0,0,0,0,0,-0.00268833735777595,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.113995513082212,0,0,0,0,0,0,0,0,0,0,0,0.165820570604879,0,0,0.0438745024337291,0,-0.0195501120392524,0,0,0,0,0,0,0,0,0,0,0,-0.108277885975376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180534889647955,-0.0124515350100336,0,0.00402554463848063,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0462201208532221,0,0,0,0,0.0242952109618028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300670791232393,0,0,0,0,0,0,0,-0.0275066005830616,0,0,0,0,0,-0.0894586295710982,0,0,0,0,0,0.111108338330758,0,0,0,-0.151885203264688,0,0.00815194735857715,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0819735670710558,0,0.144241628275062,0,0,0.0776188704848917,0,0,-4.33680868994202e-19,0.252943330449539,0,0,0,0,0.0714796779458556,0.00690073226262919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105008173428195,0,0,0,0.0327169979348616,0,0,0,0,0,0,0,0.0156563094269132,0,0,0,0,0.0108012459588593,0.00245914106883531,0,0,0,0,0,0
X002304.SZ,0,0.121528650066807,0,0.168398794466568,0,0,0,0,0,0.035302309117106,0,0,0.108648565351369,0,0.13365817547299,0,0,0,0,0,0.0813417054914681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029389088080275,0,0,0,0,0,0,0,0,0,0,0,0.108073813663692,0,0.00216378161405549,0,-0.0782988044988638,-0.00653225170817179,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.161428317398172,0,0,0,0,0,-0.0411340099895486,0,-0.116420390327655,0,0,0.0370041001883846,0,0,0,0,0,0,0,0,0,0,0,0.0668924983752936,0,0,0,0,0,0,0,0,0,0,0,0.0574935642758044,0,0.0549740482485301,0,-0.0875447108953688,0.00650093679109079,0.00225367228315408,0,0,0,0,0,0
X000725.SZ,0,0,0,0.38926304306266,0,0,0,0,0,0,0,0,0.0631869073768923,0,0,0,-0.222823398147984,0,0,0,0.0347160148201002,0,0,0,0,0,0,0,0,0,0,0,0.106322542648455,0,0.00655603899295239,0,0,0,0,0,0,0,0.15029884155222,0,0,0.0461818625634603,0,0.0175076588189824,0,0,0.374059174108482,-0.0911640520643465,0.0256404553271627,0,0,0,0,0,0
X000625.SZ,0,0.299907784784553,0,0,0,0,0,0.0317902704658011,0,0,0,0,0,0,0,0.0788314323603394,0,0.220848465609685,0,0,0.0708971889480962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105499751962677,0,0,0.18520759246677,0,-0.0963003880453319,0,0.0586004223716227,0,0,0,0,0,-0.00274800926641231,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0632665873827975,0,0,0,0,-0.253938893677337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110392799134779,0.151110753133589,-0.190962438892304,0,0,0,0,0,-0.0723084955465124,0.157527454447669,0,0.0144359438771978,0,0,0,0,0,0,0,0,0,0,0,0,0.0440917275645143,0,0,0,0.0166992832529003,0.0048827210661037,0,0,0,0,0,0
