,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X002236.SZ,X002475.SZ,X000338.SZ,X000625.SZ,X002008.SZ,X600809.SH,X600487.SH,X601877.SH,X002241.SZ,X000100.SZ,X600066.SH,X002456.SZ,X002508.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X600089.SH,X000596.SZ,X000157.SZ,X600177.SH,X300136.SZ,X600566.SH,X002085.SZ,X000981.SZ,X600498.SH,X000661.SZ,X600699.SH,X300142.SZ,X002179.SZ,X600118.SH,X600707.SH,X002180.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.285870866780167,-0.00722665712220462,0.0191376729372478,0.106419811347787,0,0,0,0,0,0,-0.0246712423290397,0,0,0,0,0,0,0,-0.0779090336578102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318384811252856,0,0,0.334129248956235,0,0,0,-0.000871994601774172,0.0227392126991902,0,0,0,0,0,0
X600104.SH,0,0,0,0.0868491361649301,0,0,0,0,-0.0169922197468104,0,0,0,0.224473904308213,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.100513832688579,0,0.0805886099741719,0,0,0,0,0,0,0,0,0,0.0707349246562121,0,0,0,0,0,0,0.137296163052598,0,0,0,0.19038293166542,0,0,-0.0253256257407021,0.0473939928581558,0.058576474152393,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127877771341917,0.175614356845871,0,0.00374957183549334,0,0.307640614695769,0,0.123456165318777,0.136424973631253,0,0,0.00872207912039181,0,0.108776883878427,0,0,0,0,0,0,0,0,0,0,0.0199374506379869,0,0,0,0,0.0770911028727754,0,0,0,0,0,0,0,0,-0.00771364706269161,-0.0301647846983558,0,0,0,0,0,0
X000651.SZ,0,0.077398980633729,0,0,0.494585660930211,0,0,0,0.0237701187607472,0,0,0,0,0.0979293917405881,0,0,0,0,0,0.119900872279687,0,0,0,0,0,0,0,0,0,0,0.0587580221807353,0,0,0,0,0,0,-0.00721583975524009,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00444628200939378,0.0257207066319746,0,0,0,0,0,0
X000858.SZ,0.242222749648787,0,0,0.213948446691064,0,0,0,0.0901555723695869,0,0.0193803086441839,0.278268373833228,0,0,0,0,0,0,0,0.039884634053476,0.103842420080506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252847205232845,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00275216044911676,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.444618371661785,0,0,0,0,0,0,0,0,0,0,0.0351585724460136,0,0,0,0,0,0,0,0.211141207437887,0,0,0.119719641078617,0,0.200482568803813,0,0.209383528946999,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.062458506573329,0,0,-0.0858932248697704,0.104921551370058,0,0,0,0,0,0
X600276.SH,0.055380099329176,0,0,0,0,0,0,0.0456412535701917,0.0950374711284917,0.133093239094609,0,0.0750051826655763,0,0,0.17407678648232,0,0,0,0,0.0796893609052234,-1.35525271560688e-20,0,0,0,0,-0.249661186529939,0,0,0.121676177755144,0,0,0,0,0,0.0237361000017133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131378001888418,0.0221402159061479,0,0,0,0,0,0
X002304.SZ,0.265890380194002,0,0,0,0.322310323556056,0,0,0,0,0,0.0817317147052122,0.0172282998682257,0.0830307408261647,0,0,0,0,0,0.0329572699828849,0,0,0,0,0,0,0,0,0,0,0,0.0480428484621275,0,0,0,0,0,0,0,0,0,0,0,0.0220600606865782,0,0.0492175232268837,0,0,0,0,0,0,-0.00570847480474937,0.022128201275661,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0936317851564126,0.223267230795341,0,0,0,0,0,0,0,0,0,0.12970702131712,0,0,0.189155999157234,0,0,0,0.0642772553186931,0,0,0,0,0,0,0,0,0.192825358592307,0.360130674743871,0,0,0,0,0,0,0,0,0.336490934578298,0,0,-0.00719360289389277,0,0,0,-0.0429296499311778,0,0,-0.0170266510475525,0.0252287228651214,0,0,0,0,0,0
X600690.SH,0,0,0.0552400735897991,0.135307621878722,0.2729328763739,0.0683916395156152,0.0675804526800892,0,0,0,0,0,0.165077057791265,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0677877147180111,0,0,0,0.0072497620470311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675968286416044,0,0,0,0,0,-0.00885777602961814,0.00827155478242451,0,0,0,0,0,0
