,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X000100.SZ,X601877.SH,X600809.SH,X002008.SZ,X300124.SZ,X300136.SZ,X600487.SH,X002508.SZ,X300003.SZ,X600522.SH,X600867.SH,X002085.SZ,X600089.SH,X600699.SH,X000596.SZ,X002294.SZ,X600498.SH,X000157.SZ,X000050.SZ,X600177.SH,X600271.SH,X600566.SH,X002180.SZ,X600118.SH,X000559.SZ,X300115.SZ,X002179.SZ,X600707.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.303234338194708,0,0.179432529433174,0.141492506859407,0,0.0181746388770215,0,0,0,0,-0.0939677770666256,0,0,0,0,0,-0.0891280786011373,0,0,0.0229604194370885,0,0,0,0,0,0,0.0848480692209576,0,0,0,0.0118349802445343,0,0,0,0,0,0,0,0,0,0,0.112834941633315,0,0,0.0145657945767958,0,0,0,0.0222227068967548,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0738287237703319,0,0,0,0.0558897830244358,0.0400445214617147,0,0.33988215378675,0.0850958113956528,0.0493246710817823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216638095117083,0,0,0.0216167841334026,0,0,0,0,0,0,-0.0121634198585915,0,0,0,0,0,0,0,0,0,0.00937542605948992,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0182160508369705,0,0,0,0,0,0,0.000754825187268979,0,0.153294722156321,0.0515284563417947,0,0,0,0,0,0,0,0,0.0336217285378887,0.144733350568352,0.127913433603157,0,0,0.06817458287572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704368415643446,0,0,0,0,0,0,0,0,0.0136711537560524,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.200223909534955,-0.0314666524210134,0,0,0,0,0.0410432157550698,0,0,0,0.0819614379088819,0,0,0,0,0.208561037979231,0,0,0.0120908717052883,0,0,0,0,0.00115100006202442,0.172728258076226,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0718300662161077,0,0,0,0,0,0,0,-0.0304945762033167,0,0.007954962844464,0,-0.034221523496327,0,0,0,0,0
X000858.SZ,0,0,-0.149439276339406,0.0176121027279382,0,0,0,0.132603813449582,0,0,0,0.309525193332141,0,0,0,0,0,0,0,0.00464070876484008,0,0,0.0453033867820919,0.0186975357050839,0,0,0,0.110663202335619,0,0,0,0,0,0,0,0.0827610614994688,0,0,0,0,0,0,0.0898734517254871,0,0,0,0,0,0,0,0,-0.00494870699674568,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.268681694662129,0,0,0,0,0.140703690546418,0,-0.0396782446583809,0,0,0,0,0,0.205275694148309,0,0,-0.0277113860470241,0,0.101072266131056,0,0,0,0,0,0.0374371823385147,0,0,0,0,0,0,0,0,0,0,0,0,0.147696672901544,0,0,0.134106983286519,0,0,-0.0213371192480064,0.0194066778964442,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.159598710289992,0,0,0,0,0,0,0,-0.128758357779421,0,0,0,0,0,0,0,0,0,0,0,0,0.0220711620125119,0,0,0,-0.109772332654579,0,0,0.139213114085457,0,0.0387230585212808,0,0,0,0,0,0,0.026382916898898,0,0,0.0513197258400946,-0.0296256744008042,-0.016171207297194,0.0117234189771264,0,0,0,0,0,0
X002304.SZ,0,0,-0.0101655524907785,0,0.284499489058933,0,0,0,0,0,0,0.0555588203765432,0,-0.183866431817345,0,0,0,0,0,4.33680868994202e-19,0,0.0699409881825219,0,0,0,0,-0.0218979520093285,0,0,0,0,0,0,0,0,0,0,0,0,0.0369735142223083,0,0,0,-0.0597381141969796,0,-1.0842021724855e-19,0.150201489060234,0,0,0,0,-0.0283258581371231,0.0419841115661446,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.39556255568487,-0.245451096648245,-0.183645421514309,0,0,0,0,0,0,0.153231093379555,-0.0194817531330171,0,0,0,0.0643841261138019,0,0,0.0563859911750402,0,0,0,0,0,0,0,0,-0.0115148097718005,0,0,0,0,0,0,0,0.073694031226998,0,0,0,0.0785593712880524,0,0,0,0,0,0,0,-0.0857879176450331,0.106222470021295,0,0,0,0,0,0
X600703.SH,0,0.0640336510545911,0,0,0,0.0529531921974652,0.18696400300508,-0.0659683967790365,0,0,0.105187269876346,0,0,0,0,0,0,0,0,0,0,0,-0.302956587600191,0,0,0,0,-0.0464727769903779,0,0,0,0,0,0,0,0,0,0.127070723850591,0,0,0,0,0,0,0,0,0,0,-0.0799795521836628,0.0432894979298219,0,0.0245134968844011,0,0,0,0,0,0,0
