,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X000661.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000625.SZ,X600703.SH,X002241.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002007.SZ,X002371.SZ,X000157.SZ,X002129.SZ,X601877.SH,X600584.SH,X300142.SZ,X002179.SZ,X600183.SH,X002049.SZ,X002236.SZ,X002414.SZ,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X300136.SZ,X002185.SZ,X002008.SZ,X000977.SZ,X002456.SZ,X300146.SZ,X600118.SH,X600066.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.360471641732705,0,-0.0727439512943177,0,0.0945892200876435,0,0,0,0,0.205661242128855,0,0,0,0,0,0,0,0.0277106022413552,0,0,0,0,0.00657789139886974,0,0,0,0,-0.1343352292906,0,0,0.112222808121718,0,0,0,0,0,0,0,0,-0.0174444962048327,0,0,-0.0583079060831749,0,0,0,0,0,0,0,0.0329775500231654,0,0,0,0,0.0257944272603452,0,0
X000858.SZ,0,0,0,0,0,0,0.127497174339157,0,0,0,0.35257903044261,0.00673518177982694,0,0,0,0.0264407666001065,0,0,0,-0.0433844107216619,0,0,0,0,0.0535657414980696,0,0,0,0,0.00366029462274907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251840338100285,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0245470974339006,0.0335106748250692,0,0,0,0.128026940350072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620582220340956,-0.0351216122723343,0,0,0,0,0.16431178561708,0,0,0,0.134805491819164,0,0,0,0.000521720842797961,0,0.0593837930730044,0,0,0,0,0,0,0,-0.0769737206030073,0,-0.0199557832886335,-0.00149975910807568,0,0,0,8.67361737988404e-19,0,0
X002415.SZ,0,0,0,0,0,0.0203866898799169,0,0,0,0,0.101312343419578,0,0.0714380278205234,0,0,0,0,0,0,0,0,0,0,0.0051481565084044,0,0,0.0645448184286724,-0.0499649626223303,0,0,0,0,0,0,0,0.249617609518558,0,0,0.0858657622193538,0,0,0.00320410898269339,0,0,0,0,0,0,0.0374695399522123,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X000651.SZ,0,0,0,0,0,0,-0.0168095527858505,0.0837373987181336,0,0,0,0,0.203524852987873,0,-0.0333515703791999,0.0269112023117733,0,0,0,0,0,0.00380662570176992,0,0,0,0,0,0,0,0,0,0.114610106600802,0.23317029185957,0,0,0,0,0,0,0,0,-0.0156904998107541,0,0,0,0,0,0,0.0131789947570566,0,0,0.0196411516358075,-0.0289186322544856,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0844107442200223,0,0,0,0,0,0,0.113505817367992,0,0,-0.0391560313801402,0,0.580016066614777,0.0401276500513313,0.0710174065209538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036133341842975,0,0.00733117225139569,0,0.0108181771995422,0,0,0,0,0,0.00811190615477119,0,0,0,0,0.0100717263551346,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.219902565584815,0,0,0,0,0,0,0,0,0,-0.0995426428361965,0,0,0.229562498917862,0,0,0,0,0,0,0,0,0,0,0,0,0.0445410431725692,0,0,0,0.228499471159247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287806233248152,0,0
X600104.SH,0,0,0,0,0.0194954939018502,0,0,0,0,0,-0.144671492358698,0,0,0,0,0,0,0.162571776243552,0.122421387433005,0.0306886602286872,0,0,0,0,0.197101064801823,0.03130642437691,0.0623379073739092,0,0,0,0,0.125535033902169,0,0,0.0167760542018336,0,0,0,0,0,0,0,0,0.0452697559570083,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355202301740264,0,0
X000568.SZ,0,0,0,0,0,0,0.306091865935262,0,0,0,0.345461305085731,0,0,0,0,0,0,0,-0.133417287759911,0,0.104971620365986,0.10664075841753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800402017205062,0,0,0,0,0.0578223776516872,0,0,0,0,0,0.0489662430513465,0,0,0,0.00908090626068366,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232833170935136,0,0,0.271881607798705,0.000300732215580716,0,0,0.0650101528116296,0,0,0,0,0,0.249552038211355,0.189985341629829,0,0,0,0,0,0,0,0,0,0.102609466451352,0,-0.11359614553385,0,0,0,0,0,0,-0.180733984180556,0,0,0,0.0312563505927892,0,0,0,0,0.00678336801997236,0,0
X600809.SH,0,0.179891880033675,0,0.0296521903042694,0,0,0.219533567691779,0,0.31884240871082,0,0,0,0.193868888985807,0,-0.0479966153574428,0,0,0,-0.0262201295893947,0,-0.155878252460167,0,0,0,0,0,0,0,0,0,0,0.0616223940786416,0,-0.112923470147595,0,0,-0.0617458431643735,0,0.0998612518234078,0,-0.13908999183938,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0509418901886785,0,0,0,0.0120323259127315,0,0
X000725.SZ,0,0,0,0.000734933140888666,0,0,0,0.0834126721075204,0,0,0,0,0,0.0452015118198079,0,0.0107006599220093,0,0,0,0,0.122188140324297,0,0,0.405559703071316,0,0,0.0433157924281013,0,0,0,0,0,0,0,0,0.123913472776158,0,0,0,0,0,0.0384759591984902,0,0,0,0.0613955014029498,0,0.200074983061542,0,0,0,0,0,0,0,0,-0.00197666280191135,0,0
X600690.SH,0,0,0,0,0,0,-0.115605668000912,0.117192256946799,0,0,0.0620733809692802,0,0,0,0,0,0,0,0.00203015683234854,0,0,0,0.0121000445705111,0,0.00578584494676592,0,0,0,0.0724786148558991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37629003807633,0,0,0.0150886068218234,0,0,0,-0.0203212567623963,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.0967605597563325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348546576166084,0.00234015017834139,0,0,0,0,0,0.0461137145045155,0,0,0.0554656080349354,0,0,0,0,0,0,0.175061138886957,0.146491115457776,0,0,0.0277758371412145,0.223616320859278,0,0,0,0.10123576977544,0,0,0,0,0.0609659855967141,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0.1377393578527,0,0,0,0,0,0,0,0,0.0204207837534485,-0.2885421617234,0,0,0,0,0,0,0.186524668603932,0,0,-0.157802295225305,0,0.617390645163439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769879415597168,0,0,-0.0259590067441498,0,0,0,0,0.0253494015371393,0,0
X300124.SZ,0,0,0,0,0,0.132129001426778,-0.0591310399288085,0,0,0,0,0,0.19763179739816,0,0,0,0,0,0.0541369292837154,0.0136691083387046,0,0,0,0,0.0527294820566976,-4.33680868994202e-19,0,0,0.000279648897201733,0,0,0,0.112290024131878,0,0,0,0,0.0797279401837475,0,0,0,0,0.0587277093179072,0,0,0,0,0,0,0,0,0,0.0587234498477895,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0693823810703501,0,0.0618543471842017,0,0,0,0,0,0,0.00638656954236588,0,0,0,-0.0552345430861308,-0.027577000408318,0,0.0121908092107435,0,0,0,0,0,-0.0412152150166027,0,0,0.0320149753702798,0,-0.0315837647476943,0,0.103885322054733,0,0,0,0,0,0,0.0652035108048491,0,0,0,0,0,0,0,0,0.00481191703583407,0,0
X000338.SZ,0,0.12125828681158,0,0.219109722048751,0,0,0,0.0942160814483377,0,0.0155007608909261,0.000627823638131483,0,0,0,-0.154825816137259,0,0,0,0.0304608347914188,0.00820116256520755,0,0,0,0,0,0,0,0,0,0.0469882257445454,0,0,-0.0130496595474076,0,0,0,0,0.262480353142199,0.119065200936756,0,0,0,0,0.0869696431753546,0,0,0,0,0,0,0,0.0288999076217032,0,0,0,0,0.0147980970371378,0,0
X000625.SZ,0,0,0,-0.539635577106828,0,0,-0.0166247168849937,0,0,0,0,0,0,0,0,0.40116819668341,0,0,0,0,0,0,0,0,0.102901412955941,0,0,0.343914868555559,0,0,0,0.206357288330233,0,0,0,0,0,0.259791653548563,0,0,0,0,-0.0339844756755306,0,-0.235644827364239,0,0,0,0,0,0,-0.106253643846238,0.17657924980952,0,0,0,-0.0902026382962215,0,0
X600703.SH,0,0,0,0,0,0,0.136954710874103,0,0.0806621412923186,0,0,0,0,0,0,0,0,0.144051388396713,-0.0274403304982332,0,0,0.0891813039613244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379344169713287,0,0,0,0,0,0,0,0,0,0.0126859214743768,0,0
X002241.SZ,0,0,0,0.0633390419130271,0,0.807076815118253,0.0105299480499334,0,0.167037246792649,0,0,0,0,0,-0.209016466058828,0,0,0,0,0,0,0,0.0379755114642612,0,0,0.101819200028012,0,0,0,0,-0.179694157739301,-0.0989415302238138,0,0,0.0488682538625494,0,0,0.289665175360864,0,0,0,-3.46944695195361e-18,0,0,0,0,0.121291788290572,-0.0818142968357914,0,0,0,-0.0541899550839742,0.0354646047038029,0,0,0,-0.0270502623371029,0,0
X300014.SZ,0,0,0,0,0,0.252686899581277,0.347018337495729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614628850373882,0,0,0.0982225141041146,0,0,0,0,0,0.157639671333556,0,0,0,0.0488241377145993,0,0.159088546322211,0,0,0,0,0,0,0,0,0,0.140253162070833,-0.366860058167063,0,0,-0.0128714383465011,0,0,0,-0.0276553960582365,0,0
X000596.SZ,0,0,0,0,0,0.265848278956735,0,0,0.0456425093934628,0,0.479687163661671,0,0,0,0,0,0,0,-0.0169418431286065,0,0,0,0,-0.0923956109449719,0,0,-0.0991637275191885,0,0,0.141831441985833,0,0,-0.00377985548559322,0,0,0,0,0,0,0,0,0,0,0,0,0.228532662538632,0,0,0,0,0,0.0282982784562129,0,0,0,0,0.016997494119572,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.781774122218725,0,0,0,0,0,0,0.0327541357557681,0,0,0.046307047285755,0,0,0.0717523684532792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576616887782408,0,0,-0.0142308206119869,0,0,0,0,-0.0305699875066411,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.0545489066310013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341228298748515,0,0,0.0344448437226677,0,0,0,0,0,0,0,0,0.0764075333273249,0,0,0,0,0,0.0854153503428756,0,0,0,0,0,0.0241755465280648,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121512431059584,0,-0.0481553329454873,0.011161005074177,0.185064121161712,0,0,0,0,0,0,0,0,0,0,0,0.242550053426123,0,0,0,0,0,0,0,0.0347905765908542,0,0.035441334741062,0,0,0.429729894196768,0,0,0,0.0960842859989242,0,0,0.0727495610237429,0,0,0,0,0.0716754092959453,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.030896128775875,0.170251870169738,0,0,0.194758836141157,0,0,0,0,0,0,0,0,0,-0.0432596191525983,0.265190311399683,0,0,0,0,0.241590510170867,0,0,1.73472347597681e-18,0.422238473245092,0,0,0,0,0,0,0,0,0,0,0.0229325946668128,0,0,0,0,0,0.000823640752109786,-0.0497298087891445,0,0,0,-0.0237350416085743,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.267319943498468,0,0,0,0,0.0541004884986139,0,0,0,0.0189467629057509,0.00384471890381761,0,0,0,0,0,0,0,0,0,0.0590004390877491,0.0340575109453782,2.16840434497101e-19,0,0,0.108232228901818,0,0,0,0,0.0423590137802512,0,0,0,0,0.0133025440672722,0,0,0,0,0,0,0.0230821340031798,0,0,0,0,0.0120517765124081,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.0936867195847216,0,0,0,0.0684880734019899,0,0,0,0.126407061945536,0,0,0,0.290748379855071,0.088551489321059,0,0,0,0,0,0,0,0,0,0,0.0223092028946537,0,0.192527518854293,0,0,0,0,0,-0.133513505220636,0,0,0,0,0,0.179039043301613,0,0,0.00731659685207447,0,0,0,0,-0.00436117522690904,0,0
X601877.SH,0,0,0,0,0,0.34814995744805,0,0,0,0,0,0,0,0,0,0,0,0,0.0468034447149363,0,0.0258607653010327,0,0.383133550593675,0.160203411192685,0,0,-0.0185490605990845,0.029166990102018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480042278905413,0.0444762383471792,0,0,0.065931278851578,-0.0307974799659375,0,0,0,0.0346492071038198,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.330541302395764,0,0,-0.0282432357553988,0,0,0.347881223156317,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532625403935045,0,0,0.311239856461838,0,0,0.353929505326868,0,0,0,0,0,0,-0.0597922461340159,0,0,0,-0.0104416890681386,0,0
X300142.SZ,0,0,0,0,0,-0.160032541953173,0,0,0,0,0,0,0,0,0.177899421942335,0,0,0,0.213469736782238,0,0,0,0,0,0,0.439945729573926,0,0,0.254491370806891,0,0.204148421934302,0,0,0,0.0572279485569565,0,0,0,0.151400178147337,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03186934068097,0,0,0,-0.0144006880915689,0,0
X002179.SZ,0,0,0,0,0.0009199643520794,0,0.0293263065190901,0,0,0,0,0,0,0,-0.0526803526884689,0,0,0,0,0.0297150241877236,0,0,0,0.00751573916336273,0.0127283923820015,0,0,0.222689050340822,0,0,0,0,0,0,0,0.115907016107893,0,0,0.0630746689695621,0,0,-0.0379496099034732,0,0,0,0,0.0527132483548034,0.042891986722876,0,0,0,0,-0.019329060644455,0,0,0,-0.0167540646432977,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0934803468205757,0.098874362022687,0,0,0,0,0,0.0679579131609295,0,0,0,0,0.315637021917677,0,0,0,0,0,0,0,0.0427076738791025,0,0,0,0,0,0,0,0.0338571372139224,0,0,0,0,-0.00887175469248044,0.0583477458909243,0,0,0,-0.00428566582982385,0,0
X002049.SZ,0,0,0,0,0,0,0.2039623731294,0,0,0,0.0217254175468091,0,0,0,0,0,0,0,0,0,0.352643628405536,-0.136673670734482,0,-0.0143323692403671,-0.15345437203432,0,0.27765605541796,0.0910929058353356,0,0,0,0.232851443693256,0,0,0,0,0,0,0,0,0,0,0.147396780304456,0,0.219286214755422,0,-0.462061900082831,0,0,0,0,0.0832060584614097,0.179969935322209,0,0,0,0.0796030860853389,0,0
X002236.SZ,0,0,0,0,0,0.251823083432811,0,0,0,0,0,0,0,0,0.0631061547423564,0.0807349779303971,0,0,-0.221310219840779,0,0,0,0,0.136071892995383,-0.118193674704069,0,0,0,0,0,0,0,0.0700775418995246,0,0,0,0.216538714657397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513752106659494,-0.0513955655596297,0,0,0,-0.0265757819842438,0,0
X002414.SZ,0,0.294132882885234,0,0,0,0,0,0.0880572508354726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683729354464361,0,-0.0385367618958621,0,0,0,0,0,0,0,0,0.0147360836770016,0.46827000263514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173217938643239,-0.0206655829634261,-0.158367203042787,0,0,0,-5.42101086242752e-20,0,0
