,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X300014.SZ,X600104.SH,X002129.SZ,X000651.SZ,X002371.SZ,X000625.SZ,X300124.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X000733.SZ,X600741.SH,X600884.SH,X000100.SZ,X600460.SH,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600563.SH,X002176.SZ,X601799.SH,X002414.SZ,X600418.SH,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.267243562169134,0,0,0,0,0,0,0,0,0,0,-0.0272115236464061,0,0,0,-0.0122116310390616,0,0,0,0,0,0,0,0,0,0.0318653345078168,0,0,0,0,0.0886078076981993,0,0,0,0.0610501449637013,0,0,0,0,0,0,0,0,0,0,0,-0.0465115351617877,0,0,0.0143163565483461,0,0,0,-0.00499164741013002,0,0
X000858.SZ,0,0,0.227104490541052,0.0202271620001086,0,0,0,0,0,0,0,0,0,0.104654713290889,0,0,0,0,0,0,0,0.0321448927987749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21058851589783,0,0,0,0,0.0386141294136071,0.0271585309915745,-0.0388970472581853,0,0,0,0,-0.0182543416832351,0,0,0,0,0,0,0,0
X600809.SH,0,0.0539089722997639,0,0.233403582208377,0,0,0,0,0,0,0,0,0.167493947308944,0,-0.0556794485723269,0,0,0,0,0,0.0543238729404282,0,0,0,0,0,0,0,0,0,0,0.0132578157564547,0,0,0,0,0,0.189731138041208,0.0391124692022347,0,0,0.159352181912914,0,0,-0.163095923755246,0,0,-0.00714565004771947,0,0,0,0.00196349272679006,-0.0168136557307532,0,0,0,-0.00844144842305936,0,0
X000568.SZ,0,0.121984815327339,0.0683839240442131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281424868282961,0,0,0,0,0,0,0,0,0,0,0.417494966793884,0,0,0.0279186604902626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159493791218408,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0236311126018841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440831138372103,0,0,-0.0330357366397324,0,0,0,0,0,0,0.11989527344581,0,0.0385883648810578,0,0.783524439613853,0,0,-0.0178465167907763,0,0,0,0,0,0,0.0148288902814956,0,0,0,0.0186956435392886,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457172195895373,0,0,0,0,0,0,0.407973067632412,0,0.109104471931265,0,0,-0.109215670478626,0,0.0848325373803212,0,0,0,0,0,0,0,0,0.044351966346422,0,0,0,0,0,0.177796763034359,0,0.0351046504324519,0,0.0583165178723211,0,0,0,-0.120699123490421,0,0,0,0,-0.0490033229844495,0,0
X002304.SZ,0,0.110335299024478,0,0.0564780912437075,0,0.0373365361798713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144991401926836,0,0,0,0,0.0635450778219627,0,0,0,0,0,-0.00761829294309862,0,0.0993989833872806,0,0,0,0,0.261646865406368,0,0,0,0,0.027783041732601,0,0,0,0.0185644880361625,0,-0.0129674928368774,0,0,0,0,0,0,-0.0140007969657319,0,0
X600276.SH,0,0,0,0,0.218082577292021,0,0,0,0,0.0661683770111804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23283002841756,0,0,0,0,0,0,0,0,0.0668258251907102,0,-0.0872579356088369,0,0.0782655991279679,0,0,0,0,0,0,0.0691917762434021,0,0,0,0,0,0,0,0,0.0406877969876862,0,0,0,0.0240342520296604,0,0
X600690.SH,0,0,0,0,0,0.0995525087419633,0,0,0,-0.0322383308670702,0,0,0,0,0,0,0,0,0.0912882028628471,0,0,0,0.0761705519137816,0,0,0,0,0.0291706862803431,0,-0.0430119383463409,-0.0314345990265553,0,0,0,0.120951244799121,0,0.0406742720019326,0,0,0,0.0444746139353034,0,0.149610067973983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0134373586364183,0,0,0,0,0,-0.010502277581974,0,0,0.029484284623939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116426770648002,0.0750424718961334,0,0.244362691375829,0,0,0,0.0560650888400068,0,-0.0147091867143115,0.0757466585372246,0,0,0,0,0,0,0.17166156782309,0,0.127490915888395,0,0,0,0,0,0,0,0,0,0,0
