,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X000100.SZ,X300124.SZ,X000625.SZ,X002236.SZ,X300003.SZ,X600809.SH,X002008.SZ,X600487.SH,X000596.SZ,X600498.SH,X000661.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X600089.SH,X600177.SH,X600066.SH,X002456.SZ,X300146.SZ,X002180.SZ,X002506.SZ,X600867.SH,X600522.SH,X600372.SH,X002129.SZ,X002508.SZ,X300136.SZ,X000977.SZ,X002241.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0941160947112888,0,0.08517753708474,0,0,0,0,0,0,0,0.0206544607148066,0,0,0,0,0,0,0,0.0378608723252827,0.17304211947614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489041358741079,0,0,0.0180039513271895,0,0,0,0,0.0666955303437305,0,0,0,0,-0.0434590315967095,0.0482562203461989,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.107269018711956,0,0,0,0,0,0,0,0,0.00924265268291322,0,0,0,0,0.0676316718210195,0,0.100170080749704,0,0,0,0,0.0188142033286618,0.0816366341390351,0,0,0.0629942572066028,0.186137660576811,0,0,0,-0.0808998594973762,0,0,0,0.0456419558062251,0,0,0,0,0,0.0217948102199413,0,0,0,0.0135604519394843,-0.0659167171914448,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.207034736990765,0,0,-0.0855680333693777,0,0,0,0,0,0.0719233404391771,0,3.46944695195361e-18,0,0,0,0.701178630119726,0,0,0,0,0,0,0.137783782074128,-0.181815417567841,0,0,0,0,0,0,0,0,-0.0184950650053078,0,0,0,0,0,0,0,0,0,0,0,-0.0121968817879509,-0.00841457037492711,0,0,0,0,0,0,0
X000651.SZ,0,0.0778839931729012,0.021908604093952,0,0.0234902134670081,0,0,0.258083902659364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027903308955138,-0.0235991288116592,0,0,0.0525736268796064,0,0,0,0,0,0.0357620237168468,0,0,0,0,0,0,0,0,0,-0.00673308650969872,0,0,0.122128581113433,0,0,0,0,0,0,-0.00698570803653093,0,0,0,0,0,0,0
X000858.SZ,0.149688264219894,0,0,0,0,0.0187182795173608,0.0728419494792926,0,0,0,0,0,0.0867000814858786,0,0.331969489849371,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0107717456224213,0.0404965980169233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173796436569168,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.275021932941372,0,0,0,0,0,0,0,0,0,0,0,-0.0617770013699285,0,0,0,0,0.118706740508842,0,-0.339418287026648,0,0,0.378580292469028,0,0.124040725829329,0,0,0,0,0,0,0,0,0.08119043803252,0,0,0,0,0.0279613335004334,0,0,0,0.172450303814489,0,-0.151566897871545,0.190653558911025,0,0,0,0,0,-0.00239190064366492,0.0893800566695005,0,0,0,-0.0197992918597815,0,0
X002304.SZ,0.112604374729016,0,0,0,0.400145152026512,0,0,0.0262888686286408,0,0,0,0,0,0,0.164949261345039,0,0,0,0,0,0,0,0.180368763268977,0,0,0,0.108183849103934,0,0,0,0,0,0,0,0,0,0,0,0.0129161595290846,0,0,0,-0.0184548547337577,0,-0.149354520229072,0,0,0,0,0,0,-0.00802155755246043,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.00351956963509865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730020559798528,0.0040672339870075,0,0,0,0,0,0.124205521162125,0,0.0506894919476803,0,0,0.114341238197554,0,0,0,0,0,0,0,0,0,0.387413199652007,0,-8.67361737988404e-19,0,0,0,0.0140137642509548,-0.0376109496441395,0,0,0,0.0199588654722151,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.039274580320948,0,0,0,0,0,0.113330443645252,0,0,0.0797519834122934,0,0.0107470774523345,0.0745752879981392,0,0,0,0,0,0,0,0.029044531208996,0,0,0,0,0,0,0,0.0490045843891243,0,0,0,0,0,0,0,0,0.0811545796681377,0,0,0,0,0,0.019439973340159,0,0,0,0.00540810865344251,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142072272331211,0,0,0,0.0796794531860047,0,0,0,0,0.301226340714855,0,0.281546240548514,0,0,0,0,0,-0.0149576071642794,0,0,0,0,0,0,0,0,0.109295421606498,0,-0.0315424703123886,0,-1.73472347597681e-18,0,0,0,0,0.0164310270916627,-0.0153580187748855,0,0,0,0.114320683633201,0,0
