,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600104.SH,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X002463.SZ,X000100.SZ,X002241.SZ,X600418.SH,X600089.SH,X600584.SH,X600703.SH,X000977.SZ,X600372.SH,X000157.SZ,X002049.SZ,X002028.SZ,X600522.SH,X600066.SH,X002236.SZ,X600839.SH,X600741.SH,X600183.SH,X002129.SZ,X600460.SH,X601877.SH,X600487.SH,X002456.SZ,X000800.SZ,X601799.SH,X000661.SZ,X002074.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.489718750098454,0,0,0,0,0,0.0331260005116229,0,0,0,0,-0.0176138579769143,0,0,0,0,0.130239899644664,0,0,0,0,0,0,0,0.011399036368956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154363149642061,0,0,0,0.0389902875270959,-0.136221042527414,-0.0352783283018524,0,0,0,0,0
X000858.SZ,0.389195957322714,0,0,0,0,0,0,0.419001055876845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243680769386656,0,0,-0.0602978000381298,0,0,0,0,0,0.0404194697444463,0,0,0,0,0,0,0,0,0,0,0,0,0.0894384109075988,0,0,0,0,0.0770070055707732,0,0.0283017729080639,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0340337309792332,0,0,0,0,0,0,0,0,0.00532936176711477,0,0,0,0.0113036992896756,0,0.141650273114656,0,0.688532022144029,0.0254936438149734,0,0.0745392289447136,0,0,0,0,0,0,0,0.0178063774017018,0,-0.0292756472355333,0,0,0,-0.0900275610308966,0,0.164365963088857,0.0166597187128854,0,0,0,0,0,0,0,-0.0463984310526418,0,0,0,0,0,0
X600276.SH,0,0.21393503281163,0,0,0,0,0,0,0,0,0,0,0.0667222481139761,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355883993384115,0,-0.122436356982367,0,0,0,0,0,0,0.146920191172522,0,0,-0.05000993047127,0,0,0.11124075891981,0,0,0,0,0,0,0.280609958514924,0,0,0,0,-0.120734847504012,0,0,0,0.128136538645233,0,0
X600690.SH,0,0,0.0242038477475147,0,0,0,0.344148349996298,0,0,0,0,0,0,0,0,0,0,0,0.113299399482899,0,0.0317242428701047,0,0,0,0.0646442269884688,0.0654067947217638,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.175068453531553,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0917900247796626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170424792773188,0,0,0,0,0,0,0,0,0,0,0,0.0201505832822593,0,0,0,0,-0.00797843760481714,0,0,0.0593964246590702,0.0351826006470634,0,0,0.172240901380697,0,1.73472347597681e-18,0.0732117935967808,0,0.0511107590252276,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.339498199908108,0,0,0,0,0,0,0,0.0774997634480761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576579002499188,-0.101838765425418,0,0,0.00482142030232735,0,0,0,0,0.104857095105284,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.250040287964541,0,0,0,0,0,0,0,0.145241508645576,0.354052396089012,0,0,0,0,0,0,0,0,0.261166672787365,0.0787854882072484,-0.0175731386912125,0,0,0,0.0980466275888989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438516483451736,0,-0.0966075255156756,-0.0450907720326183,0,0,0,0,0,0,-0.00695880910283739,-0.0155754837408398,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.313258497987972,0,0,0,0,0,0,0,0.0558372905300427,0,0.0120610337823381,0,0,0,0,0.195530528035287,0,0,0,0,0.0336675472219588,0,0,0,0,0,0,0,0.00926985726045276,0.181087256343558,0,0,0,0,0,0,0,0,0,0.000405414083794676,-0.0131465628670055,0,0.0450364360826513,0,0,0,0
X003816.SZ,0,0,0,-0.118911759896427,-0.0342894178553625,0.00559345077372235,0,0,0,0,0,0,0.088472929670906,0,0,0,0.137690760687659,0,0.427374685411186,0,0,0,0,0,0,0,0,0,0,0,0.0591921229499407,0.251669115922607,0,-0.407125319626482,0,0,0,0,0,0.0421580208024787,-0.0737821560199973,0,0,0,0,0,0,0,0,-0.399556409547703,0,0,0,0.0200825781219729,0,0,0,0,0
