,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600031.SH,X600703.SH,X000568.SZ,X600066.SH,X002241.SZ,X002475.SZ,X600271.SH,X002456.SZ,X000338.SZ,X002236.SZ,X002085.SZ,X600118.SH,X600177.SH,X000157.SZ,X002292.SZ,X600372.SH,X300124.SZ,X000559.SZ,X600867.SH,X002007.SZ,X300003.SZ,X002180.SZ,X002294.SZ,X002506.SZ,X600089.SH,X002074.SZ,X000981.SZ,X600522.SH,X601877.SH,X002426.SZ,X600498.SH,X000550.SZ,X600566.SH,X002508.SZ,X000623.SZ,X002465.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.265891421550869,0,0,0,0,0,0,0,0,0.0134221147131026,0.0483997812512585,0,0.0701083330583487,0,0,0.104564203273259,0,0,0,0.0957628642547991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554923104117457,0,0,-0.0339812999284799,0,0,0,0,0,0.0148891214060532,0.0115713594405381,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0338677056367281,0,0,0,0,0,0,0.0327524404195208,0,0,0,0,0.0358838982092867,0,0,0,0,0,0,0,0,0,0,0,0,0.113770236875617,0,0,0,0.131505730855996,-0.0973804778304919,0,0,0.0164629007744138,0,-0.0541320171608272,0,0,0,0,0,-0.00843346338152826,0.0411687489283061,0.161779121579668,0,0,0,0,0
X002415.SZ,0,0,0,-0.0156644221362177,0,0,0,0,-0.173283871145008,0,-0.122895964866755,0,0.121186986402157,0.236055288262344,-0.0249067468541094,0,0,0,0,0,0.132976801157129,0,0.0535525457419599,0,0,0,0,0,0,0,0,0,0,0.209891355958672,0,0,0,0,0.0641592446867277,0,0,0,0,0,0,0.272756414850858,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0384522137621041,0,0,0,0,-0.0636289297387977,0,0,0,0,0,0,0.0127542176854125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690175863310222,0,0.188547365646793,0.104943463254508,0,0.0370977408560213,0,0,0,0.0658074040032032,0,0,-0.0675497900972585,0.10836497828659,-0.0406924676720731,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191339468349452,0,-0.00981559425891454,-0.0108461225309168,0,0,0,0,0,0,0,0,0,0.165225590802878,0,0,0.0213863590402454,0.0993220210767857,0,0,0,0,0,0.224534651895551,0.00979281113379894,0.106069606383876,0,0,0,0,0,0,0,0,0,0,0.013573898243614,0,0,0,0,0,0,0
X600276.SH,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.00286244405819703,-0.0123473112126347,0,0.0495650378677023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164156196390443,0,0,0.0733207747751124,0.0735673137791177,0,0.08368900605181,0,0.00748677903926435,0,0.260226733825726,0,0,0,-0.142629620710872,0,0.0240443047073676,-0.0104814584966683,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.29921999662135,0,0,-0.0296414587094477,0,0,0,0,0,0,0,0.027940999303246,0,0,0,0,0.0396097624408289,0,0.0124405366813789,0,0,0,0.0284275161025214,0,0,0.0500383232059442,0,0,0,0,0,0,0,0,0.081899718561606,0,0,0.0670507577032143,0,0,0,0,0,0,0,0,-0.0128595873634479,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0704840381517956,0,0,0,0,0,0,0.0684367599096765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111567299829793,0,0,0.0891883550567615,0,0,0,0.098306369687273,0.118089922922597,0,0,0.0962672830439115,0,0,0,-0.0240571414233419,-0.0295528886992622,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0871973906726073,0,0,0,0,0,0,0.0185184364677404,0,-0.0814913825641871,0,0.0260756268539079,0,0,0,0,0,0,0,0,0,0,0.022746654020048,0,0,0.117217441412459,0,0,0,-0.0402603514987607,-0.0802913186089382,0,0,0.0142091615443218,0.0503857465691451,0,0.0536051492276767,0.155729123239966,0.013119481121837,0,0,0,0,0,0,0,0.06740867447852,-0.0187660121431053,-6.93889390390723e-18,0,0,0,0,0
X000063.SZ,0,0,0,0.0403641057430123,0,0,0,0.137616959914713,0,0,0,0,0.0412754657937408,0,0.0673589459931803,0,0.045813774869609,0,0,0,0.137233128375079,0,0,0,0,0,0,0,0,0.0378339410040111,0,0,0,0,0,0,0,0,-0.0436994139950867,0.0431702332296476,0,0,0,0,0,0,0,0,0,0,-0.063784272922834,0,0,0,0,0,0,0
