,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X000338.SZ,X600703.SH,X002475.SZ,X300003.SZ,X600271.SH,X601877.SH,X600487.SH,X300124.SZ,X002008.SZ,X002236.SZ,X000596.SZ,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002456.SZ,X002179.SZ,X000625.SZ,X600498.SH,X300142.SZ,X002007.SZ,X600066.SH,X000977.SZ,X600566.SH,X000157.SZ,X002294.SZ,X300146.SZ,X002241.SZ,X002180.SZ,X300136.SZ,X600522.SH,X600089.SH,X600177.SH,X600372.SH,X000869.SZ,X000050.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.433600386642374,0.00670687370952735,0,0,0,0,0,0,0.0420030537012616,0,0,0,0.0171568278649215,0.108045468002559,0,0,0,0.0366652577222205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833242254445469,0,0,0,0,0,0,0.0216451211139749,0,0,0,0,0,0,0,0,0,9.12237332947101e-05,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.231381119160834,0.128993115294668,0.284818262771656,0,0.104183867988945,-0.0564145107613117,0,0,0,0,0,0,0,0,0,0,0.0283553653116614,0,0,0,0,-0.00856094424410954,0,0,0,0,0,0,0.0779235155735325,0,0,0,0,0,0,0,0,0,0,0,0.00643545625284783,-0.0214847424911694,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.128502169721738,0,0,0.00688216619524063,0,0,0,0,0,0,0.0476639933778199,0,0,0,0,0,0.461390000128997,0.0393866431531308,0,0,0,0,0,0,0,0,0,0,0,0.184075070908048,0.0847168575305627,0,0,0,0,0,0,0,0,0,-0.0658691995721022,0,0,0,0,-0.00670283421452497,0.00387604909314351,0,0,0,0,0,0
X000858.SZ,0.00394546499825644,0,0.0109715126974238,0,0.0588255599668024,0,0.026995207775349,0,0,0,0,0.356941449884053,0,0,0,0,0,0,0,0,0,0.0298223023888739,0.00700623432328086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012901709114529,0.0174441188827254,0,0,0,0,0,0
X000651.SZ,0.18106897010957,0,0,0,0,0,0,0,0,0,0,0.174314273094884,0,0,0,0,0,0,0,0,0.0347949537756443,0.312327182057486,0,0,0.0282457427656111,0,0,0.0613250699465001,0,0,0,0,0,0,0.0139524523819437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103221399290887,0.0175117063806427,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0140719823214309,0,0,0,0,0,0,0,0,0,0.348016818779422,0,0,0,0,0,0.00986036537366463,0,0.0297720468317896,0.172579895739058,0,0,0,0,0,0,0,0,0,0,0.112822841100297,0,0.255692871255251,0.160724084099107,0,0,0,0,0,0,0,0,0,0,0,0.000565132779709009,0.00194149823441883,0,0,0,0,0,0
X002304.SZ,0,0,0,0.414920818626958,0,0.0243337086707923,0,0,0,0.123348548961212,0,0.475469305426392,0,0,0,0,0,0,0,0,0,0,0,0,0.253590851388602,0,0,0,-3.46944695195361e-18,0.0729381215614743,0,0,0,0,0,0,0,0,0,0,0,-0.195114173777873,0,0,0,0,-0.152533397195488,0,0,0,0,0.0065196017057995,0.0131939793271053,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154523933337366,0,0,0.157005632390135,0,0,0,0,0,0.0288144543353195,0.373595937989526,0,0,0,0,0.110897957315906,0,0,0,0.0633448258168066,0,0,0,0,0,0,0,0.039257284542844,0,0,0.212538651315524,0,0,0,0,0.000410347921291974,0.0211451169675289,0,0,0,0,0,0
X600690.SH,0,0,0.27878505123418,0,0,0,0,0.0728349901072595,0,0,0.0487939501153159,0,0.114516436889509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11534394319616,0,0,0,0,0,0,8.67361737988404e-19,-0.0388054148685366,0,0,0,-0.0166597677789437,0,0,0,0,0,0,0,0,0,0,0,-0.00330509252040404,-0.0102075190490735,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0745614844554762,0,0,0,0,0,0,0,0,0.333996671406738,-0.0103483632722757,0,0,0.168557938533716,0,0,0,0,0.102669753898902,0,0,0,0.0837769654871445,0.0180737321113072,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.200459947464943,0,0,0,0,0,0,0,0.00665663431529562,-0.0145656835418866,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.219214763050916,0,0.152123920086007,0,0,0.0495537676808121,0,0.039376795159745,0.109805376673062,0,0.395738173780613,0,0,0,0,0,0,0,0,0.0204519505458446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234196866497204,0.0144548547701092,0,0,0,0,0,0
X000568.SZ,0,0,0,0.494911789466449,0,0,0.0298305525114004,0,0,-0.0149277604195985,0,0,0,0,0,0.0302544678051615,0.0520676372456123,0,0,0,0,0,0,0,0.190827252116355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142744343454193,0,0,0,0,0,0,0,0,0,0,0.00710187076040779,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0666998058237618,0,0,0,0,0,0,0,0.0712436275580188,0,0,0,0,0,0.290839055051545,0,0,0,0,0,0,0,0,0,0,0,0,0.0381520586921341,0,4.33680868994202e-19,0,0,-0.0832946196293338,0,0,0.0227124307663384,0,0,0,0,0,0.0453452322812771,0,0,0.00218468132497775,0,0,0,0,0,0,0
X000338.SZ,0,0.248668358954258,0,0,0.312554828554054,0,0,0,0,-0.129933053417264,0,0,0,0,0,-0.0123651731563194,0,0,0,0,0,0,0,0.150930662295351,0,-0.0426634659074543,0.0573052275090438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201161083521899,0,0,0,0,0,0.151291976456866,0,0,0.0176860231634076,0,0.0158490806360222,0,0,0,0,0,0,0
X600703.SH,0,0,-0.0322450854519944,0,0,0,0,0,0,0.176565223140621,0,0,0,0,0,0,-0.16730432051724,0,0,0,0,0,0.30897123920521,0,0,0,0,0,0.061435352986552,0,0,0.0875044224165806,0.0636910527295976,0,0,0.0932036209119568,0,0,0,0,0.150820212993893,0,-0.0322420298247823,0,0,0,-0.0252741851954676,0,0,0,0,0.00119072901332198,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0795738345436544,0,0,0.104592818184957,0,0,0,0.134094207961366,0,0,0,0,0,0,0,0,0.104813657700048,0,0,0.356421249240724,0,0,0,0,0,0,0.107653228624787,0,0,0,0,0,-0.154198937930504,0.193437051050248,0,0,0,0,0.213271295121532,0,0,0.00347437458994003,0.00907745168706545,0.0419665176525937,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.65593111458068,0,0,0,-0.137429110806841,0.0616741878913296,0.0425348267273597,0,0,0,0.0837258006442388,0,0,-0.0608249891738835,0,0,-0.0364004373591266,0,0,0,0.0733349965729575,0,0.118211542744657,0,0,0,0,0,0.0830911184619173,0,-0.0151405424100183,0.194787196965547,0,0,-0.0796795695141222,0,0,0,0,0,0,0.0573233363959341,0,0,0,0,-0.0137651805166866,4.33680868994202e-19,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0.0226866742620708,-0.168215591538993,0,0,0.167559281236256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482718509234776,0.0952492333432048,0,0,0.0564674245974952,0,0,0,0,0,0,0.465933033499365,0,0,0,0,0.0438377582815935,0.0351345589610715,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0149125940068693,0,0,0,0,0,0,0,0,0,0,0,0.0115796017983295,0,0,0,0,0.465968489006195,0,0.0603547125502994,0,0,0,0,-0.0334945982434859,0,0,0,0,0,0,0,0,0.139722259868877,0,0,0,0.0597566827193012,0,0,0,0,-0.015367587557873,-0.0665101201194822,0,0,0,0,0,0
X600487.SH,0,0,0.0356154756613252,0,0,1.0842021724855e-19,0,0.109310742534453,0,0.127333511822065,0,0,0,0,0,0,0,0,0,0,0,0,0.0329601337690352,0,0,0,0,0,0.0267921642549376,0,0,0.299473895190822,0,0,0,0,0,0,0,0.0641991051220888,0,0.0241164631879223,0,0.49712911105669,0,0,0,0,0,0.0986891180188511,0,0,-0.0164145809762464,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.030177368109059,0,0,0,0,0,0.138068533249331,0,0,0,0.0856566762834891,0,0,0,0,0,0,0,0.170713378885726,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.059763918825479,0,-1.73472347597681e-18,-0.0791056584975621,0,-0.00587010461882989,0,0,0,0,0.024982081594545,0,0,0,0,0.0130915612505419,-0.00290690452985291,0,0,0,0,0,0
X002008.SZ,0,0,0.0252680462166865,0,0,0,0,0.0502089801301589,0.157845955171512,0.143585949998875,0.0738694545144191,0.228607506594231,0.0724624760967044,0,0,0.120740404644675,0.0842042865649347,0,0.0787926151685896,0,0,0,0.011903305212506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168436863789766,0,0,0,0,0,0.115534337890071,0,0,0,0.0213494830300914,0,0,0,0,0,0,0
X002236.SZ,0,0,0.546180339582002,0,-0.0489418724904383,-0.113157097112423,0,0,0,0.0530198724544355,0,-0.228672609181148,0,0,0.420088204706524,0,0,0,0,0.115724789321409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301914359397143,0,0,0,0,-0.282541830569819,0,0,0.10773008393797,-0.0316405827457205,0.114844330020542,0.0820483076581003,0,0,0,0,0,0
X000596.SZ,0.061102037733842,0,0.167370905135887,0.187863431624312,0,0,0.0798026478289311,0,0,0,0,0.126090030158874,0,0,0,-0.0660605343600197,0,0,0,0,0,0,0,0,0.252354473175285,-0.0143142409908553,0,0,0,0,0,0,0,0,0,0,0.111339335859827,0,0,0,0,0,0,0,0,0,0,0,0.052213774633102,0,0,0.00545359699654799,0.00323993747597762,0,0,0,0,0,0
X600809.SH,0,0,0.0443925721505846,0,0,0,0.261180575421987,0,0,-0.0335306131756214,0,0,0,0.297408474790781,0,0,0,0,0,0,0,0,0,0.391767593057472,0,0,0,0,0,0,0,0,0,-0.00924681309365239,0,0,0,0,0,0.0309103186031137,0,-0.00375245294554206,0,0,0,0,0,0.112867962464874,0.197294986830044,-0.0652887491243831,0.0572482620650338,0.0232783057838855,0.0240905169926782,0,0,0,0,0,0
