,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X002241.SZ,X600703.SH,X600372.SH,X002129.SZ,X000661.SZ,X000157.SZ,X002236.SZ,X002049.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X002463.SZ,X002028.SZ,X600183.SH,X002007.SZ,X000800.SZ,X002074.SZ,X300142.SZ,X600460.SH,X002223.SZ,X601799.SH,X002294.SZ,X600418.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.105694022202216,0.33445532162346,0,0.0493881514330728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00825331479676657,0,0,0,0,0,0,0.156292082582714,0,0,0,0,0,0,0,0.0679938546521583,0,0.0122835065842135,0,0,-0.0066969927309582,0,0,0,0,0,0,0
X000858.SZ,0.0859159777730866,0,0,0,0.08415614576068,0.354588571192456,0,0,0,0,0,0,0.0810830163460663,-0.0217700039832969,0,0,0,0,0,0,0.077205876236418,0,0,0,0,0,0,0.0660203758205808,0,0,0,0,0,0,0.0239210217480342,0,0,0,0,0,0,0,0,0.0484157573778258,0,0,0,0,0,0,0,-0.0106711870129278,0.0129233931482595,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0744629133368903,0,0,0,0,0,-0.0314331088016922,0.00657733659423821,0,0.289249953328149,0,0,0,0,0,0,0.268308252724737,0,0.065306534080393,0,0,0.138246324983518,0.0151763046112798,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143629243344004,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.115752207283024,0,0,0,0,0,0.00730901843940053,0,0.0306181806297289,0.112483518708973,0,0,0,0,0,0,0,0,0,0,0,0.143116978906491,0,0,0,0,0,-0.0337920461364014,0,0,0,0,0,0.0332753034238574,0,0,0,0,0.0724923554142797,0,0.153969632203753,0.0144542689721111,0,0,0.0191916331594703,-0.02087337073805,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.493290091655848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331030195385342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350499315930705,0,-0.0292621510643719,0.0803998466882326,0,0,0,-0.0572958121118916,0,0,0,0,0,0,0,0,0,-0.0292058246241857,0.0200579667637072,0,0,0,0,0,0
X000568.SZ,0,0.658295927098685,0,0,0.287001731360814,0,0,0,0,0,0,0,0,0.0135847762969907,0,0,0.0274829827624732,0,0,0,0,-0.106900343481777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554278562584042,0,0,0,0.0704929784138221,0,0,0,0,-0.00542096277850181,0,0,0.0104437448830444,-0.016908085825021,0,0,0,-0.0360101642460288,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172556000777493,0,0,0.0289026317830826,0,0,0,0,0.272680345861309,0,0,0,0,0,0,0,0,0.0292989421516218,-0.17672364698926,0,0.140737932015587,0,0,0.126206250998559,0,0,0,0,0,0,0.098760660128751,0,0.10832203728445,0,0,-0.0239719207054909,-5.42101086242752e-20,0,0,0,-0.0196285444069151,0,0
X600690.SH,0,0.0871681272629905,0,0.0645074838053889,0,0.232018074840835,0,0,0.0197660390814268,0,0,0,0,0,0,0,0.0638703738455228,0,0,0,0,0,0,0,-0.0333035884793952,0,0,0.01455537784622,0.0614146258986068,0,-0.00319291525664292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251463093138497,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0672384916928881,0,0,0.439592995627196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131934752391737,0,0,0,0,0,0.102860127200228,0,0,0,0,0,0.0677351091136725,0,0,0,0,0,0,0,0,0.0475498178835791,0,0,0.297270915082019,0,0,0,0,0.008592935311828,-0.0601890577204541,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0422713494718192,0,0,0,0,0,0,0,0.0826561542820702,0,0,0.0878495819411315,0,0,0,0,-0.0392921332512364,0,0,-0.104229751897895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335016478702257,0,-0.013160564542849,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.186060114498412,0.0162634970173621,0,0,0,0,0.190392876828306,0,0,0,0,0,0,0,0,-0.209995529464431,0,0,0,0.105479265032308,0,0,0,0,0.0987360248764379,0,0,0,0,0,0,0.0249731762924721,0,0,0,0,-0.0718774946328204,-0.109965261100297,0.261096847797669,0,0,0.0583362824237575,0,0,0,0,0.0113973555790781,0.00529543745482826,0,0,0,0,0,0
