,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X300124.SZ,X600104.SH,X000063.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002371.SZ,X002129.SZ,X000596.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X000661.SZ,X002180.SZ,X300142.SZ,X600702.SH,X601877.SH,X002236.SZ,X000157.SZ,X600584.SH,X600741.SH,X600522.SH,X600460.SH,X000733.SZ,X002074.SZ,X000977.SZ,X000066.SZ,X300003.SZ,X000799.SZ,X600183.SH,X002007.SZ,X002294.SZ,X002414.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0350597450493144,-3.46944695195361e-18,0,0.1664277295216,0,0.18276394252692,0,0,0.0720656225906304,0,0,0.0330255806735627,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0677581010424308,0,0,-0.0221726440240989,0,0,-0.00129631911407706,0,0.067917726924291,0.0779115639811986,0,0,0,0,0,-0.00116307717271448,0.0154842584405598,0,0,0,0,0,0
X000858.SZ,0,0,0.0336981374621467,0,0.0818705979249599,0,0.576911115759426,0,0.179091699063807,0,0,0,0.0125777149070081,0,0.025109670415679,0,0,0,0.0139338095383843,0,0,0,0,0,0,0,0,0,0,0,0.06920060144778,0,0,0,0,0,0,0,0,0.0640076246327338,0,0,0,-0.0788689016384802,0,0,0,0,0,0,0,-0.0169308669453566,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0147275782967621,0,0,0,0.0470414283830078,0,0,0.0406688855729984,0,0,0.099606239791242,0,0,-0.160617826210519,0.0745566281297357,0,0.222803607488389,0,0,0,0.0437779412208847,0,0,0,0.296272874506909,0,0,0,-0.28417884256478,0,0,0,0.0900276186967742,0.0391420631185289,0,0,0,0,0,0,0,0,0.00564561261144303,0,0,0,0,0,0,0
X000568.SZ,0,0.457697273823711,0.10876186278509,0,0,0,0.36472277753153,0.0116322975007469,0,0,0,0.075972818639315,0,0,0,0,0,0,0,-0.0354250483312776,0,0,0,-0.208127030365673,0,0,0,0,0,0,0,0,-0.0257951035553798,0,0,0,0,-0.0596924503434345,0,-0.109476213321799,0,-0.0595815897722428,0,0,0,0.247208721077313,-0.0356900668610549,0,0,0,0,0.000682726216171717,-0.0207839336558372,0,0,0,0,0,0
X600809.SH,0,0,0.105470589291208,0.118459058991403,0,0,0.215040779308736,0.0725709339172657,0,0,0,0,0,0,0,0,0,0,0,0.0563057344578681,0,0,0,0,-0.0405700694139302,0,0,0,0,0,0,4.33680868994202e-19,0.0527750023907124,0,0,0,0,-0.0932905019248205,0,-2.71050543121376e-20,0,0,-0.0212161241512833,0,0.244140791023149,0,0,0,0,0,0,0.00029481446734134,0,0,0,0,0,0,0
X600276.SH,0,0.160786194408373,0,0,0,0,0,0,0,0,0,0,0,0,0.0228421811779051,0,0,0,0,0,0,0,0.060399723131557,0,0,0,0,0,0,0,0.102025652873184,0.09102430828265,0,0.0131079967824759,0,0.0405193354911768,0,0.034139285552636,0,0,0,0,0.0133438577261009,0.239787915931355,0,0,6.93889390390723e-18,0.0989164371785708,0,0,-0.0478857639223339,0,-0.0212610562117854,0,0,0,0,0,0
X002304.SZ,0,0.384750499715145,0,0.338628889443689,0.0255247756791747,0,0,0,0,0,0,0,-0.0512952430876934,0,0.0196246963655665,0,0,-0.010034704273342,0.192340885976763,0,0,0,0,0,0,0,0,-0.0390140025771862,0.0319199795275865,0,0,0,0,0,0,0,0,0,0,0,0,0.0126405010798596,-0.0414261372886214,-0.0288606095672608,0,0,0,-0.0528665592256981,0,0,0,-0.00320668257086376,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.143038912765039,0,0,0,0,0,0,0.0534979342731991,0,0,0,0.136918849996739,0,0,-0.0458302320078499,0,0,0.0632160917864617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667538903142578,0,0,0,0,0.00773405102473846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.185316340773892,0,0,0,0,0.0404479688568985,0.339420125283324,0,0,0,0,0,0,0,0,0,-0.00422099499111881,0,0,0.100851558075448,0.0640477259211701,0,0,0,0,0,0,0,0,0.0185982542757922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00534044419360196,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.185018042482339,0,0,0,0,0,0,0.0719663910600337,0,0.268431419248254,0,0,0,0,0,0,0,0,0,0,0,0,0.0140783254377678,0,0,0,0,0.295346428905833,0,0,0.156611906618002,-0.0142033146374599,0,0,0,0,0.0805161855371389,0,0,0,0.532644182309466,0,-0.0263346029008834,0,0,0,0,0,0
