,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X000651.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X002371.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002241.SZ,X002049.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X601877.SH,X002074.SZ,X300142.SZ,X600741.SH,X000661.SZ,X002180.SZ,X600460.SH,X000733.SZ,X600522.SH,X000100.SZ,X600702.SH,X000799.SZ,X600884.SH,X000157.SZ,X002236.SZ,X601799.SH,X600584.SH,X000800.SZ,X002056.SZ,X600563.SH,X002176.SZ,X600779.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112698377879846,0.0303204582760043,0,0.0843463106944514,0.0948548820483354,0,0,0,0,0,0,0.0979344523689771,0,0,0,0,0.0264947194884586,0,0,0,0.148787564695838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X000858.SZ,0.0692847972122233,0,0,0,0.236404625215297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248622826153367,0,0.127595729582516,-0.0349944702673972,0,0,-0.002894057938945,0,0,0,0,0,0,-0.0567578284270991,0,0,-4.33680868994202e-19,0.1010827792561,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.116349506578335,0,0,0.0168134229930427,-0.0390729603140529,0,0,0,0,0,0
X600809.SH,0,0.396625362601616,0,0,0.278131031261181,0,0,0,0,0,0,8.67361737988404e-19,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0990036386131563,0.0905554902976753,0,0,0,0.170459215693256,0,0.0184040501555646,-0.0091769025623192,0,0,0,0,0,0.0647158656448851,0,0.0630538836599734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341371874321379,0.0191718380762273,0,-0.0163243238190297,0,0,0,0
X002415.SZ,0,0,0,0,0,0.171348653830968,0,0,0,0,0,0,0,0,0,0,0,0,0.167476823804729,0,-0.231154613496736,0,0,0,0,0,0,0,0,0.0485796392959018,0,0.0201325618247277,0,0,0,0,0,0,0.0349240699270524,0.111920717679551,0,0.730259807546,0,0,0,0,0,0,0,0,0,-0.00988505228091645,0.114641288145955,0,0,0,0,0,0
X000568.SZ,0,0,0.26344192395662,0,0,0.144693668802593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233634230719984,0,0,0,0,-0.0222984128228677,0,0,0,0,0,0,0,0,0,0,0.00311628156809013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157786471308481,0.0496992078838938,0,0,0,0,0,0
X002304.SZ,0.0258138136166668,0,0,0.0263800290746414,0.189724989667088,0,0,0,0,0,0,0,0.149213731888433,0,0,0,0,0.233812950325076,0,0,0,0.0520787132658428,0.0823255588054476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225373494013399,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.002746391841134,-0.0859063409085328,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0408299587640989,0,0,0,0,0,0.0633316197450995,0,-4.33680868994202e-19,0,0,0.124846101356834,0,0,0,0.421562159569728,0,0,0,0,0,0,0,0.00145758563900562,0,0,0,0,0,0,0,0,0.0163117566602316,0,0,0,0,0,0.0511715905730509,0,0,0,0,0,0,0,0,0,0,0.0295590232753542,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.149018993964398,0,0,0,0,0,0,0.0317589383634719,0,0,0.11039589453238,0,0.107591032069976,0,0,0,0,0.0340735369387813,0.0921522254938597,0,0,0,0,0,0,0.0177878930633144,0,0,0,0,0,0,0,0,0,0,0,0,0.0117410683019899,0,2.16840434497101e-19,0,0,0,0,0,-0.0340370551911524,-0.02833536363125,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900318154867003,0,0,0,0,0,0,0,0,0,0.169767321912426,0,0.0593630098312664,0,0,0.0248850059180844,0,0,0,0,0,0,0.00695262091368941,0,0.208085471729497,0,0,0,0,0,0,-0.0013468841216522,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.139476548809419,0.0547062304041772,0,0,0,0,-0.0846765747494747,0,0,0,0,0,0,0,0.141214577235858,0,0,0,0,0,0.0607308683528085,0,0.0154384614515338,0,0,0,0,0,0,0,0,0.200658051614676,0,0,0,0,-0.0596665862216465,0,0.0584482329863622,0,0,0,0.115818424950237,0.244159700635738,0,0,0.00954823280215326,0,0.170531093010244,0,0,0,0
X000651.SZ,0,0,0,0,0,0.18900897435033,0,0,0,0,0,0,0,0,0,0.0758616040624202,0,0.140487046411799,0,0,0,0.0753798406229646,0.0104107297184051,0,0,0.042902136892388,0,0,0,0,0,0,0,0,0,0,0.0319815100354048,0,0,0,0,0,0,0.0506542160018655,0,0,0,0,0.0749909204806316,0,0,-0.0298053306589226,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.207571930690228,0,0,0,0,0,0,0.0633893833303043,0,0,0,0,0,0.0304951040015279,0,0,0,0,0,0.150780260011911,0,0.114799589428275,0.0700845629413818,0,0,0,0,0,0.21143034668946,0,0.0172768981888478,0.12148293534509,0,0,0,0.0959006618269768,0,0,0,0.162856616807653,0,0,0,0,0,-0.150554331893906,0,0,0,0,0,0
X300124.SZ,0,0,0,0.113127518838451,0,0.138363861990216,0,0,0,0,0,0,0,0.00078955315053176,0,0.0237263540939665,0,0,0,0,0,0,0,0,0,0,0.11849773578262,0,0,0,0,0,0,0,0,0.184499381358877,0,0,0.121433820095897,0,0,0,0,0,0,0.0285993236862474,0,0,0,0,-0.0549633061023455,0.0108397343384805,-0.108888247847444,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.187210331795265,0,0,0,0,0,0,0,0,0,0,0,0.233438931571717,0.0446953775317395,0,0,0,0,-0.187185377295364,0.0499326773875166,0.122054008497082,0,0,0.112213574954691,0,0,0,0.272035121788874,0,0,-0.0391377602172434,0,0,0,0,0.0311542355722058,0,0,0,0.0565198695058848,-0.0250022808706279,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0589994981415803,0,0,0,0,0,0,0,0,0,0,0,0.106379344937816,0,0.0417463043966313,0,0,0,0,0,0,0,0,-0.00701859459706504,0.0974707255759975,0,0,0,0,0,0,0,-0.0219619065186466,0.549830640268386,0,0,0,0,0,-0.0660911251256217,0.0629585703211024,0,0,0,0,0,0.115356100315281,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595103429728185,0,0,0,0,0.270302625847933,0,0,0,0,0.0896739464677796,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0340798581518226,0,0.13512724403739,0,0,0,0,0,0,0,0.132722404113925,0.0759962914300189,0,0,0,0,0,0,0,0,0
