,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X002007.SZ,X601877.SH,X002236.SZ,X300142.SZ,X000157.SZ,X000100.SZ,X002179.SZ,X000066.SZ,X300124.SZ,X002008.SZ,X300136.SZ,X600271.SH,X002463.SZ,X300014.SZ,X000625.SZ,X000977.SZ,X002506.SZ,X600177.SH,X600867.SH,X002371.SZ,X002129.SZ,X600066.SH,X002049.SZ,X600498.SH,X002456.SZ,X600584.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-8.67361737988404e-19,0,0,0,0,0,0.0226463152035524,0,0,0.614746307434478,0,0,0,0,0,0,0,0.0103484959665337,0,0.01570041057716,0,0,0,0,0,0,0,0,0,0,0,0.0644198718722656,0,0,-0.00662072934453204,-0.0419879391223666,0,0,0,0,0,0,0.0535262282474604,0,0,0,0,0,-0.0382489345522238,0,0.00197952319913608,0,0,0,0,0.0109844982048366,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0515109393217061,0,0.0622109410787651,0.61837404369352,0,0,0,0,0,0.104712828649814,0,0,0,0,0.0296497919555324,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,-0.000918325810295067,0,0,0,0,0,0,0,0,0,0,0.0420166110642209,0.00892601181931437,0,0,0.0182795225406356,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0826318874096265,0,0,0.219852584892929,0,0,0,0,0.116232708846623,0,0.138530229444283,0,0,0,0.0132779618533454,0,0,0,-0.00611682154163268,0.0341923958569946,0,0,0,0.0180817024173032,0,0.0186542860627296,0,0,0,-0.0393002656356507,0,0,0.0591906897723702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222685968737771,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.062402702152001,0,0,0,0.151421786688475,0,0,0,0,0,0,0.0290599372129275,0,0,0,0,0,0,0,0.166289658306848,0,-0.0196574303173346,0,0,0,0,0,0.0714428924174612,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.139677139361087,0,-0.0237889270377633,0,0,0,0,0.013522206521534,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.110007586414452,0,0,0,0,0.0645925574394607,0,0,0,-0.0336049458832793,0,0,0,0,0.0369496660828798,0.514876389056218,0,0,0,0,-0.0010591542546491,0,0,-0.0160722347000647,0,-0.0287490937847122,0,0,0,0,0,0,0,0,0,0.0236095539417345,0.123770930560075,-0.0237135112602974,0.0293605086152011,0.0323691267174524,0,0,0,0,0,0,-0.0432566150847958,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187676114253173,0,0,0,0,0,0,0,0,0.118957771837613,0,0,0,0,0,0,0,0.00688321331486815,0,0,0,0,0,0,0,0,0,0,0,0,0.0536749777636248,0,0,0.00840878634837191,0.0477486568573957,0,0.00309771315304762,0,0,0,0,0.00911208232852293,0,0
X003816.SZ,0,0,0.253582035083164,0,0,0,0,0,0,0,0,0,0,0,0,0.0284582257292384,0,0,0.0465344062940907,0,0,0.0598382283728321,-0.06181650405066,0,0,0,0,-0.247182012227722,0,0,-0.16319438952129,0,0,0,0,-0.0471320445502016,-0.0514596305952944,0,0,0,0,0,0,0,0,0.155318482873473,0,0,0.00293401364480202,0,0,0,0.0106779117457254,0,0,0,0.0901889479646093,0,0
X002475.SZ,0.226858942989065,0,0,0,0,0,0,0,0,0,0,0,0.163522559441103,0,0.20543200598055,0.0691027897711221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205111931687607,0,0.116365208388157,0.142465748971513,0,0,0,0,-0.113494120442206,0,0,0,0,0,0,0,0,0.095811328751068,0,0,0,0.00478170708745143,0,0,0,0,0.00414242693254391,0,0
X002304.SZ,0.00125540688133852,0,0.0755520623538306,0,0.13469620089364,0,0.181667273436736,0.0776826182600366,0,0,0.0825276230662722,0,0,0,0,0,0,0,0,0,0.143479095233649,0,0.0382474071850444,0,0,0,0,0,0,0,-0.0474682909863218,0,0,0,0,0,-0.0124479189111459,0,0,0,0,0.139646442022804,0,0,0,0,0,0,0,0,0,-0.0555050759137256,0.0814590714084476,0,0,0,-0.0254089727491518,0,0
X000063.SZ,0,0,0,0,0,0,0,0.181522574621465,0,0,0.0477534548686275,0,0,0,0,0,0.0664441770255722,0,0.2345555781961,0,0,0,0,0,0,0.0313049663710297,0,0,0,0,0,0,0,0,0.0547444523852192,0,0.0458157664452733,0,-0.0107015256954765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432596451750964,0,0,0,-0.00644925220037741,0,0
