,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X000568.SZ,X600031.SH,X002475.SZ,X002236.SZ,X600271.SH,X000100.SZ,X002456.SZ,X600118.SH,X002292.SZ,X600177.SH,X000338.SZ,X002085.SZ,X002180.SZ,X000157.SZ,X600372.SH,X000559.SZ,X002007.SZ,X300003.SZ,X600867.SH,X300124.SZ,X002074.SZ,X002294.SZ,X002506.SZ,X600498.SH,X002426.SZ,X601877.SH,X600522.SH,X600089.SH,X002508.SZ,X002465.SZ,X600566.SH,X000050.SZ,X000869.SZ,X600418.SH,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.151401928657139,0.0131446705397119,0,0.132613766651007,0,0.127283387879875,0,0,0,0.0318913699394534,0,0,0,0.144854327635695,0.170277153536732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933802444136067,0,0,0,0,0,0,0,-0.116097968951351,0,0.0280381670466754,0,0,0,0,0,0,0,0,0,0.0567055315175296,-0.0195048754613307,0,0,0,0,0,0
X600104.SH,0,0,0.0681850258003454,0,0,0,0,0,0.305873075076284,0,0,0.247743836474914,0,0,0.0476168336508979,0,0,0,0,0,0,-0.141806519121467,0,0,0.103442225161223,0,0,0.0395876304668781,0,0,0,0,0,0,0,0,0,0,0.0238467941389719,0,0,0,0,0,0,0,0,0,0,0,0,0.00187260907802649,-0.0949584114924086,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.187511744763383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111388791027003,0,0,0.106790893714875,0,0,0,0.0934199869524615,0,0,0,0,0,0,0,0,0,0,0,0.385395770889681,0,0,0,0.0666125782180178,0.0215118696459314,0.0206998358261075,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.0174717624793306,0,0,0,-0.0863145075676129,0,0,0,0,0,0,0,0,0,0,0,0,-0.154367024993211,0,0,0,0,0,0,0.0180436972138029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1105796502756,0.107606076239452,0,0,0,0,0,0,-0.000270630234619768,0,0,-0.115698817910219,0.0691233554243535,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.101702950786804,0,0,0,-0.0560284991312219,0.59601725699941,0,0,0,0,0,0,0,0,0,0,0.0209137627228028,0,0,0,0,0.0532981805104905,0,0,0,0.0918020826622854,0,0,0,0,0,0,0,0.047186406781691,0,0.0272832809599505,0,0,0.096812518609373,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0769341204312803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398438908558801,0,0,0,0,0,0.0013664335648289,0,0,0,0,0,0,0,0.0133155518171298,0.139540546165948,0,0.017642694418142,0,0.150930191104502,0,0,0,0,0.222047717720128,-0.148733536039865,0,0,0,0,-0.0258682411291772,-0.0323343603889955,0,0,0,0,0,0
X002304.SZ,0.260756574776801,0,0,-0.0501272335200692,0,0,0,0,0,0,0,0,0,0,0,0.105376586313564,0,0,0,0,0,0,0,0,0,0,0,0.0667285915139345,0,0.0294937078992047,0,0,0,0,0,0,0,0,0,0,0,0.0608365905510446,0,0,0,0,0,0.225974460360014,0,0.00595845985383173,0,0,0.100181261162995,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.00911391745867904,0,0,0,0,0,0.148771422591051,0,0,0.14157600209056,0.200058078129201,0,0,0,0,0,0,0,0.0145590732466931,0,0,0,0,0.0467294523075714,0,0,0,0,0,0,0,0,0,0,0,-0.0291253432062484,0,0,0,0,0,0,0,0.00351894389206155,0,-0.0838915490283159,-0.0137207200198129,0,0,0,0,0,0
X000625.SZ,0,0.165613461058878,0,0,0,-0.0411567136834678,0,0,0,0,0,0.0926046283517507,-0.154614823826945,0.0318733243225979,0,0,0,0.00199588481292721,0,0,0,0,0.0346824247822385,0,0.0624157758457902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459278204416155,-0.0074058049048596,0.115178935442178,0,0.0601961831976904,0,0,0,0,0,0.0483325499280528,0,0.0408984045656251,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256324690493485,0,0,0,0,0,0,0.0212721236556116,0,0,0,0,0.060905705539801,0.0461174514313898,0,0,0.00208544514294893,0.0231268422301965,0,0,0,0,0,0,0.0809235438849496,0.0782497404921565,0.0484373877739289,0.0116483071918523,0,0,0,0,0.0816509502137548,0.0469605248341386,0,0.143753570602783,0,0,0,0,0,0,0,0,0
