,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X002475.SZ,X600741.SH,X000338.SZ,X300003.SZ,X000063.SZ,X600271.SH,X002236.SZ,X601877.SH,X600809.SH,X002008.SZ,X002456.SZ,X300124.SZ,X600867.SH,X000596.SZ,X600487.SH,X000100.SZ,X000625.SZ,X600566.SH,X600066.SH,X002294.SZ,X000661.SZ,X000977.SZ,X000157.SZ,X002179.SZ,X300142.SZ,X600498.SH,X002180.SZ,X300136.SZ,X000981.SZ,X002007.SZ,X002241.SZ,X000050.SZ,X000869.SZ,X300146.SZ,X002049.SZ,X600522.SH,X600779.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.427821631981301,0,0,0,0,0,0,0,0,0,0,0,0.0661798146665403,0,0,0,0,0,0.0169236847532539,0,0,0,0,0,0,0,0,0.00402170796297624,0,0,0,0,0,0,0,0,0.0186851312364541,0,0,0.0940409610520923,0.00370541439967445,0,0,0,0,0,0,0,0.00113339531511117,-1.0842021724855e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0224854185482646,0,0,0,0,0,0,0.139138800601383,0,0.269290556724561,0.0168635086907443,0,0,0,0,0,0,0,0,-0.0167119763075764,0.0211093210163684,0,0,0,0,0,0,0,0,0,0,0,-0.0390839127043117,0,-0.173731153307376,0,0,0.104844571395183,0,0,0,0,0,0,0,0,0.0373434856080647,0.02256284419327,0.0506080736978924,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.104801588323628,0,0,0,0,0,0,0,8.67361737988404e-19,-0.128208362510629,0,0.22632255035712,0,0,0.00726580450408117,0,0,0,0.0184834001131667,0,0,0,0,0,0,0,0,0,0,0,0.167770770662608,0,0.0978911544573827,0,0,0,0,0.0261440479613754,0,0,0,0.0218453444895781,0,0,0.0197978535496389,0.0472662522200826,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0598814124799743,0.202126196078719,0,0.210384093967306,0,0,0,0.0295764424098485,0,0,0,0,0,0.0951517315273021,0.0518201013872141,0,0.0603661294000991,0,0,0,0.140847659236954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157164110819861,-0.00503160782590652,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.192330357627393,0,0,0,0,0,0.203936289253507,0,0,0,0,0,0,0.131069905272184,0,0.0236283580752813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144910991037694,0,0,-0.0254357171723838,0,0,0,0,0,0,0,0,0,0.0151125092307497,0.0269047644358037,0,0,0,0,0,0
X600276.SH,0,0,0,0.0185895767629159,0,0,0,0,0,0,0,0,0,0,0,0,-0.125314084853302,0.0796970235228567,0,0,0,0,0,0.215164612709157,0,0.0224614655733764,0.0899130829891873,0,0,0,0,0.187009821590837,0.310897384266322,0,0,0,0,0,0,0,0,0.0939235751480978,0,0,0,0.122927714167134,0,0,0.00477468399208284,0,0,0.0220130929423551,0.0205570284697668,0,0,0,0,0,0
X002304.SZ,0,0,0,0.459354345879785,0,0,0,0,0,0,0.027119230158891,0,0,0,0,0.0905828851459001,-0.0704267093031941,0,0,0,0.271613296710131,0,0,0,0,0,0,0,0,0,0,0.0249480414055689,0,0,0,0,-0.0858567717735282,0,0,0,0,0,0,0,0,-0.087836435354602,0,-0.0116172186392484,0,0,0,0.0168206666823291,0.0222284193124822,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055267588438031,0,0,0,0,0,0,0,0,0,0.175957275661408,0,0,0,0,0,0,0,0,0.0159566424381293,0,0,0,0.199146769468417,0,0.0865306548682482,0.0202873342341516,0,-0.163393991231184,0.128530336458396,0.164334058209214,0,0,0,0,-0.00299434250899733,0,0,0,0,0,0
X600690.SH,0,0,0,0.544972198038466,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603764857562861,0,0.101800085057374,0,0,0,0,0,0.0900785386925931,0,0,0,0,0,0,0,0,-0.0908140320306895,0,0,0,0,0,0,0,0,0,0,0.108245701621968,0,0,0,0,0,0,0.00514139702365403,0.0254946112312574,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.067052121062649,0,0,0,0,0.015521591240214,0.0922125927071714,0,0,0,0,0.0534795701604453,0,0,0.0310394668792366,0.0642808341887673,0.0891868629297784,0,0,0.0254377133768705,0,0,0,0,0,0,0,0.248623592575662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277435332772541,0,0,0,0,0,0,0
