,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X000625.SZ,X002456.SZ,X601877.SH,X300124.SZ,X600487.SH,X300003.SZ,X600066.SH,X000100.SZ,X002241.SZ,X600809.SH,X002294.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X000596.SZ,X600498.SH,X600177.SH,X600707.SH,X000661.SZ,X002179.SZ,X600699.SH,X002180.SZ,X300142.SZ,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.402593247819343,0.000945638443391128,0.0390178236115058,0.0400035462506574,0,0,0,0.0808975874863279,0,-0.126303471836019,0,0,0,0,0,0,0.0628280163597476,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.181827377330559,0.0552902206684638,0,0,0,0,0,0,0.127974160268529,0,0,0,0.00582106974844251,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.172228790736105,0,0,0,0.256514371826015,0,0.321660895359095,0,0,0,0,-0.12415067653864,0.145885546768225,0,6.93889390390723e-18,0,-0.0359289025402503,0,0,0,-0.0418465333887541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00297233963514226,-0.00517794950303318,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0444406947484343,0,0.207177932177999,0,0,0,0.158356591808421,0,0.110906903227819,0,0.0545600822664792,0,0,0,0,0.295289554532629,0,0,0,0,-2.16840434497101e-19,0,0.0251861396468178,0.113806776230513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00790523968421838,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.281918229228382,0,0,0,0,0.201864880987818,0,0,0,0.0090595813633593,0,0,0.0253843123323832,0.110864465587909,0,0.0652831218563385,-0.0107064559192606,0,0,0,0,0,0,0,0,0.0586458195351018,0,0,0,0.164338790014094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196455421552834,0,-0.0800414340701376,0,0,-0.0131329241920612,0,0,0,0,0,0
X000858.SZ,0,0,0,0.330180031827022,0,0,0,0.21796712584491,0,0,0,0.496505592427225,0,0.0467164192988293,0,0,0,0,0,0,0,0,0.00820167190287486,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044716680694301,0,0,0,0,0,-0.000686978595520818,-0.012778197449786,0,0,0,0,0,0
X600276.SH,0,0,0.104337521136085,0.0580633792835258,0.0617647993488778,0,0.0521056688575497,0,0,0.0556145333379544,0,0,0,0,0,0,0,0,0,0,0,0,0.23489904930082,0,0,0,0,0.0312888900075966,0,0.0872855260920961,0,0,0,0.119568538334628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304188230484522,0,0,0,0,0,0,0
X000725.SZ,0.0977139784672991,0,0,0,0,0,0,0,0.244364234087636,0,0,0,0,0,0,0.0662725277529386,0,0,0,0,0,0,0,0.159634126155581,0,0.166867521402455,0,0,0,0.0718667679922434,0,0.0119507577281325,0,0,0,0,0.107999793632306,0,0,0.0311870898935173,0.027764362723525,0,0,0.208273861766635,0,0,0,0,0.115131766613886,0,0,-0.0367810037867669,0.048857082238116,0,0,0,0,0,0
X002304.SZ,0.243047295853109,0,0,0,0.0136764362024595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576404150871501,0,0,0,0,0,0,0,0,0,0,0,0,0.409491508385722,0,0,0,0,0,0.197010154006485,0,0,0,0,0,0,0,0,0,0.0396850650445687,0,1.73472347597681e-18,-0.0110917361262278,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.40255440733676,0,0,0,0,0,0,-0.0164388889252302,0,0,0,0,0,-0.0672060865924702,0,0,0.365324494519694,0,0,0.172521624903539,0,-0.229880148073078,0,0,0,0.372191517268435,0,0,0.269429681577491,0,0,0,0,0.0577284488065366,0,0,0,0,0,0,0,0,0,0,0,0.00887045674220693,1.73472347597681e-18,0,0,0,0,0,0
X600690.SH,0,0,0,0.280689816622263,0.114322729408192,0,0,0.00252012329898576,0,0,0,0,0.204273307952335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135273642227316,0,0,0,0,0,0.0572435865928971,0,0,0,0.0262617896536525,0,0,0,0,0,0,0,-0.00406322681031232,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.104981636801962,0.0208087429470655,0,0,0,0,0,0,0,0,0.0134961448169286,0,-0.175177909857728,0,0,0,0.127700620977645,0,0,0.278571381354358,0,0,0,0,0,0,0,0,0,0.420835482339518,0,0,0,0,0,0,0,0,-0.190036975391582,0,0,0,0,0,0.0658315223941481,0.336376894325853,0.062553698984116,0,0.00390271486390323,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.44523105190732,0,0,0,0,0,0,0,0,0,0,0.116432009972352,0,0,0,0,-0.0445112181247481,0,0,0,0,0,0,0.127607566423069,0,0,0.0241859995494002,0,0,0,0,0,-0.0611457862496746,0,0,0.246420090981196,0,0,0,0.0792194865153545,0,-0.0748013006106146,0,0,0,0,0,0,-0.0100636044469638,0,0,0,0,0,0
X600741.SH,0,0.694339924916575,0,0,0,0,0,0,0.0530609260059471,0,0,0,0,0,0,0,0,0,0,0,0,0.0362184635335604,0,0,0,0,0,0,0.076989633320505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0998195927392228,-0.265339341526243,0.11214122721563,0,0.00537558822670744,0,0,0,0,0,0,0
X002236.SZ,0,0,0.15830194335105,0,0.308834423717036,0,0,0,0,0,0,0,0,0,0,0.358900589884237,0,0.463643399562763,0,0.225493190284927,0,0,0,0,0,0,0,0,-0.0538505192659205,-0.0748385115897595,0.0457273428413831,0,0,0,0,-0.122405508269975,0,0,0,0,0,0,0,0,0,0.107598109462769,0.0833158010615773,0,0,-0.0440375581821298,0,0.028247367727409,-0.0333271523157875,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.000785764372724804,0,0,0,0,0,0,0,0,0.312846304352575,0.117412472245465,0,0,0,0,0,0,0,0,0,0.0533218637165353,0,0,0.023227427470558,0,0,0,0,0,0,0,0,0,0.0441454450812718,0,0,0,0.0459029018024726,0.0304208708391392,-6.7762635780344e-21,0,0.0061267334461565,0,0,0,0,0,0,0
X000338.SZ,0,0,0.105848540797052,0,0,0,0.163994262737632,0,0,0.0158775065400352,0,0,0,0.0265524027846785,0,0,0.488132966625882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12457993983986,0,0,0,0,0,0,0,0,0,0,0,0.0767103268138733,0,0,0.0873909807778653,0,0,0,0,-0.0107173310038148,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0414401871823095,0,0,0,0,0.111284717043505,0,0,0,0.177343136406807,0.0699018161097947,0,0.32358989399417,0,0,0,0,0.0880305761573318,0,0.0739467992230134,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.108863798836414,-0.0664747931167936,0,0,0,0,0,0,0,0,-0.0831458188697895,0,0,0,0,0,0,0,0,0.0202880577576363,0.110862092162763,0.0825564614758981,0,0,0,0
