,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X000661.SZ,X000063.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X002236.SZ,X002049.SZ,X002129.SZ,X000625.SZ,X000800.SZ,X000157.SZ,X601877.SH,X300003.SZ,X002414.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X002294.SZ,X002008.SZ,X000050.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0844417722346339,0,0,0,0,0,0.233075353863057,0,0,0.12846013419008,0,0,0,0,0,0,0,0,0.0244227589493441,0,0,0,0,0,0,0,0,0.0403605360639456,-3.46944695195361e-18,0,0,0,0,0,0,0.037552935507214,0,0,0,0,0,0,0,0,0.00886434412829081,0.100423271361536,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.048436419246432,0,0,0,0,0.255448910240973,0,0.402509454964908,0,0,0,0,0,0.0558307076373578,0,0,0,0,0,0,0,0,0,0,0,0.0287494784311422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167532163623413,0,0.0276287371131676,0,0,0,0,0.0378391176512338,0.0438050688473357,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0859118956696482,0.0946928856061433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165904443211973,0,0,0,0,0,0,0,0,0,0.032957429342666,0,0,0,0,0,0.0865084332392382,0,0,0,0.188344948397972,0,0,0,0,-0.00950423540766745,0.00583152219011911,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0170423638234096,0,0,0,0,0,0,0,0,0.377866736861653,0,0,0,0.104773986602913,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0598968923492242,0,0,0,0,0,0,0,0.0266591908173401,0,0,0,0,0.033379006776831,0.0230793470736448,0,0.152837778050783,0.0822947603106818,0,0.0318525680996946,0,0,0.00746040697582547,-0.0163706971891815,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0620739427411789,0,0,0,0,0,0,0,0,0,0,0,0.147442620099174,0.0168404291308676,0,0,0,0,0,0,0,0,0,0,0.104616725661607,0.113744407275827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590050080012773,0,0,0,0.103322975344981,0,0.0167316948157053,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0286810377476339,0,0,0.0152825962630109,0.0435295939045259,0,0,0,0,0,0,0,0.00255840971520659,0,0,0,0,0,0,0,0,0,0,0,0.137220588839109,0,0,0,0.0423388392217854,-0.0293241550927866,0,0,0,0,0,0,0,0,0,0,0.0913467716225045,0,0,0.0944428068576817,0,0,0,-0.0637180014255696,-0.0159711614341447,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0145352808729303,0,0,-0.000827216956355478,0,0,0,-0.0187249372173546,0.130762477270722,0.0994865770547236,0,0,0,0,-0.0588263932819071,0,0,0.143823239576573,0.125782682412045,-0.011043671146917,0,0,0.0600745217540086,0,0,0,0,0,0,0,0,0.0457194146803884,0,0,0,0,0,0,0,0,0,0,-0.0243256062554387,0,0,0,0,0,0,0
X000568.SZ,0,0.278656692034242,0,0,0,0,-0.115093699725228,0,0.47317839371905,-0.209467830960878,0.0393696883497823,0,0,0,0,0,0.0878960402134862,0,0,0.0749545597856605,0,0,0.0774301159191988,0,0,0,0,-0.02404101070921,0,0,0,0,0,0,0,0,0.019137054176082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.00623798861825285,0,0,0.295314243011526,0,0,0.36587254217778,0.0404535126774592,0,0,0,0,0,0,0,0,0,0,0,0,0.0408660424988205,0,0,0,0,0.0648795392055885,0,0,0,0,0,0,0,0,0,0.0358651143396567,0,0,0,0,0,0,0.0128413568415409,0,0,0,0,0.0188891224270784,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252001404241683,0,0.036571870821609,0,0,0,0,0,0.0541719712186646,0,0,0,0,0,0,0.307279309851582,0,0,-0.0103987444071688,0,0,0,0,0,0,0,0,0,0,0.00781681613927269,-0.0485861460272563,0,0.0785995912858379,0,-0.0213054544666126,0.0236097138615625,0,0,0,0,0,0
