,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X002463.SZ,X300003.SZ,X601877.SH,X002007.SZ,X000157.SZ,X000066.SZ,X300142.SZ,X002179.SZ,X600271.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600867.SH,X002371.SZ,X002129.SZ,X000977.SZ,X300136.SZ,X002049.SZ,X002506.SZ,X600498.SH,X002456.SZ,X600177.SH,X600584.SH,X002180.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.414393078023679,0,0,0.0458696962843507,0,0,0,0.143265024156557,0,0,0.0941989638076534,0,0,0,-0.100994707587069,0,0.0101189936724272,0,0.0229387921349465,0,0,0,0,-0.0444116522641395,0,0,0,0,0,0,0,0,0,0.0159396183972903,0,0,0,0,0,0,0,0,0,0,0,0,0.0370957402889086,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0545995002148785,-1.73472347597681e-18,0,0.310200901292836,0,0,0,-0.00645384024126264,0.346174575564102,0,0,0,0.0889627518602829,0.0151838115450243,0,0,-0.111901052656114,0,0,0,0,0,0,0,0,0,0,0,0,0.0434127611289073,0.0851618966484299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.104694004241221,0,0,0.219673289958746,0,0,0,0.050439113428783,0,0.0723250231268623,0,0,0,0,0,0,0,0,0,0,0,-0.0312166176169803,0,0,0,0,0,0,0.0929444724635175,0,0,0,0,0,0,0,0.00552475970447165,0,0.049437997585389,0,0,0,0.105644386613691,0.0365876843425171,-0.071608127821914,0,0,0,0.000665936470200216,0,0
X000651.SZ,0,0,0,0,0.0651156518798199,0,0,0,0,0,0,0,0,0,0,0,0.242355656327028,0,-0.0396045943587234,0,0,0,0,0,-0.00679176398203247,0,0,0.172998889422709,0,0.101118823264756,0,0,0,0,-0.00826914665770345,0,0.135544853013113,0.0143454562339669,0.021248879884213,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0314527938678928,0,0,0,-0.00698443343624568,0,0,0,0,0.0125536978063761,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.140214993154196,0,0,0,0.13150089099179,0,0,0,0,0,0,0,0,0.0464618191371937,0.10762966181263,0,0,0,0.0766930405887576,0,0,0,0,0,0,0,0,0,-0.00351903213118436,0,0,0,0,0,0,0,0.0281470611223901,0,0.0338099874277183,0.0273888610535721,0,0,0,0,0,0,0,0,-0.0207686435070511,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624589939458339,0.0827818827414793,0,0,-0.0338162317636083,0,0,0,0,0,0,0,0.0720048710815062,0,0,0,0,0,0,0,0.060623462651528,0.154031420269193,0,0,0,0.0380252434701549,-3.46944695195361e-18,0,0,0.007017885027899,0,0,0,0,0,7.14549971340601e-05,0,-0.00515653022090693,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247963782900848,0,0,0,0,0,0,0,0,0,-0.00897552573169185,0,0,0,-0.0958871296793003,-0.0727851564825679,0,0,0,0,-0.0595570720132828,0,0,0,0,0,0,0,0,0,0,0,0.0401640964389351,0,0.00399761250542608,0,0,-0.035149241759233,0,0,0,0,0.184310067978817,0,0
X002304.SZ,0,0,0.0966748602721195,0,0,0,0.112735055484422,0,0,0,0.0257420110972756,0.0271046224231272,0,0,0,0.00790248897891478,0,0,0,0,0.266540715901172,0.0148647023203632,0,0,0,0,0,0,0,-0.0717232390767722,0,0,0,0,0.176438171336835,0,0.0151303906090993,0,0,0,0,0,0,0,0.0147995068321582,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X002475.SZ,0,0.0927369907602427,0,0,0.251710617243802,0,0,0,0,0,0,0,0.0710122046638025,0,0,0,0,0.0446376091520275,0,0,0,0,0,0,0,0,0,0,0,0.0738631914823332,0,0,0,0,0.264044843392141,0,0,0,0.0590158402300774,0,-6.93889390390723e-18,0,0,0,0.0350236191128366,0,0.0936028017914347,0,0,0,0,0.00677701100985125,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.332541215135449,0,0,0,0,0,0,0,0,0,0,0,0.130494564961361,0,0,0.102840566229205,0,0,0.0137778452739409,0,0,0,0,0,0,0,0,0,0.174359263224051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000272293035369553,0,0,0,0,0.0175473646965087,0,0,0,0.000168071660346802,0,0
X000725.SZ,0,0,0,0,0,0,-0.0172745674908454,0,0,0,0,0,0,0,0,0,0,0,0,0.10387518213469,0,0,0.0502367071903989,0,0.0984269772805905,0,0,0.165939974273924,0,-0.0145463170847176,0,0,0,0,0,0,0,0,0,0,0,0.201917281524093,0,0,0,0,0.00131136467930593,0,0,0,0,-0.0635056707164805,0.128716551572922,0,0,0,0,0,0
X000568.SZ,0,0.533157547790623,0,0,0,0,0,0.248692683746772,0,0,0,0,0.063421108982704,0,0,0,0.0623579744632605,0.079451971778217,0,2.71050543121376e-20,0.0994450943351151,-0.0647858245613702,0,0,-0.0271233452138152,0,0,0,0,0,0,0,0,-0.0804411059662838,0,0,0,0,0,0,-0.10352047391318,0,0,0,0,0,-0.0629825350571275,0.0990527774223246,0,0,0,0.00155262537660601,0,0,0,0,0.00219816847244892,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0700903190128466,0,0,0,0,0,0.0361407687434158,0,0,0.120398798208442,0,0,0,-0.0322760399651608,0,0,0.0496352018827369,0,0,0,0.196062657165749,0,0,0.0638217060153243,0,0,0,0,0,-0.0313904585505831,0,0.0589519560491236,0,0,0,0,0,0,0.0319764127624534,0,0,0,0,0.0180176938354836,0,0,0,0,-0.0168327465620894,0,0
