,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X000100.SZ,X600703.SH,X600031.SH,X600372.SH,X600271.SH,X000157.SZ,X600839.SH,X600066.SH,X000016.SZ,X000559.SZ,X002236.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X002475.SZ,X002129.SZ,X000066.SZ,X300124.SZ,X000547.SZ,X000568.SZ,X600435.SH,X002465.SZ,X600582.SH,X002506.SZ,X000800.SZ,X600177.SH,X600312.SH,X300003.SZ,X600006.SH,X600525.SH,X002294.SZ,X300142.SZ,X000977.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.257618490386051,0,0,0,0,0,0,0.060168249004816,0,0,0,0,0,0,0,0,0,0,0.0425271601263468,0,0,0,0,0.261041764848692,0,0,0,0,0,0,0,0.0331975298873035,0,0.0083555158571414,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0322096958644745,0.0525431633812894,0,0,0,0,0
X600104.SH,0.00766373103735331,0,0,0,0,0,0,0.251393229545351,0.0165547769483034,0.116357549283947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205110732834137,0,0.0430701419821928,0.0362777157148584,0,0,0,-0.0439543755084418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0644804835084428,0.0449898367573071,0,0,0,0,0,0,0
X002415.SZ,0.12933032384781,0,0,0.0302018296463099,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251942706068237,0,0,0,0,0,0,0,0,0,0,0,-0.0439203276837051,0,0,0,0.0131510124632465,0,0,0,0,0,0.0126140432957922,0,-0.017970524703277,0.233388508355054,0,0,0.307225046974345,0,0,0,-0.0766564370943988,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.053069430555025,0.0045195491936223,0,0,0,0,0.0773828885796055,0,0,0,0.0606483244341355,0,0,0,0,0,0,0,0,0.0043005942266968,0,0.430474465048684,0,0.0112793362892152,0,0,0,0,0,0,0.02527301882624,0,0,0,0,0,0,0,-0.00382944173925184,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0539254031320813,0,0.197161257422083,0,0,0,0.129067126423565,0,0,0,0.0111767338286075,0,0.180548514162283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121689345643003,0,0,0,-0.0108512950913298,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.219942044499383,0,0,0,0,0,0,0,0,0,0.0996741400789066,0,0.0625768500939238,0,0,0,0.0674201203776939,0,0,0,0,0,0,0,0,0.422610737761319,0,0,-0.00566349500444854,0,0,0,0,-0.0510402168749569,0,0,0,0,0,0,0,0,-0.00978830521927505,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0881498323271335,0,0,0,0,0,0,0,0,0,0.127101642104512,0,0,0,0,0,0,0.163000728018891,0,0,0,0,0,0,0.20391793949133,0,0,0,0,8.67361737988404e-19,0,0,0.141086674366999,0,0,0,0,0,0,0,0.00809541582971035,0,0,0,0,0,0
X002304.SZ,0,0.278688596580119,0,0,0,0.306131723373424,0,0,0,0,0.01211461288882,0,0,0,0,0,0,0,0.0507768386586727,0,0,0.00049208021707731,0,0,0,0,0,0,0.0498095656134785,0,0.053675282214849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184434433315139,0,0.00588742906631259,0.0577108243788939,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.166151688778068,0,0,0.0640763641116809,0,0.0268079018491631,1.73472347597681e-18,0,0,0,0,0,0,0.0395986584214341,0.21991206027641,0.0835075208675641,0,0,0,0,0,0,0.05678629008367,0,0,0,0,0,0,0.0263545016186724,0,0,0,0,0,0,0,-0.00223804213522226,-0.00917409753289298,0,0,0,0,0,0
X000625.SZ,0,0.0172951891707317,0,0,0,0,0,0,0,0,0.057371145009418,0,0.131136170799415,0,0,0.00954055838087952,0,0.0468476466756164,0,0,0,0,0,0,0,0.0795686381628161,0.084155757784138,0,0,0,0,0,0.231303698716066,0,0,0,0,0.0857843717949768,0.0444582967355878,0,0,0,0,0,0,0,0,0,0.00305061110040182,0.000319437470524836,0,0,0,0,0,0
X600690.SH,0,0.0795465709853342,0,0,0,0,0,0,0,0,0,0,0.0434481022314062,0,0,0,0,0.113199192520712,0,0,0,0.0446886812576341,0,0.0374335720984431,0,0,0,0,0,0,0.203152690908902,0,0.010198080725091,0,0,0,0,0.105327679017963,0,0,0,0,0,0.0264733090494973,0,0,0,0,0.0340972253287394,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268597369762598,0.209898803008095,0,0,0.122408707401603,0,0,0,0,0,0,0,0.0642647474442507,0,0,0,0,0,0,0.490764220606209,0.0277649161879956,0,0,0,0,0,0,0.0581243091840337,0,0,0,0,0,0,0,0.0294526952101427,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249506642979418,0,0,0.18726036516102,0,0,0,0,0,0,0,0,0.205187537044262,0,0,0,-8.67361737988404e-19,0,0,0,-6.93889390390723e-18,0,0,0,0.057884943438767,0,0,0,0,0.0996376545067755,0,0,0,0,0,-0.0334954242343602,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0905537965600849,0,0,0,0,0.0494077665738116,0.066356157788183,0,0,0,0,0.369021022301598,0.141854111964562,0.0908872598839682,0,0,0,0,0,0.0266005211037249,0,0,0,0.00658645687680022,0,0,0,0,0,0,0.0552888234431567,0,0,0,0,0,0,-0.0340310354161177,0,0,0,0,0,0,0
