,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002463.SZ,X000921.SZ,X600372.SH,X002028.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000977.SZ,X600522.SH,X600741.SH,X600183.SH,X601877.SH,X002129.SZ,X002049.SZ,X600584.SH,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600487.SH,X002074.SZ,X600177.SH,X002156.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00439518545600418,0,0.0961205451889428,0,0.019848649219417,0.219169108075675,0,0,0,0,0,0,0,0.0828640710434038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582634536700172,5.42101086242752e-20,0,0,-0.022971754432054,0,0,0,0.00184508759654729,0,0,-0.00456664854075657,-0.00172935525072768,0,0,0,-0.025186346265129,0,0
X000858.SZ,0,0,0,0,0,0,0.372588094922282,0,0,0,0,0,0,0,0.231989139448589,0,0,0,0.102326992193999,0,0,0.00977006436121106,0,0,-0.0344405396287068,0,0.0470083320512282,0,0,0,0.0211718283898439,0,0,0,0,0,0,0,0,0,0.0279609094696263,0,0,0,0,0,0.0245068333977644,0,0.0129224219091995,0,0,-4.33680868994202e-19,-0.0261847297137434,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0705291646117592,0,0,0,0,0,0.237882356036172,0,0,-0.0264532732144657,0,0,0,0.0205570107349982,-0.0373584869902123,0,0,0,0,0,0,0,0,0,0.148792488199826,0,-0.0232412873190917,0,0,0,0,0.0940832551022149,0.0267587996227739,0,0.105468360764195,0,0,0,0,0,0,0,0,0.0216391705486857,-0.0252925055971391,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.127050517536588,0,0,0,0,0,0.0651367255221371,0,0,0,-0.0737458784998049,0,0.22381623645298,-0.0342206352672907,0,0,0,0,-0.072195939875733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00445342947111251,0,0,0,0.0674128990744055,0,0,0,0,0,0,-0.0616056814912002,0,0,0,0,-0.0338433918539023,0,0
X600690.SH,0,0,0,0,0,0,0,0.0506615398023898,0,0,0,0,0,0,0,0,0,0,0,0,0.011458561030507,0,0,0,0,0,0,0.320460298014634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100059783101131,0,0,0,0,0,0,-0.0247393713659905,0,-0.0660619881558053,0,0,0.100457009860448,0,0
X600276.SH,0,0,0,0,-0.0644062670921131,0,0,0,0,0,0,0,0,0,0,0,0.0231063097376686,0,0,-3.46944695195361e-18,0.0196674256946766,0.140317634721606,0,0.113553203270802,0,0,0,0,0,0,0,0,0,0,0.215677238541592,0,0,0,0,-6.93889390390723e-18,0.154098790691236,0,0,0,0,0,0,0,0,0,0,0.0582876506896794,-0.0218559272747551,-0.148501531474841,0,0,0,0,0
X000568.SZ,0,1.00522294534847,0,0.111362110147226,0.117749131655632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696349445511902,0,0,0,0,0,0,0,0,0,0,0,-0.00695359940557014,0,0,0,0,0,0,-0.146237611804939,0.149476512274583,0,0,0,0,0,0.0145645694141802,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.135938702555455,0,0.119931857505933,0,0,0,0,0,0.0164136186587526,0,0,0,0,-0.158962350983981,0,0,0.0761451853958711,0,0.313755373065822,0,0.0591524390733821,0,1.73472347597681e-18,0.122784122051345,0,0,-0.0702082486526197,0,0,0,0,0,0,-0.0356584253760323,-0.0544143554200731,0,0,0,0,0,0,0,0,0,-0.03754796673992,0.0710375270996858,0,0,-0.031098465400629,0.0237081553665334,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0309982569547925,0,0,0,0,0,0,0,0,0,0.0592149131227951,0,0,0,0,0.103275609666617,-0.129070147930698,0,0,0.216342169803459,0,0.0862827320334503,0.0270800897463771,0,0,0.149293601354735,0,0.0354387094267048,0.0304346502962348,0.026844150704187,0,0,0,0,0,0,0,0.00565560416168177,0,0,0.12606492318988,0.0212653650151011,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.112412178211135,-0.404015453078457,0,-0.0126427294458219,0,0,0,0,0,0,0,0,0,0,0.0917453919656136,0,0,0.0469457513727749,0,0,0,0,0,0,0,0,0.00660496026826598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024807673560399,0,-0.0968364950693756,0,0,-0.017650743665594,-0.0807357395812511,0,0,0,-0.0295826705351698,0,0
