,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X600031.SH,X000568.SZ,X000100.SZ,X600271.SH,X600118.SH,X600177.SH,X002475.SZ,X002292.SZ,X002456.SZ,X000338.SZ,X000559.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X002180.SZ,X600867.SH,X601877.SH,X600522.SH,X002294.SZ,X300124.SZ,X600498.SH,X600089.SH,X600487.SH,X002085.SZ,X002508.SZ,X002426.SZ,X002249.SZ,X000050.SZ,X600418.SH,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.251499750659983,0,0,0,0,0.190699637729768,0,0,0.0345002624869903,0,0,0.0339756600452343,0,0,0,0,0,0,0,0,0.0185651117841969,0,0,0,0,0,0,0,0.156697142949722,0,0.0611336861266098,-0.00272178759566954,0,0,0,0,0,0,0,0,0,0,0,0,-0.00171984542698736,0,0.0317844498454672,0,0,0.0982869182374672,0,0,0,0,0,0,0
X600104.SH,0.0608251633762741,0,0.113090332000617,0,0,0,0,0,0.367840264857144,0,0,0,0.246536513585054,0,0.0532372635706971,0,0,0,0,0,0,0,0,0,-0.113057007829463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00578894620423909,-0.101517813439274,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827516597212195,0,0,0,-6.93889390390723e-18,0.0665658513671369,0,0,0,0,0,-0.0291447695163728,0.0552392318270322,0,0,0,0.0538638829317858,0,0.0130417967083706,0,0.328367005024601,0,0.0764026177529217,0,-0.0269666394403273,0,0,0,-0.172677287760196,0,0,0.0351110426076833,0,8.67361737988404e-19,0,0,0,0,-0.152118249546468,0,0
X000651.SZ,0.0031171847291931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143472665332867,0,0,0,0,0,0,0,0,0.030209828630189,0,0,0,0,0.0221253796727523,0,0,0,0,0,-0.0124958644081482,0,0,0,0,0,-0.0660353376225289,0,0,0.0553661431398821,0,0,-0.090555793728957,0,0,-0.0245376312831818,0.0111076141092871,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.142759405090352,0,0,0.170472221641725,0,0,0,0.012404356678003,-0.0421067212278068,0,0,0.560390379061059,0,0,0,0,0,0,0,0,0,0,-0.0121563823849423,0.0315316882908006,0,0,0,0.0345373713188593,0,0,0,0,0,0.0285655405261691,0,0,0,0,0,0,0,0.125505552033652,0,0,-0.0137500866306425,0,0,0,0,0,0,0
X600276.SH,0.193601002726035,0,0.155930559887391,0,0,0,0,0,0,0,0,0,0.000443480843551329,0,0,0,0,0.00394207724439505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088529319897258,0,0.10573082696887,0,0,0,0.0396677410046008,0,-0.109796311573975,0,0,0,0,-0.0434825957407907,0,0,0,0,-0.0503099112708597,0,0,0,0,0,0
X002304.SZ,0.0162746333563128,0,0,0,0.688176253658413,0,0,0,0,0,0,0,0,0,0.0386662153169558,0,0,0.0281602572604016,0,0,0,0,0,0,0,0,0,0,0.0735894912074809,0,0,0,0.0361453922280196,0.0367959641161671,0,0,0,0,0,0,0,0.046077507692401,0,0,-0.0444051611231324,0,0,0.0146959790203124,0.0137575216877572,0,0,0,0,0,0,0.00127214829133548,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.171392621198577,0,0,0,0,0.122047506091277,0.0447878875847687,0,0,0,0,0,0,0,0.0441063390952206,0,0,0.0911122887740223,-0.0174412926154159,0,0,0,0,0,0,0,0,0,0,0.00336853136334853,0,0,0,0,0,0,0,0.0082182128067824,0,-0.0882801832137952,0,0,0,0,0,0,0
X000625.SZ,0.00241517912012174,0.0943921325354337,0,0,0.0373832041831908,0,0,0,0,0,0,0,0.134805343009353,0.0131535217368097,0,0.0874419361655899,0,0.00113597659073376,0,0,0,0,0,0,-0.0214252364316398,0,0,0,0.0998849799728365,0,0,0,0,0,0,0,0.0410518553367033,0,0,0,0,0.0408741481075711,0,0,0.0270636661394248,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0683384810467787,0,0.0831379110958335,0,0,0,0,0,0,0,0.112140194027226,0.043335844697592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12418316854904,0,0,0,0,0,0,0.00814691670810997,0.0704637285991354,0,0,0.0173729146692546,0.0277110867468233,0,0.0415108592445049,0,0,0,0,-0.0241760872085483,0,0,0.0573392128026882,0,0,0,0,0,0
