,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300124.SZ,X300014.SZ,X600104.SH,X000651.SZ,X002371.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X002241.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X600522.SH,X000733.SZ,X002074.SZ,X601877.SH,X000100.SZ,X600741.SH,X300003.SZ,X000157.SZ,X600460.SH,X600702.SH,X600487.SH,X600884.SH,X600584.SH,X600563.SH,X601799.SH,X002414.SZ,X000799.SZ,X002236.SZ,X002223.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0412189453417567,0.344373386418065,0,0,0.0395615620914871,0,0,0.0889847705305532,0,0.0249454053971682,0,0,0.052951852187426,0.0563398604982621,0,0,-0.0347968500331278,0,0,0,0,0,0,0,0,0,-0.0250889117084626,0,0,0,-0.17354907053052,0,0,0,0,-0.0675984925591634,0,0,0,0,0,0,0,0,0,0.13301971022346,0,0,0,0,0.0471341841873733,0,0,0,0,0,0,0
X000858.SZ,0.0710733313013868,0,0.0694238339978142,0,0.136654723853948,0.191404451202373,0,0.00141802040424351,0,0,0,0,0.0658211463793631,0.106197003033227,0,0,0,0,0,0,0.0679400588602315,0,0,0,0,0,0,0,0,0,0,0,0.0788812861098004,0,0,0,0,0,0,0.163211225806067,0,0,0,0,0,-0.0837715906296719,0,0,0,-0.0420052318328667,0,0,0,0,0,0,0,0,0
X600809.SH,0.26510068148883,0,0,0,0,0.687149196961271,0,0,0,-0.0355086382404621,0,0,0,0,0,0,0,-0.0371768134753562,0,0,0.0294672817829994,0,0,0,0,0,0,0,0.0960824678049572,0,-0.0150348872250652,0,0,0,0,0,0.0403931290703555,0,0,0.0497050869936661,0,-0.0911334820264739,0,0,-0.0215100065427278,0,0,0,0,0,0,0,-0.0113042472368526,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608525136670991,0.0564340682886576,0,-0.0238488307160535,0,0.109392014410964,-0.145879824132239,0,0,0,0,0,0,0,0,0,0,0.163982493630751,0,-0.276429808575299,0,0,0,0.183007223734312,0.00560976242886722,0.18876240151108,0,0,0.0279852460652783,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108449236248638,0,0,0,0,0,0,0,0,0,0,0,0.0450992893713094,0,0,0,0,0,0,0,0,0,0,-0.129194285376522,0,0,-0.0706630955864656,0,0,0.0415671474229905,0,0.336334541901073,0,0,-0.00865022112968876,0,0,0,0,0,0,0
X000568.SZ,0.342186068334914,0,0.757701053118483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616057174012565,0,0,0,0,0,0,0,0.0862775822233013,0,0.085250957414389,0,0,0.00795682808527996,0,0,0,0,0,0,0,0,-0.0297436394915763,0,0,0,0,0,0,0,0,0,0.0142787825806523,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00189175292750514,0,0,0,0.330654949769294,0.0630578935923556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391810534336858,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.205229650016767,0,0,0,0,0.0149653842473603,0,0,0,0,0,0
X002304.SZ,-1.38777878078145e-17,0.102125131374484,0,0,0,0,0.0122445398370146,0,0,0,-0.126669319814288,0,0,0,0,0,0,0,0,0,0.0505683764259672,0,0,0,0,0,0,0,0,0,0,0,0.107294180548063,0,0,0,0,0,0,0.329410373540413,0,0,0,0,0.0823291670646041,-0.179635581404825,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.108188585605323,0,0,0,0,0.314627300435947,0,0,0,0,0,0,0.237120667791681,0,0,0,0,0,0,-0.0275083221979144,0,0,0,0,0.0892654329704305,3.46944695195361e-18,0.0894432775442595,-0.0397728945866278,0,0,0.0616858053780891,0,0,0,0,0,0,0,0,0,0,-0.0341951710961644,0,0,0,-0.0371126390671374,0,0,0,0,0,-0.0217083771503397,-0.0048450320402035,0,0,0,0,0,0
X300124.SZ,0,0,-0.107775114029951,0,0,0,0.0225212288230797,0,-0.0599554298002892,0,0,0,0,-0.0135830516060124,0.0316260698585791,0,0,0,0,0.295819937233172,0,0,0,0,0,-0.00816655606850612,0,-0.0343709765734418,0,0,0,0,0.169360746556746,0.0345322955111854,0,0,0,0,0,0,-0.238960337778917,0,0,0,0,-0.0702309295584882,0,0,0,0,-0.0886194957040751,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103763495374935,0,0,0,0,0,0.153710460635617,0,0,0,0,0,0,0,0,0,0,0,-0.107482068669381,0.36349839521742,0,0,0,0,0,0,0.0059870605551726,0.0297831317384905,0,0,0.158908116289555,0.0796383145180764,0.157566753601454,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0226954263836239,0,0,0,0,0.192287850176916,0,4.33680868994202e-19,0,0,0.00594113194811989,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00381374477597902,0.0410972918965321,0,0,-2.16840434497101e-19,0.174198032120231,0,0.0730606579000015,0,0,0,0,0,0,0,0,0,-0.034159921506643,4.33680868994202e-19,0,0,0,0.0478532611319872,0,0,-0.00854436956996074,0,0,0,0,0,0
X000651.SZ,0,0.0850048481859125,0,0,0,0.0104527592309081,0,0,0.358558796061554,0,-0.0289117522609397,0,0,-0.0388124344691658,0,0,0,0,0.255533645774084,0,0,0,0,0,0,0,0,0,-0.0281157721469874,0.0567881455075577,0,0,0,0,0,0,0.171928930885455,0,0,0,0,0,0,0,0,0,0,0,-0.0429038699650486,-0.121579913650629,0,0.0398630207509044,-0.0315108211579302,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,-0.106520260542123,0.415759677563986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296197086231974,0,-0.228563488268217,0,0,0,0,8.67361737988404e-19,0,0,0,0.0784249180913033,0,-0.111127470747538,0,-0.400720318233568,0,0,0,0,0,0,0,0,0,0,0,0.606328693348814,0,0,0,-0.218531423316385,0.00516195233887076,0,0,0,0.453296491560865,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.199242012009323,0,0,0.00846316313739675,0,0,0,0,0,0,0,0,0,0,0,0,0.00321505905613108,0,0.135661858111309,0,0,0,0,0,0,0,0,0,0,0.0108738480368768,0.254705536382777,0,0,0,0.0969618062455245,0.0739887211221489,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.12480971215427,0,0,0,0,0,0,0.178326451400983,0,-0.0262695951065756,0,0,0,0,0.0016477388001849,0.0748393239408654,-0.0848135394646062,0,0,0,0,0,-5.42101086242752e-20,0.378712929418808,0,0,0,0,0.0431903878404162,-0.0351993678362514,0,0,-0.0524163364377182,-0.0114138248723442,0,0,0,0,0,0,0.00638939839024732,0,0,0,0,0,0,0
