,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000100.SZ,X600031.SH,X000157.SZ,X600271.SH,X002292.SZ,X002236.SZ,X600066.SH,X600372.SH,X000559.SZ,X000338.SZ,X002475.SZ,X000016.SZ,X600741.SH,X600839.SH,X600089.SH,X002241.SZ,X000568.SZ,X300124.SZ,X600177.SH,X000800.SZ,X000066.SZ,X002129.SZ,X600006.SH,X002465.SZ,X600582.SH,X600435.SH,X002294.SZ,X000547.SZ,X300003.SZ,X600867.SH,X600312.SH,X600498.SH,X002074.SZ,X000869.SZ,X000581.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0284259396727007,0,0,0,0,0.0893753475666329,0.16913167001452,0.0167463723085083,0,0,0,0.0488297515937955,0,0,0,0,0,0,0,0,0,0,0.0539579926802736,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906898232362868,0,0,0.036564470859601,0.00189680017297621,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.273825531830132,0,0.231378427097113,0,0,0,0,0,0,0,0,0,0.127313919992166,0,0,0,0.00581008535597936,0,0.0126829602116063,0,0,0.19295262929751,0,0,0,0,0,0,-0.0706711828561363,0,0,0,0,-0.0837953722129864,0,0,0,0,0,0,0.110807782660299,0,-0.128774557166402,0.0229091040455576,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331733841455024,0,0,0,0,0,0,0,0,0,0,0,0,0.164617424810274,0,0,0,0,0,0.0456117324559889,0,-0.0559138031078337,0,0,-8.67361737988404e-19,0,0,0,0,0.0387906008042987,0.0230411589834082,0,0,0,-0.0757081684423033,-0.027298712081072,0.06126231925802,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0095559508347104,0,0,0,0,0.0691294281481973,0,0.00533863350815111,0,0.0719507402717047,0,0,0,0,0,0.0463944384263191,0,0,0,0,-8.67361737988404e-19,0,0,0.44366740511931,0,0,0,0,0,0,0.00972528360670681,0,0,0,0,0,0,0,0,0,0.0228780484891543,0,0,0,0,-0.00474133035521867,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.08414990252078,0.196956203936309,0,0,0,0,0,0,0,0,0,0.234540726997363,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0263452130240872,0,0,0,0,0,0,0,0,0.111946080227171,0.0162649815043019,0,0.0893690585610911,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0685637727520901,0,0,0.0518035555338244,0.188588496806682,0,0,0,0,0,0,0,0.0732726079284096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260081633806009,0,0,0,0,0,0.158492960129422,0,0,0,0,0,-0.108375316983344,0,0,0,0,0,0,0,0,0.00663578077178556,-0.0157850670795048,0,0,0,0,0,0
X600276.SH,0,0,0,0.0682350834732863,0,0.0419857114762857,0,0,0,0,0,0.0160491970891624,0,0.0850280142157217,0.265051936315913,0,3.46944695195361e-18,0,0,0.178895940600615,0,0,0,0,0,0.0362968152252803,0,0,0,0,0,0,0,0,0,0,0,0,0.0563269805049008,0.0261566270486251,0,0,0,0,0,0,0,0,0,0,-0.0124325721842066,2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0.262055321623363,0,0,0,0.184836272258671,0,0,0,0,0.0199942589511575,0,0,0,0,0,0,0,0,0,0,0.0271938355103773,0,0,0,0,0,0,0,0,0.132625484291651,0,0,0,0,0.052669656442462,0,0,0,0,0,0,0.132221087598579,0,0,0,0,0,0,0,0.0209300031418556,0.0215652092600622,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.155520779663842,0,0,0,0,0.0364020298868211,0,0,0,0,0,0,0,0,0.105419683654702,0,0.261478428536982,0.0702678620868436,0,0,0,0,0,0,0.0168658791156847,0,0,0.0746074963767828,0,0,0,0,0,0,0,0,0,0,0,-0.0163689119471753,-0.000479061607599397,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0748794582361498,0,0,0,0,0.102343731100786,0,0.214361616084678,0,0,0,0,0,0.0270002197632425,0,0,0,0.108634126403381,0,0,0,0.129454596035512,0,0,0.0568528544270241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185387717402401,0,0,0.00802087768029435,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.104719862713704,0,0,0,0.0850043345523567,0,0,0,0,0,0,0,0.0136424340059395,0.11121673551509,0,0,0,0,0,0,0.0841975901833658,0.211740326749133,0,0.107779331352194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278746465436556,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196817176527105,0.00877374609392688,0,0,0,0.0197178465626979,0.114624542266103,0,0,0,0,0,0,0,0,0.104700552238013,0,0,0.491275464662859,0,0,0,0,0,0,0,0,0,0,0,0,0.0271700541190839,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0119473895861802,0,0,0,0,0.10465465373201,0,0.320000026589475,0,0,0,0.220716473097721,0,0,0,0,0,0,0,0.0190895356950298,0,0.108128635095005,0,0,0.0303262634965719,0,0,0,0,0,0,0,0,0,0.0420128137239923,0,0,0,0,-0.0262520787024971,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233824745724369,0.279016441323363,0,0,0,0,0,0,0,0,0,0.129881995672938,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.014426834538403,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0332677815028199,0,0,0,0,0,0
