,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X000063.SZ,X000596.SZ,X000157.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600741.SH,X002179.SZ,X002371.SZ,X000625.SZ,X002007.SZ,X002236.SZ,X601877.SH,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600183.SH,X300003.SZ,X000800.SZ,X601799.SH,X300146.SZ,X002074.SZ,X002008.SZ,X600707.SH,X600089.SH,X000066.SZ,X000977.SZ,X600460.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.144288105301485,0,0,0,0,0.0632613260282403,0,0,0.105367394083153,0,0,0,0,0.0292559943763258,0,0,0.00382465202301168,0,0,0,0,0,-0.0174208251533567,0,0,0,0,0,0,0,0,0.18476573873723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494450172167995,-0.0891789632586266,0,0,0,-0.00265917346948522,0,0
X000858.SZ,0,0,0,0,0,0.374452293615156,0.0857955951820541,0,0,0,0.158744232657143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839410498078006,0,0,0,0,0,0,0,0,0,0.101731445743462,0,0,0,0,0,0,0,0,0,0,0,0.0298589322413263,0,0,-0.0177288382653362,0,0,0,0,-0.0226674984098827,0,0
X002415.SZ,0,0,0,0,0,0.0753827851699908,0,0,0,0,0.0883923401440866,0,0,0,0,0,0.0608015502415628,0,0,0,0,0,0,0,0,0,0,0,0,0.191955301279616,0.303264099036722,0,0,0,0,0,0.112972813409255,0,0,0,0,0,0,0,-0.0484249030414953,0,0,-0.0196164971639346,0,0.0114471188420032,0,0.0594490957550031,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0406599130815441,0.0699237382392823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808696528994643,0,0,0,0,0.202119387435289,0,0,0.039586118961302,0,0,0,0,0,0,0,0,0,0,0,-0.147890785173428,0,0,0,0,0,0,-0.0174673220538934,0,0,0,-0.00472379956087939,0,0,0,-0.00317488868335415,0,0
X000651.SZ,0,0,0,0,0,0,0,0.12522862764248,0,0,0.169080100242559,0,0,0.0354752261041918,0,0,0,0,0.0908100144499112,0,0,0,0,0,0.0787753516136684,0,0,0,0,0.0286447915459945,0,0,0,-0.0593793465833211,0,0,0,0,0,0,-0.071431849497649,0,0,0,0,0,0,0,0,0,-0.0459500138653501,-0.0441332737574314,0.0168956484090128,0,0,0,-0.0371227622341519,0,0
X000568.SZ,0.250814566919681,0.252865547841485,0.0262802743171883,0,0,0,0.102311557569018,0,0,0,0,0,0,0,0,0,0,0.118092506142429,0,0,0,0,-0.0927543006797391,0,0,0,0,0,0,0.0340568683945247,0,0,0,0,0,0,0.150360643460327,0,0,0,0,-0.0273119388861535,0,0,0,0,0,0,0,0,0,0,-0.0574164856970828,0,0,0,-0.0294576982328808,0,0
X600809.SH,0,0,0,0,0,0.0530542099086491,0,0,0.329220518924654,0.0293005782384929,0,0,0,0.0636145389615172,0,0,0.0438840415132442,0.189725098427435,0,0,0.120475658956828,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0294652607707775,0.229313123369336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676831177289965,0,0,0,-0.0326922299309862,0,0
X600690.SH,0,0.0452489896128151,0.081250999940665,0,0.271358915794564,0,0.226400654770969,0,0,0,0.120236002894195,0,0,0.164717583372034,0,0,0,0,0,0,0,0,0,0,-0.10569896008352,0.00136421875112554,0.102172179017617,0,0,0,0.0866352730960032,0,0,0,0,0,0,0,0,0,0.01041584542722,0,0,0,-0.0148743049501,0,0,0,0,0,0,0.0219474447137527,0,0,0,0,0.0158001492977409,0,0
X600031.SH,0,0,0,0,0,0,0.146319883402702,0,0,0,0,0,0,0,0,0,0.0809267469307024,0,0,0,0,0.0435384046305249,0.0796179557792966,0,0.388827898800013,0,0.12384989806643,0,0,0,0,0,0,0,0,0,0.0125967925891811,0,0,0,0,0,0,0,0,0,0.136838334655973,0,0.0249142115906065,0,0,-0.0176643653631653,0,0,0,0,0.0611875644990583,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699883746094963,0,0.0478492485563121,0,0,0.109510899437789,0,0.521596032030216,0.0223779796429229,0,0,0,0,0.0198268182763147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00699266736779575,0,0,0,0.00213380778222041,0,0,0,0,0,0
