,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000568.SZ,X000157.SZ,X600372.SH,X002085.SZ,X600177.SH,X000338.SZ,X002074.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002465.SZ,X600867.SH,X601877.SH,X002007.SZ,X600498.SH,X002180.SZ,X002049.SZ,X000977.SZ,X000869.SZ,X000981.SZ,X002456.SZ,X300001.SZ,X002512.SZ,X002426.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0373692727230503,0.184871194804866,0,0,0.299970144292531,0,0,0,0,-0.032723568301197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450114895284137,0,0,0,-0.08964517736419,0,0,0,0.0202286256536641,-6.93889390390723e-18,0,0,0.0741954860088717,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X600104.SH,0,0,0.179322248847476,0,0,0,0,0,0.0278196844940934,0,0,0,0,0.134840958302143,0,0,0,0,0,0,0,0,0,0,0,0,0.013278453585126,0.0600227021816677,0,0,0,0,0,0,0,0,0,0,0,0.148745603268387,0,0,0,0,0,0.0147382521033783,0.0228581427355951,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00850254873376578,0,0,0,0.0904187980279601,0,0,0,0,0,0,0,0,0.168908304107052,0,0,0,0,0,0.0873047465971066,0,0,0,0,0,0.0990227053087683,0,0,0,0,0,0,0.179064512323655,0,0.0519855869911132,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.31594832774257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511075085354477,0,0,0,0,0,0,0,0,0,0.167512396970609,0,0.0320588917888775,0,0,0,0.0494941068134996,0,0,0,0,0.0514364223178752,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.188713376533395,0,0,0.121712504909553,0,0.0282472546540689,0,0,0,0,0,0,0,0,0,0,0.0918009325148212,0,0.251493599196947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927066022606085,0.0454956753103452,0.0231341687543838,0,0,0,0,0.0192907381341815,0,0,0,0,0.018396149158087,0,0,0,0,0,0,0
X002304.SZ,0,0.202008359583646,0,0,0,0,0,0,0,0.115419651802601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110069711334209,0,0,0.126386268698675,0,0,0,0,0,0,0,0,0.0891865342558111,0,0,0,0,0.0377455529085424,0.0312625471809911,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0136683085339215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255697213791354,0,0.0574680681651755,0,0,0,0,0,0,0,0,0.0573922970752587,0,0,0,0,0,0,0,0,0,0,0,-0.0091942664523737,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0723098628463647,0,0.1699730368634,0,0,0,0,0,0.0610781717934641,0,0.0789813399530227,0,0,0,0.246850544071617,0,0,0,0,0.0525852399789109,0,0,0.00482437085802166,0,0,0.0929851926220156,0,0,0,0,0,0.00378559969962464,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.027602951619513,0,0,0,0,0,0,0,0,0,0,0,0,0.000733190114566951,0,0,0,0,0,0,0,0,0,0,0.194145871078352,0,0,0,0,0,0,0,0,0,0.137321388926687,0,0.0670303620207963,0,0,0,0,0.108246630578305,0.0861781571818665,0.0525473686184917,0,0,0,0.0142882824523886,0,0,0,0,0,0,0
X000063.SZ,0.0355523869264151,0,0,0,0,0.0150297316581269,0,0.0328847582692642,0,0,0,0,0,0,0.161557306174304,0,0,0,0,0,0,0,0,0,0,0,0.0249397156684585,0.275474347261276,0.101700821810479,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0455557775631067,0,0.101260238499626,0,0,0,0,0.08314252590018,0.0560748209221473,0,0,0,0,-0.0215457517533587,-0.0219209869197933,0,0,0,0,0,0
