,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600276.SH,X600690.SH,X600372.SH,X000338.SZ,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X600118.SH,X000559.SZ,X000623.SZ,X000581.SZ,X000550.SZ,X002236.SZ,X000568.SZ,X600066.SH,X600271.SH,X000050.SZ,X002475.SZ,X002294.SZ,X300124.SZ,X600177.SH,X600839.SH,X000869.SZ,X002129.SZ,X002456.SZ,X000800.SZ,X002465.SZ,X000400.SZ,X002292.SZ,X300003.SZ,X002007.SZ,X600252.SH,X600435.SH,X002038.SZ,X600809.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.209874374706942,0,0,0.164436945652456,0,0,0,0,0,0,0.356025857590587,0,0,0,0,0,0,0,0,0,0,0,0,0.161670110245886,-0.0380911767748182,0,0,0,0,0,0.0244163208186535,0,0,0,0,0,0,0,0,0.0464066997125281,0,0,0,0,0,0,-0.00433417016921071,0.014855117533182,0,0,0,-0.0334242236631157,0,0
X600519.SH,0,0,0,0.0752705480253527,0,0,0.131002798095485,0.263385160212141,0.0100384029560154,0,0,0.157411781268759,0.0086888016024363,0,0,0.137089805697224,0,0,0,0,0,0.0610861939320496,0,0,0,0,0,0,0,0,0,0,0,0,0.0156822005420582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849966342166487,-0.0539593296288959,0,0,0,0,0,0
X000651.SZ,0.085339212866145,0,0,0.156259555031053,0,0,0,0,0,0,0,0.205135445616114,0,0.149569261325462,0,0,0.360107532064973,0,0,0,0,0,0,0.0849195662765332,0,0,0,0,0,0,0,0,0,0,0.112146342394613,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00316075933181716,0.11035604858876,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.147642411393417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239582981680913,0,0.021746692276085,0,0.0376932140183623,0,0,0,0,0,0.193509241280047,0,0,0,0,0.254715548225143,0,0,0,0,0,0.0788080359630613,0,0,0,0,0,0,0,0,0,0,0,-0.0348163438703341,0,0,0,0,0,0
X002415.SZ,0.0325024896412807,0,0,0,0,0.0690273523076106,0,0,0,0,-0.168585046350623,0,0,0,0,0,0,0.112428726075048,0,0,0,0.0582539874849561,0,0,0,0,0.232452903558375,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.174877158320129,0,0,0,0.0852937771505441,0,0,0,0,0,0,0,0,0,0,-0.0432232864222945,0,0,0,0,0,0,0
X000625.SZ,0.378587060871024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815406465671633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132533871155014,0,0,0,0,0,0.0140514414309276,0,0,0,0,-0.00968310962678088,0,0,0,0,0,0,0
X000858.SZ,0,0.154028149320193,0,0,0,0,0,0.0776442035449778,0,0,0,0.0747462314968135,0,0.0548120572598606,0,0.0130926559503017,0,0,0,0.00957967129146102,0,0,0,0,0,0,0,0.0761602028724119,0,0,0,0,0,0.0668795407014466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159394120698037,0.00475863610710559,0,0,0.00991645349097221,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171256613222268,0,0,0,-0.0173203748034684,0,0,0,0,0,0,0,0,0,-0.101137260660673,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333469589321417,0.239202164949918,0.350663354917265,0,0,0.0069017342706396,0.017454822609677,0,0,0,0,0,0
X600031.SH,0.216962318941121,0.0192198351563895,0,0.0361945643039936,0,0,0,0,0,0,0,0.084571891356785,0,0,0.350295727204275,0,0,0,0,0,0,0,0,0.1905325136236,0,0,0,0,0.0294536545734071,0,0,0,0,0,0,0,0,-0.0261229618620618,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0201455576129741,0,0,0,-0.00433915010611112,0,0
X000063.SZ,0.20802401920216,0,0,0,0,0,0,0,0.0903837562836411,0,0,0,0,0,0,0,0,0,0.186912865614159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409969516942799,0,0,0,0,0,0,0,0,0.0237272120241376,0.0405117243747992,0,0,0,0,0,0,-0.00179827333338802,0.0112663345567778,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105003047206484,0,0,0.0833033335017279,0,0,0,0,0,0,0,0,0,0,0.0142747176056445,0,0,0,0,0.0012645348086461,0.0170951976703572,0.212677298573084,0,0,0,0,0,0,0.0118780991881412,0.019395635660516,0,0,0,-0.0896959072047736,0,0
