,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600741.SH,X000568.SZ,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002456.SZ,X600487.SH,X002007.SZ,X600566.SH,X000100.SZ,X002236.SZ,X002008.SZ,X000596.SZ,X002179.SZ,X600498.SH,X600809.SH,X000625.SZ,X000661.SZ,X600867.SH,X300146.SZ,X002294.SZ,X600066.SH,X600177.SH,X300136.SZ,X000157.SZ,X002506.SZ,X600089.SH,X600372.SH,X002180.SZ,X300142.SZ,X002241.SZ,X000977.SZ,X000981.SZ,X000050.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.263956092855031,0,0.143380279559609,0,0,8.67361737988404e-19,0,0,0,0,0.082272748742532,0,0.126924953618871,0,0,0.100412513049162,0,0,0,0,0,0.00370154307141906,0,0.0455745550979819,0,0,0.058218714349992,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0213722427913087,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0389342086941018,0.0852070729666043,0,0,0,0.169527088372126,0,0,0,0,0.16749775325556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.165048711567318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173316182332939,0,0.113883305318659,0,0,0.0265133668100535,0.010838096317768,0,0,0,0,0,0
X000651.SZ,0.232597267473804,0,0,0,0,0,0,0,0,0,0.037394103554632,0,0.0426911950869027,0.0478059713610787,0.24400846457084,0,0,0,0,0.104231003573438,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541594822989886,0.0572868554401653,0,0,0,0,0,0,0,0,0,0,0.118207627011141,0,0,0,0,0,0,0.0178240085793715,0.0137493246419212,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.616427203917632,0,0.0175000310033635,0,0.140900638233239,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202372619601143,0,0,0,0,0,0,0,0.160992098541538,0.0240402701857653,0.0692785621087898,0,0,0,0,0,0
X000858.SZ,0.0157965711707145,0.114885427490434,0,0,0,0,0.116555385765176,0.0361748644658184,0,0,0,0,0,0,0.315432015644541,0,0,0,0,0,0,0,0,0,0,0.0127662337182142,0,0.115637878748671,0,0,0.12385413235299,0,0,0,0,0,0,0,0,0,0,0,9.13710638656028e-05,0,0,0,0,0,0,0,0,0.00509189018830394,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0352357804106166,0,0,0,0,0,0,0.305001380696271,0,0,0,0,0,0.0939253084652374,0,0,0.18319916705571,0,0,0,0,0,0,0,0.0535000923857964,0.265908276621062,0.0706656910538753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369287742633682,0.0234938829660004,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.336215018617866,0,0,0,0,0.113072737166982,0,0,0,0,0.547602984453824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12595335769741,0,0,0,0,0,0,0,0,0,0,0,-0.0387123424325889,-0.113291618599008,0,0,0,0,0,0,0,0.0221844740103558,0.00821941358171392,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0365772702972017,0,0,0,0,0.0860846304619377,0,0,0,0,0.100957634837237,0,0,0,-1.38777878078145e-17,0,0,0,0.384895088648577,0,0,0,0,0.186742410414554,0,0,0.0509983109684365,0,0,0,0,0,0,0,0.0326853087726373,0,0.181087248678643,0.0197591823515737,0,0,0,0,0,0.192383560833934,0,0.00171408817322028,0.0236511005259566,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859904418449687,0.138232553174713,0,0,0.0507334920502055,0,0.285969462009791,-0.0570329995886574,0,0,0,0,0,0,0,0,-0.0731627482216974,0,0.0491531993805343,0,0.0228537000258196,-0.0660297423236324,0,0,0,0,0,0,0,0,0,0,0,0.310257224624478,0,0,0,-0.0257693999723522,0,-0.0286757870789719,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.256514475495061,0,0,0,0,0.0133518565801522,-0.00800205705324712,0,0,0,0.194864727446935,0.244715850137972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206602180074215,0,0,0,0,0,0.217642765017794,0,0.0480147562746681,-0.0216664161254721,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0505057858174171,0,0,0,0,0,0,0,0,0,0.183926582155605,0,0,0,0.580831657064672,0,0,0,0,0,0,0,0,0,-0.0329499318249333,0,0.131771104638176,0,0,0,0,0,0.116851033260183,0,0,0,0,-0.00873435289693462,0,0,0.189795687702065,0,0,0,0,0.000163837636190085,0.0791772308531299,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192770892658544,0.130436224222148,0,0.025168575978825,0,0,0.127464853111374,0,5.42101086242752e-20,0,0,0,0.0499620169307361,0,0,0,0,0,0,0,0,0.122976756565986,0,0.183100269423976,0,0,0.0110547438181119,0,0,0,-0.02858161765937,0,0,0,0,0,0,0
X000338.SZ,0,0.143039030453549,0.260665445998078,0,0,-0.0176232968523928,0,0,0,0,0,0,0,0,0,0,-0.0581431020977953,0,0,0.026146510309324,0,0,0,-0.00784061578102717,0,0,0,0.0669515197605313,0,0,0.109464462725032,0,-0.00286159757457452,-0.0167252441895553,0,0,0,0,0,0,0,0,0.0928555992491428,0,0,0,0,0,0,0.154447055815804,0,0.0172910360304356,-0.00668653554137254,0,0,0,0,0,0
X600741.SH,0,0.0915458605151508,0,0,0,0,0,0,0,0,0.044327268766073,0,0,0,0,0,0.146147898080703,0.213407250578022,0,0,0,0,0,0,0,0,0.132425647624983,0,0,0,0,0,0.0295493058876812,0,0,0,0.163975996132329,0,0,0,0,0,0.0327986230933544,0,0.00957554210892953,0,0,0,0.0117013813690283,0,0,0,-0.0183442699247831,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.32479174487146,0,0.225513384495301,0,0,0,0,0,0,0,0,0,0.140731889632689,0,0.0911474025751393,0,0,0,0,0,0,0,0,0,0,0,0.177791472361693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195126180563944,0.00950791411120433,0,0,0,0,0,0
X600703.SH,0,-0.0823211762977836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249247817278963,0.104593032697183,0,0,0,0.2241908514893,0,0,0.132002982905808,0,0,0,-0.0403592638339718,0,0.222924769205944,0,0,0,-0.150955615872401,0,0,0,0,0,0,0,-0.179772760921545,0.191488396998119,0,0,0,-0.0285866354612797,-0.0398734417121289,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.718198365455025,0,0,0,-0.128238432200754,0.0458251211862157,0,0,0,0,0,0,0,0,0,0,0,0.269704140292862,0.0167706876204124,0,0,0,0,0,0,0,0,0.0472563624904659,0.0725142121473653,-0.0192985197218411,0,0,0,0,0,0,0,0.0930465667011174,0,0,0,0,0,0,0,0,0,0.0106664349081573,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0.152961240000951,0,0.000907205604883081,0,0,0.0912562955444385,0,0.00101637322492026,0,0,0,0,0.170696746193454,0,0,0.113644235350098,0,3.46944695195361e-18,0.0701631503569599,0,0,-0.0776295159688651,0,0,0,0,0.0165762559565025,0,0,0,0,0,0,0,0.0410736834114373,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00719748431002414,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.18519866272086,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209562163031093,0.0987253773811431,0,0,0,0,0,0,0.0697818486776368,0,0,0,0.124064799449281,-0.0134960780999974,0,0,0,0,0,0,0,0,0.377478207874034,0,0.213584173930837,0,0.584598386289145,0,0,0,0.186610293783101,-0.0149626185157119,0,0,0,0,-0.0200517441883032,-0.101991845733777,0
X300124.SZ,0,0,0,0,0,0,0,0,0.416200567290777,0,0,-0.156320157215403,0,0,0,0,0.0199125668553023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.126590032795685,0,0.0101044545139356,0,0,0,0,0,0.0986559967905417,0,0.279598960779021,0,0,0,0,0,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0.0889882538951514,0.422918758468709,0,0,0,0,0,0,0.0987503865517977,0,0,0,0,0,0,0,0,0,-0.104382414589273,0,0,0,0,0,0.0060337605418091,0,0,0,0,0.392888415635783,0,0,0,0,0.221228674170667,0,0,-0.0881122797439391,0,0.0370693989700819,0,0,-0.0201596039557322,-0.00019777667182241,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0.00438916735776672,0,0.249495401378593,0,0,0,0,0,0,0,0,0.104720880567543,0,0,0,0.0297777816505452,0,0,0,0,0,0,0.0804787826168942,0,0,0,0,0.219917075129402,0,0,0,0,0,0,0,0.131786225596267,0.155190356461855,0.0578964398089667,0,0.0901367046403243,0,0,0,0,-0.00782175542102834,0.0181107824807581,0,0,0,-0.0474420272016019,0,0
X002007.SZ,0,0,0,0,0,0.552230485015401,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0792161172733028,0,0,0,0,0,0,0,0,0,0,0.120117167617109,0,0,0,0,0,0,0,0,0,0,0,-0.0827448031623387,0,0.148931157835782,0,0,0,0.113449176252601,-0.154073364570535,0,0.0127525260308314,-0.0830293516862564,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048444591029967,0,0.339527106082964,0,0,0,0,0,0.0513594766547659,0,0,0.0132149360666387,0,0.0798230833150337,0,0,0,0,0.0961751755866125,0.210518224228029,0,0.0616655067836141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304984102204297,-0.00959255471206367,0,0,0,0,0,0
X000100.SZ,0,0,0.0689234101299138,0,0,0,0,0.239901124997013,0,0.0113702405288193,0,0.0929608692972187,0,0,0,0,0,0,0,0,0.0320015500782064,0,0,0,0,0,0,0,0,0,0.00539088895846092,0,0,0,0,0,0,0,0,0,0,0,0.0108858521238686,0,0.0896122702239588,0,0,0,0.0980070900688953,0.105997052949617,0,0,-0.035545003853665,0,0,0,0,0,0
X002236.SZ,0,0,0,0.43014143275803,0,0,0,0,0,0,0,0,0,0,0,0.516364927462955,0.266603835949384,0,0.049189028639301,0.118930491974232,0,0,0,0,0,0,0,0,0,0.0022991066055786,0,0,0,0,0,0,0,0,-0.0542200425239504,0,0,0,-0.191311338361436,0,0,0,0.0796354278160788,0.33707442591958,0,0,0,0.0626979819532017,0.0499362438684689,0,0,0,0,0,0
X002008.SZ,0,0,0,0.337801362041543,0,0,0,0,0,0,0.007834551866351,0,0,0,0,0,0,0,-0.0597413019597423,0,0,0,0,0,0,0,0,0,0,0,0.0285611417831517,0,0,0,0,0,0,0,0,0,0,0,0,0.266104528411363,0,0,0,0,0,0,0,0.0356595357535293,0.0191913509724644,0,0,0,-0.0218070173348547,0,0
X000596.SZ,0,0,0,0,0,0,0.418939264663633,0,0,0,0,0,0,0,0.0093213592384024,0,0,0,0.0549733438587561,0,0,0,0,0.0462230183932368,0,0,0.0393966902939362,0,0,0,0.249946171939113,0,0.0323256691767644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253700171878437,0.0291806142427447,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347940906499475,-3.46944695195361e-18,0,0.307819844256375,0,0,0,0,0,0,0,0,-0.108971439722954,0,0,0,0,0,-0.0156056791613885,0,0,0,0,0,0,0.0619804809658211,0,0,0.00913857695469143,0,0,0,0,0,0,0,0.0198976132277115,-0.0578472135779437,0,0,0,0,0,0
X600498.SH,0,0.0399994595319305,0,0,0,0,0,0,0,0.138635908404113,0,0,0,0,0,0,0,0,0,0,0,0.633877709951064,0.00508923508335127,0,0,0.0388216198903472,0,0,0,0,0,0,0,0.0908266578994961,0.112990463520401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235223529288119,0.0383105933938063,0.0786967822679041,0,0,0,0.0892774882296357,0,0
X600809.SH,0,0,0,0,0,0,0.102245491616867,0,0,0,0,0,0.16597001931997,0.136695191765878,0.224437777827941,0.0391327654498219,0,0,0,0,0,0,0,0,0,0,0,0.412594831151033,0,0,0,0,0,0,0,0,0,0,0.0578546530336076,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.126727982725988,0,0,-3.46944695195361e-18,-0.00750644954036821,0,0,0,0,0,0
