,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X000100.SZ,X002179.SZ,X600703.SH,X600089.SH,X002236.SZ,X002129.SZ,X600372.SH,X000661.SZ,X002241.SZ,X002049.SZ,X000157.SZ,X600584.SH,X000977.SZ,X600741.SH,X601877.SH,X600522.SH,X002007.SZ,X002463.SZ,X000800.SZ,X002074.SZ,X600183.SH,X600460.SH,X601799.SH,X002028.SZ,X000066.SZ,X300142.SZ,X600418.SH,X002180.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.155334341841491,0,0,0.216969211749183,0.128387090295999,0,0,0,0.0178841529294305,0,0,0,0,0,0,0,0.0222019037451058,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143685771410121,0,0,0,0.0604205388646858,0,0,0,0,0,0.0364612724664991,0,0,0.0198309933541917,0.139301588758686,0,0,1.73472347597681e-18,0,0,0,-0.00820542219302742,0,0,0,0,0,0,0
X000858.SZ,0.331206147930331,0,0,0,0.0869368355149692,0.112479049176835,0,0.00776442419027568,0,0,0.0853757601731399,-0.151269272236487,0,0,0,0,0,-0.00749448655573823,0,0,0.0683979541403858,0,0,0,0,0,0.000589821790947104,0,0,0,0,0,0,0,0,0,0.0414234114990061,0,0,0,0,0,0.103667606054723,0,0,0,0.037837472732051,0,0,0.0149702216082005,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00503281682762956,0,0,0,0,0,0.0409943160096047,0,0,0,0.0400629656360309,0,0,0,0,0,0,0.142327001961256,0,0,0,0.129893085378367,0,0,0,0,0,0,0,0,0,0,0.032404774824841,0,0,0.0259435474587187,0,0,0.11277741905759,0,0,0,0,0,-0.0504793640843442,0,0
X600276.SH,0,0,0,0,0,0,0.0929795279994769,0.0833289559330249,-3.46944695195361e-18,0.017569120947802,0,0,0,0,0,0,0,0.116919277462287,0,0,0,0,0,0,0,0,0,0,0.0279064676382378,0,0,0,0,-0.00774686395359967,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0081514077629534,0,0,0,0.257451244440791,0,0.0121380932515788,-0.00693193791285769,0,0,0,0,0,0
X600809.SH,0.258885726053615,0,0,0,0,0.220771361208547,0,0,0,0,0,0,0,0,0,0.291906252306636,0,0,0,0,0,0,0,0,0,0.0443036284075454,0,0,0,0,0,0,0,0.0300448545713209,0,0,-0.0674424155849937,0,0.0288047065924273,-0.0890847302357231,0,0,0,0,0,0,0,0,0,0,0,0.0293135787683493,-0.0621391783632236,0,0,0,0,0,0
X000568.SZ,0.335369719111699,0.17868670976959,0,0,0.129671976691779,0,0,0,0,0,0,0,0.18829189602162,0,0,0.36020205649797,0,0.0493429858232532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013051866105123,-0.00612288648075002,0,-0.032538354397477,0,-0.00722617894091378,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141422811552643,0,0,0,0,0,0,0.089199228667775,0,0,0,0.163064433909315,0,0,0,-0.113310646451701,0,0,0.135780490173123,0,0.0949539735866001,0,0,0,0,0,0,0,0,0,0,0.0554690279779292,0,-0.119380021777172,0.160799924162427,0,0,0,-0.181356817072094,0,0
X600690.SH,0.156495692579341,0.0491354655537141,0,0,0,0,0,0,0.0341351109510628,0,0,-0.0294038144828636,0,0,0,0.13039712634306,-0.0348165781600279,0.0757570243272744,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201767830223413,0,0,0,0,0,0,0,0,0,0,0,0,0.0127324292076752,0,0,0,0,-0.0342143147456664,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393889963204545,0,0,0,0,-0.0486402743423277,0,0,0,0,0,0,0,-0.198741746542261,0.0442977205694098,0,0,0,0,0.121219739370909,0,0,0,0,0,0,0.0649686781860836,0,0,0.0750398485594055,0,0,0,0,0.0557544872929255,-0.131344564909257,0,0,0,1.73472347597681e-18,0,0
X000625.SZ,0,0,-0.126396827202307,0.0514201108459263,0,0,0,0,0,0,0.150214832099507,0,0,0,0,0,0,0.386285528717833,0,0,0.136717956550027,0,0,0,0,0,0.0817105439282227,0,0,0,0,0,0,0.0163343264372015,0,0,0,0,0.0738429974400646,0.0585629840682484,0,0,-0.0842399212628167,0.00761715065060692,0,0,0,0.315997318582517,0,0,0,0,0.0294715840813282,0,0,0,0,0,0
