,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X300124.SZ,X002236.SZ,X000625.SZ,X300003.SZ,X600498.SH,X600487.SH,X002008.SZ,X000661.SZ,X600809.SH,X002007.SZ,X300142.SZ,X002179.SZ,X000157.SZ,X600066.SH,X600867.SH,X600089.SH,X000596.SZ,X600177.SH,X600566.SH,X600372.SH,X600522.SH,X002506.SZ,X002456.SZ,X002180.SZ,X300146.SZ,X002241.SZ,X600118.SH,X600183.SH,X002294.SZ,X000977.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.297834791213777,0.0657162168448553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488880253914737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00896358339404964,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0596856621236296,0,0.155431173570983,0,0.0429447194125599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122839454752239,0,0,0.0790453057834741,0,0,0,0,0,0,0,-0.146156326645189,0,0,0,0.178262224444301,0,0,0,-0.0385779028167302,0,0,0,0,0,0,0.124668922565384,0,0,0,-0.0520280578569804,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328686982509649,0,0.675661992572579,0,0,0,0.0138744997456603,0.0203466450717541,0,0,-0.00719319449273942,0,0,0,0,0,0,0,0,0,0,0,0,0.0928851160176428,-0.0122161731157183,0,0,0,0,0,0,0,-0.175011859252153,-0.00370442218988902,-0.0167305616317072,0,0,0,0,0,0
X000651.SZ,0.0670645875091728,0,0,0,0,0,0.292490492904889,0,0.167152083692258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611751714238139,0,0,0,0,0.026952754184615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106366552228051,0,0,0,0,0,0,0,0,0,0.0567789549248343,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365263147687163,0,0,0,0,0,0,0.0174761527409218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293578040664121,0,0,0,0,0,0.0217855135859056,0.0136417817074542,0,0,0,0,0,0
X000858.SZ,0.307202807954289,0,0,0,0,0,0.318519750978569,0,0.00845026035190924,0,0,0,0,0.0372349256419109,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378524232714264,0.12961515980345,0,0,0,0,0.130437809233829,-0.0706015700157475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119897062254101,0,0,0,-0.000701092892240403,0,0
X002304.SZ,0.0470265549466042,0,0,0,0,0,0,0,0,0,0,0,0,0.365404569276692,0,0,-0.0361603902775351,0,0,0,0,0,0.143863808829022,0,0,0,0,0.118303285174606,0,-0.038661285285982,0,0,0,0,0,0.298320055851039,0,0,0,0,0,0,0,0.0549477451272853,0,0,0,0,0,0,0,-0.0163538960979419,0.0497408812807229,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.1368112294269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862989076538343,0,0.0218593387462877,0,0,0,0,0.0850497312486174,0,0,0,0,0,0,0,0,0,0.124125481245311,0,0,0,0.192910293850008,0,0.2337253072695,0,0,0,-0.00339352292208452,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.226460479350165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448466548925424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502491946024568,0.00757515924277497,0,-0.0354384613547692,-0.000216121180435198,0,0,0,-0.0792275847297206,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796905684532948,0,0,0,0,0,0.326157949399715,0.0586029725596166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377115979690376,0,0,0,0,0,0,0,0,0.0400344194903017,0,0,0.00699139366370613,0,0,0,0,0.0687663487137836,0,0
