,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000063.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X600418.SH,X300014.SZ,X002463.SZ,X002179.SZ,X000977.SZ,X600183.SH,X600584.SH,X600066.SH,X000157.SZ,X002028.SZ,X600089.SH,X600703.SH,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X600522.SH,X601877.SH,X002156.SZ,X002281.SZ,X000066.SZ,X000921.SZ,X000988.SZ,X600460.SH,X600839.SH,X002456.SZ,X600487.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,3.46944695195361e-18,0,0,0,0,0,0,0.0224982994335369,0,0,0,0.171599746665614,0,0,0,0,0,0,0,0,0.253546914315355,0,0,0,0,0,0.0221427682263926,0.0740557490693768,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0292562693216843,0,0,0,0,-0.0218067659063417,0,0,0,0.00540424967380232,-0.00229286324821293,0,0,0,0,0,0
X000858.SZ,0,0,0.0812858102723188,0,0,0,0,0.151549979908597,0,0,0.00386076405634124,0,0.475461707796813,0,0,0,0,0,0,0,0,0.132922354827537,0,0,0,0,-0.0335264580644214,0.0237973038521875,0.0594205497041074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226527224174982,0,0,0,3.46944695195361e-18,-0.0390428644448201,0,0,0,0,-0.0045087020147175,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0582816072813158,0,0.0707422804455832,0.0961439109892036,0,0,0,0,0,0,0,0,0,0.319589427763532,0,0,0.0863787968994582,0,0,0.0349576192130925,0,0,0,0.140203208046719,0,0,0,0,0,0,0,0,0,-0.0481672543825497,0,-0.00554775007367655,0,0,0,0.0809093273662382,0,0,0,0,0.00851700192902268,0.0314413746162523,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0374369153681097,0,0,-0.0975709600977323,0,0,0.0138713883159219,0.139741017169856,0,0,0,0.0339954669426424,0,0,0,0,0,-0.0360101358916681,0,0.1009013388242,0,0,0,0,0,0,0,0,0,0,0,0,0.0816155958192631,0,0,0,0,0,0,0.129961304016376,0,0.00691244425288416,0.00965295264926267,0.0878803834545933,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.127838023772866,0.0282793717046081,0,0,0.0900405543121433,0,0.0104028089388705,0,0,0,0,0,0,0,0,0.0986789380882858,0,0,0,0,0.0875622181452557,0,0,0,0,0,0,0,0,0,0,0,0.011272464490166,0,0,0,0,0,0,0,0,0,0,0,-0.00548776310795075,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,-0.00574663482010672,0,0,0,0,0,0,0,0,0,0,0,0,0.0172627246890744,0,0,0,0,0,0.276301545637535,0,0.0661597831343182,0,0.110525551316359,0,0,0,0,0,0,0,0,0,0,0,0.353099053095223,0,0,0.0147592948439277,0,0,0,0,0.00885219958857671,-0.00110915452900781,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.12423020513141,0,0,0.0321449851952629,0,0.0557309242181896,0,0,0,0,0,0,0,0,0,0,0,-0.132410490839283,0,0,0,0,0,0,0.313359252346832,0,0,0,0,0,0.000304581109085555,0,0,0,-0.0188173056874331,-0.0088288089058699,0,-0.0465607228336279,0,0.0912167478420531,0,0,0,0.0107726815532928,0,0,0.00689119988107477,0.0113140950675732,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0427944379355205,0,-0.00768866022676557,0,0.562718959145106,0,0,0,-0.0125714353439063,0,0,0,0,0.225797134556003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285844547956404,0,0,0,0,0,0,0.0165254235807113,-0.00685280769884959,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0768765906804335,0,0,0,0.177272483076869,0,0,0,0,0,0,0,0,0,0,0,0.408221077919124,0.130482696777336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204541362821379,-0.0854640935455225,0.152575294000487,0,0,-0.127454753937411,0.224905362956201,0,0,0.0273943810040569,-0.0250443666670225,0,0,0,-0.0195354095728906,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0286609855901633,0,0,0,0.287802976137408,0,0,0,0,0,0,0.120391598131618,0.00687520458504495,0.0251464142445144,0,0,0.221566823372582,0,0,0,0,0,0,0,0,0,0.0944508295197898,0,-0.134117399985929,0,0.156859298420963,0.0368171907163366,0.00522407723392497,0,0,0,0,-0.0901302198834408,0,0,0,0,0,-0.0234855732121285,0,0,0,0,0
