,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600276.SH,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X300124.SZ,X002129.SZ,X300014.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X600741.SH,X000661.SZ,X600460.SH,X000157.SZ,X002180.SZ,X002236.SZ,X600522.SH,X600702.SH,X600884.SH,X000799.SZ,X000733.SZ,X002074.SZ,X600584.SH,X002432.SZ,X600779.SH,X000800.SZ,X000977.SZ,X600183.SH,X002414.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.124320394852543,0.0235941698509137,0.0424306988062989,0.0839909555757063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202855124663095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631139228839392,0,0.0633422626101126,0,0,0.161669908411991,0,0,-0.0386988554981449,0,0,0,0,0,0
X000858.SZ,0,0,0,0.055939379355414,0.175500863328791,0.332937630225169,0.09399504653372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02211957997435,0,0,0,0,0,0,0.0917456934343948,0,0,0,0.0193740396524622,0,0,0,0,0.00954195738392697,0,0,0,0,0,0.0028530319957696,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0609147757928548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090907374622401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901905932453173,0,0,0.0881422736902593,0.00220870423078579,0,0,0.0652713720804832,0,0.00944391810145589,0,0,0.318742032538175,0,0,0,0.031261850323139,0,0.0115316224612611,0,0,0,0,0,0
X600809.SH,0,0.123225292582379,0,0,0.721904118678524,0,0,0,0,0,0,0,0,0,0.00331002076395505,0,0,0,0,0,0,0,0,0,-0.0167694534610516,0.102929797643371,0,0,0,0,0,0,0,0,0,0,0.040840350719524,0.0999153379882457,0,0,0.0636510747202099,0,0,-0.0223339856288529,0,0,0,0,0,0,0,0.0109394048647875,0,0,0,0,0,0,0
X000568.SZ,0.0867870295471833,0.195858297289869,0,0,0,0,0,0,0,0,0,0,0,0,0.0270297770282053,0,0,0,0,0,0,0,0.207917963378134,0,0,0,0,0,0,0,0,0,0,0,0.121670776981255,0,0,0.0214876203536594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116640544490268,0.041679990966246,0,0,0,0,0,0
X600690.SH,0,0.362974881856407,0,0,0,0,0,0.145017855123827,0,0,0,0,0,0,0,0,0,0.0404758952828091,0,0,0.0704861655165208,0,0,0,0,0,0,0,0,0.0529970720184155,0.144630815676549,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0104659513915809,0,0,0,0,0,0,0,0,-0.0120930582231266,-0.0110210959865232,0,0,0,0,0,0
X002304.SZ,0.165035838711327,0,0,0.0271693242809808,0,0,0,0,0,0,0,0,0.0960793495357124,0,-0.0969589393138212,0.189831248436492,0.0875899754280988,0,0,0,0,0,0.274133038267107,0,-0.0118871907856046,0,0,0,0,0,0,0,0,0,0,0,0,0.118530266591143,0,0.10663155708013,0,0,0,0,0,0,0.0838714213972337,0,0.0223902159133385,0,0,-0.0236086221789042,0,0,0,0,0.0359489585292215,0,0
X600276.SH,0,0,0,0,0,0.162618750545644,0,0,0,0,0,0,0,-0.0508371404390392,-0.00693353604782583,0,0,0,0.18123224458992,0,0,0.0054742527189973,0,0,0,0,0,0,0,0,0,0.0640961046183037,0,0,0,0.0159444105364835,0,0,0.0303801987084834,0.148777048292964,0,0,0,0.0614462079803762,0,0,0,0,0,0,0,0,-0.0136736626219373,0.168216136350346,0,0,0,0,0
X002475.SZ,0,0,0,-0.0788899578417541,0.178314777130698,0.054110950932734,0,0,0,0,0,0,-0.141176665846298,0,0.240396265380786,0,0,0,-0.0110286186368429,0.372675548013108,0,0,0,0,0,0,0,-0.0806489838677993,0,0,0,0,0,-0.153715300407727,0,0,0.209792181981146,0,0,0,0,-0.161650416366643,0,-0.00624580171770907,0,0,0,0,0,0,0,-0.0326069406077131,-0.0142314326450597,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0290845608655086,0,0,0,0,0,0.0766788469986269,0.0111255454762327,0,0,0,0,0.0133104320021057,0,0.0398632999508123,0,0,0,0,0,0.0878621537961782,0,0,0,0,0,0,0,0.041170896093702,0,0,0,0,0,0,0,0.0842019017718239,0,0,0.129092300970375,0.0295070935409858,0,0,0.046802595037928,0,0,0.0110024504589437,0,0,0,0,0,0
