,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002241.SZ,X002456.SZ,X600487.SH,X600066.SH,X300136.SZ,X601877.SH,X002008.SZ,X000100.SZ,X600522.SH,X300124.SZ,X002508.SZ,X600809.SH,X600271.SH,X300003.SZ,X600867.SH,X002294.SZ,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X000157.SZ,X600177.SH,X600699.SH,X300142.SZ,X000050.SZ,X000596.SZ,X002180.SZ,X600118.SH,X600566.SH,X002049.SZ,X000661.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.328816958096823,0,0.166833207773104,0.11187124185127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140485169813911,0,0.0309738481030762,0.0872696072348427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358708723776243,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0173110800691063,0,-0.023797200649685,0.044041097230757,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.309510426527275,0.0668083098737265,0,0,0,0,0,0.069624358420495,0,0.0646100935132958,0,0,0,0.145535675902556,0.0267120390485257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802748136883651,0,0,0.0634762775452608,0,0,0,0,-0.0684752119768855,0,-0.0711840506348844,0.0656354458070716,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0270143356960186,0,0,0,0,0.0829645066566991,0,0,0,0.225965383973271,0,0,0,0,0,0.10164478913793,0,0,0.160330827700964,0.189500558314314,0,0,0.12085221767759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365351826871744,0,0,0,0,0,0.0197409010837695,0,0,0,-0.00298769691870578,0,0,0,0,0,0,0
X000651.SZ,0,0.180942301218995,0,0,0.0467511168416022,0,0,0.0632693583534521,0.0258988181823082,0,0,0,0,0,0.00238993380561811,0,0,0,0,0,0,0,0,0.00319107630918723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301821210179009,0,0,0,0.11868161624031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.064338946900634,0,0,0,0.312410767215194,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0154147479005624,0.0752186782736621,0,0,0,0,0.243540742583408,0,0,0,0,0,0,0,0,0,0,0.00290426819426491,0,0,0,0,0,0,0,0,0,0,0,0.00114542787077572,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.422844961370004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882192994911176,0,0,0,0,0,0,0,0,0.380437312191243,0,0,0,0,0,0,0,0,0,0,0,-0.249093920785471,0,0,0.0314660325149364,0,0,0,0,0.053989447179321,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0592308922093787,0,0,0,0,0.306752728513362,0,0,0,0.0290353284739003,0,0,0,0,-0.175647170373044,0,0,0,0,0.0840252514832275,0,0,0.0673866568533001,0,0.00777611037356985,0,0.140666626781878,0,0,0,0,0,0,0,0,-0.0363183966236798,0.0863931372631156,0,0,0,0,0,-0.113051349788238,0,0,0,-0.0355754081359642,0.0338984404171125,0,0,0,0,0,0
X002304.SZ,0.171921666685545,0,0,0,0.13106865420721,0,0,0,0,0,-6.93889390390723e-18,0,0.183358133901321,0,0,0,0,0,0,0,0,0,0,0,0.00634818514241706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029475718244655,0,0,0,0.0954558821468774,0,0,0.0370255597267486,0.0071772378671603,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.208647237212049,0,6.93889390390723e-18,0,0,0,0,-0.0908212754837115,0,0.231549754176197,0,0,0,0,0,0,0.0325207131974483,0,0,0,0,0.218818391381572,0,0,0,0,-0.0353301412084428,0,0,0,0,0,0.413421254149744,0,0,0,0,0,0,0.039231804415531,0,0,0.194098758364374,0,0.0646839267659675,0,0,0.0217287884538716,0,0,0,0,0,0
X600690.SH,0,0,0.0823718460298575,0,0,0,0,0.0982539032363245,0,0,0.095741568613296,0,0,0,0,-0.0206149649414399,0,0,0.0923753608579678,0,0,0,0,0,0.0464070511833775,0.0747507812460856,0.246529022935886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900790899059943,-0.169557959342316,0,0.0718824091993579,-0.0355286303966959,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0142745056570632,0.27778282789615,0,0,0.332817317843408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201139952871499,0,0,0,0,0,0,0,0,0.110848413929537,0,0.38632555623625,0,0,0,0.0170156337389886,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.465140382454453,0,0,0.0997154696933779,0,0,0.0563424143252717,0,0,0.0620974667218271,0.0726959441115214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538754254099217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532386738435514,0,0,0,0.00768144991651187,-0.0144565832052552,0,0,0,0,0,0
X600741.SH,0,0,0,0.2128798700968,0.011589440425778,0,0,0,0,0.174438471215761,0,0,0,0,0,-0.011302262640231,-0.0984951277945891,0,0.0743411929936169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18573215169697,0,0,0,0,0,0,0,0,0,0.00475455779357826,0.0100929745861363,0,0,0,0,0,0
X002475.SZ,0,0.0770520544338106,0,0,0,0.0326127698495324,0,0,0,0,0,0.0492252990389865,0,0,0,0,0,0,0.135538978669265,0.104955885863957,0,0,0.282500750464528,-0.00648606484787032,0.0507886086017014,0,0,0,0,0,0,0,0,0,0,0,0,0.155336071676411,0,0,0,0,0,0,0.00786151460394433,0,0,0,0,0,0,-0.0138435750643607,0,0,0,0,0,0,0
X002236.SZ,-0.254983471279367,0,0.497610495974015,0.123226703386991,0,0,0,0.105315952848707,0.124022611863666,0.0696693583974387,0,0,0,0,0,0,0,0,0,0,0.0635236794356754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200899470201523,0,0,0,-0.208389596619534,0,0.0933028520434423,-0.0102558238340527,0,-0.00840194239656574,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.196510012294553,-0.232942607779464,0,0,0,0,-0.342023485856431,0.423118913260511,0,0,0,0,0,0,-0.188554610288451,0,0.0912956232761717,0,0,0.257108771589163,0,-0.146579544198757,0,0,0,0,0,0,0,0,0,0,0,0.106240767524496,0,0,0,0,0,0,0,0,0,0,0.182605474759652,0,-0.0252623254089274,-0.0163717434876104,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,4.33680868994202e-19,-0.0272462109698341,0,0,0,0,0,0,0,0.112089226975399,0,0,0,0,0,0,0,0,0.0798360302167457,0,0,-0.0536432619355219,0,0,0,0,0,0,0,0,0,0,0.192318293302165,0,0,0,0,0,0,0.0235857916514682,0,0,0,0,0,0,-0.00738045077889121,0.0216438590953784,0,0,0,0,0,0
X000625.SZ,-0.109065421348297,0,0,0,0,0,0,0,-0.0686260252595627,0,0.0786860373072471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634838831183726,0,0,0.0322480846062762,0.0869226948799219,0,0,0,0.0343332381227707,0,0,0,0,0,0,0,0,0.0206351189971618,0,0,0,0,0,0.0232038267591335,0,0,0,-0.0180110184135919,0.0145129009576962,0,0,0,0,0,0
X002241.SZ,0,0,0.128205479173514,0,0,-0.0457375946142253,0,0,0,0,0,0,0,0.0506118473681106,0,0,0,0,0,0.459214320399377,0.130852189795544,0,0,0,0.0253495577668612,0,0,0,0,-0.0309137802766902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565310126803644,0,-0.134243907957304,0,0,0,0,0,0.0223630751026383,0,0,0,0,0,0
X002456.SZ,0,0,0.0728091489498937,0,-0.10445232375958,0,0,0,0.140277995474748,0,0,0,0,0.139130929036954,0,0,0,0,0.334458784818881,0,0,0,0,-0.0683039714477059,0.030412901339361,0.132695828270873,0,0,0.00690022106821805,0.217576532165645,0,0,0,0,0,0,0,0,0,0,0,0,0.177707137246266,0,0.0731252961068239,0,0,0,0,0.204516204986815,0,-0.0512497927313306,0.0344039271665241,0,0,0,0,0,0
X600487.SH,0,0,0.0194001463310524,0,0,0,0,0,0,0,0,0,0,0,0,0.188562291751084,0.163915559412434,0,0,0,0,0.0446022131696769,0,0.168997477583389,0.0902354653603237,0,0,0,0,0,0,0,0,0,0,0,0,0.401926364753157,0,0,0,0,0,0,0,0,0,-0.031657249545961,0,0.0248066876998598,0,0.00709348577699846,0,0,0,0,0,0,0
X600066.SH,0,0.0873615079766694,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0728998189201739,0,0,0,0.0966859791767549,0,0,-0.135801620717775,-0.0860936069743945,0.227174434406293,0,0,0.434685563640675,0,0,0,0,0,-0.304017781215146,0,0,0,0,0,0,0,0,-0.335934645612399,0,0,0,0,8.67361737988404e-19,0,0.0894807934227134,0,0,0.00136293501640608,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0.0208665272293873,0,0,0.110792261689763,0,0,0,0,0.234663280219627,0,0,0,0,0,0.122892680766373,0,0,0,0,0.0564368594881928,0,0,0,0.0296261880645692,0,0,0,0,0.138046768144218,0,0,0,0,0,0,0,0,0.0154797043531216,0,0,0,0,0.0969772446211884,0,0,0,0.0255727897466363,-0.0365093832047448,0,0,0,0,0,0
