,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X002236.SZ,X000338.SZ,X600066.SH,X601877.SH,X000100.SZ,X002508.SZ,X600089.SH,X002456.SZ,X600271.SH,X300124.SZ,X600118.SH,X002085.SZ,X600522.SH,X000157.SZ,X600177.SH,X002007.SZ,X600372.SH,X300136.SZ,X300003.SZ,X600487.SH,X002294.SZ,X000981.SZ,X600867.SH,X600699.SH,X000066.SZ,X002074.SZ,X600809.SH,X002008.SZ,X600566.SH,X000596.SZ,X300115.SZ,X002180.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.210003152997311,0,0,-0.0707037167603765,0,0,-0.0561170307395416,0,0,0,0,0,0,0,0.118513806067402,0,0,0,0,0,0.0257120437272486,0,0.048897729120638,0,0,0,0,0,0,0,0,0.10703444848374,0,0,0,0,0,0,0,0,-0.000876068527164376,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.040772171124382,-0.0136421071936631,0,0,0,0,0.168679362843235,0,0.319302392942655,0,0,0,-0.0520248354814845,0.00367292306559723,0,0,0,0,0.173338432155289,0,0,0,0,-0.0533059495914528,0,0,0,0,0,-0.0170570536387653,0,0.117708363280777,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.00701262149185724,-0.0108687959454473,0,0,0,0,0,0
X002415.SZ,0,0,0,0.157276701510344,0,0.0871296516233715,0,0,0,0,0,0,0,0,0,0,0,0.263730010870592,0,0,0,0,0.0375856973107465,0,0,0,0,0,0,0,0,0,0,-0.248821035056985,0.0541896744982745,0,0,0,-0.10396042813804,0.146792189378639,0,0,0,0,-0.140093731885827,0,0,0.0861751490021456,0,0,0,-0.0167285060098474,-0.000251617466077768,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0625267870748813,0,0,0,0,0.0443070708333906,0.0559159056748956,0.152034184396828,0,0,0,0,0,0,0,0,0,0.0912161057814269,0,0,0,0,0,0,0,0,0,0,-0.0515969720185462,0,0,0,0,0,-0.0850328147588958,0,0,0.0456587777882343,0.0192010072363497,0,0,0.0687751317905848,0,0,0,0,0.0216238121660249,-0.00395888629158067,0,0,0,0,0,0
X000858.SZ,0,0,0,0.104852371402863,0,0,0.147653878800418,0,0,0,0,0,0.227621480508992,0,0,0,0,0.108493460715061,0.0379225081242695,0,0,0,0,0,0.0754117642269458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10892868671892,0,0.0192982187523465,0,0,0,0,0,0,0,0.00508305560444396,-0.000543921097167305,0,0,0,0,0,0
X000725.SZ,0,0,0,0.155220584548771,0,0,0,0,0,0,0,0.0593156081172365,0,0,0,0.0754433161387391,0,0,0,0,0,0,0,0,0.00795694846413678,0,0,0,0,0,0,0,0,0,0,0.444703881543258,0,0,0,0.0755889837614232,0,0,0,0,0,0,0,0,0.00572381850217779,0,0,-0.0473513471997604,0.0472707667820571,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0339977756577609,0.0781808084654603,0,0,0,0,0,0,0,0.29475372370938,0,0,0,0,0,0,0,0,0.127299735234971,0,0,0.100391128432013,0,0,0,0,0,0,0,0,0,0,0,0.0863520162119814,-0.112415817245514,0,0,0,0.0921714994965024,-0.0804344367753034,0,0,0,0.159119538802424,-0.00893976868361176,0,0,0,0.0097712088678862,-0.0102514069420417,0,0,0,0,0,0
X600276.SH,0,0,0,0.0194767921543162,0,0,0,0,0,0,0,0.281411584408668,0,0,0,0,0.00994844049694426,-0.0833760200794137,0,0,0,0,0,0,0.0420041508883164,0,0,0,0,0,-0.0486754193193839,0,0,0,0,0,0.0192759961030226,0,0,0,0,0,0,0.0669456455708569,0,0,0,4.33680868994202e-19,0.054641336478908,0,0,0.00207719660588852,0.0121496895446907,-0.204379635502514,0,0,0,0,0
X000625.SZ,0,0.0434472162532665,0,0,0,0,0,0,0,0,0,0,0,0.0182615119589797,0,0,0,0.14468587205108,0.0588053892756548,0.140953357923714,0,0.163472430780652,0,0,0,0,0.0213174152994022,0,0,0,0.304988647174153,0,0,0.045102238811404,-0.0180823802091569,0.120440906013743,0,0,0,0,0,0,0,0,0,0,-0.34407633370207,0,-0.0486209736257732,0,0,-0.0091586362332194,-0.00773034466519439,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,-0.000942079878222428,0.145425919211792,0,0,0,0,0,0,0.0482786542200352,0,0,0,0,0.0216539872332986,0,0,0,0,0,0,0,0,0.0115683459863441,-0.0573692183370013,0,0,0,0,0,0,0,0,0,0,-0.0267794082998484,0.0375434852755646,-0.0933149412044521,0,0.152686933231822,0,0,0,0.0299576105092682,0,0,0,0,-0.00192711711637322,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0472766257332598,0,0,0,-0.0553740398463335,0,0,0,0,0,0,0,0,0,0,0,0,0.0605019702742477,-0.0109192351068639,0,0,0,0,0,0,0,0,0,0.138969180494768,0,0,3.46944695195361e-18,0,0,0,0,0.0901651082101531,0,0,0,-0.0156844252798413,0,0.258737324126692,0,0,0,0.00650805465803455,-0.00656271876263978,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.102307217836375,0,0,0,0,0,0,0,0,0,0,0,0.0824862938324686,-0.107130706631483,0,0,0,0,0,0,0,0,0,0,0,0.0797485839943425,0,0,0,-0.0530630192980656,0,0.193924467856123,0,0,0,0,-0.0628847653905666,0,0,0,0,0,0,-0.0137024503414025,0,0,0.000694470121339774,0.0113995717183114,0,0,0,0,0,0
