,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000625.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002241.SZ,X002129.SZ,X600372.SH,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X002463.SZ,X600522.SH,X600183.SH,X002007.SZ,X002028.SZ,X000800.SZ,X002074.SZ,X600460.SH,X601799.SH,X300142.SZ,X002294.SZ,X600418.SH,X002156.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0725193833030994,0,0,0.113468502439379,0.300591635217636,0,0.0141691102342352,0,0,0.0105980991014692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404977491834665,0,0.0319905235763633,0,0,0,0,0,0,0.143420370244773,0,0,0,0.0731862934647934,0,0,0.015780508401882,0,0,0,-0.00800396913251637,0,0,0,0,0,0,0
X000858.SZ,0.153615326629262,0,0,0,0.169359230365711,0.279450977505194,0,0.0201861979468755,0,0,-0.0468669204980989,0,0,0,0,0,0,0,0,0,0.0326055562099699,0,0,0,0,0,0.109280508929034,0,0,0,0,0,0,0,0.0102132733449168,0,0,0.0310784036114526,0,0,0,0,0,0,0,0.0263868712239114,0,0,0,0,0,-0.00333499123087599,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.188579295769885,0,0,0,0,0,0.00692267932540393,0,0.0703664286794748,0,0,0,0,0,0,0,0,0.136256398515002,0.0723864327711074,0,0,0,0.166739027162431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786422375216918,0,0,0,0,0,0.0364233271135613,0,0.0489818026066443,0,0,0.00112081592126178,0.0362217713088522,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.161249510579448,0,0,0.00255167077217146,0,0,0,0,0.0073341925790309,0,0,0.123769999868547,0,0,0,0,0,0,0,0,0,0,0.162265481968425,0,0,0.0208410270326989,0,-0.0494535242491837,0,0,0,0,0.0836975117293988,0,0,0,0,0,0,0.134176202682992,0,0.003640692248894,0.078094603063133,0,0.0176513153519468,-0.0246870544099084,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.547481451442061,0,0,0,0,0,0,0,0,0,0,0,0.266957819092315,0,0,0,0,0,0,0,0.00526790233263056,0,0,0.0753652086438986,0,0,0,0,0,0,0,0.0859419385013235,-0.0738554205905586,0,0.0184532351616867,0,-0.0680627885703474,0,0,0.0537193524012549,0,0.031422854160346,0,0.0386412362044304,0,0,-0.0283052021390701,0.0263353871700789,0,0,0,0,0,0
X000568.SZ,0,0.331028088899434,0,0,0.513524644066927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412057589410514,0,0,-0.0497572309755458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134678827727373,0,0,0,0,0,0,0,0,-0.0565994770999092,0,0,0,0.0105816874785943,-0.00152455254765689,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218056639975816,0,0,0.0448777960741623,0,0,0,0,0,-0.0700887645421547,0,0,0.184023504857451,0.0345338924022874,0,0,0.0467260894787288,0.0527414058803007,0,0,0,0,0.0255954165754402,0,0,0,-0.00516114658864796,0.0300688587545298,0,0,0,0,0,0
X600690.SH,0,0.0502921367784147,0,0.0234256771675721,0,0.185368739383024,0,0,0,0,0,0,0,0,0,0,0,0.12674648328118,0.0794218728733627,0,0.0069002759090001,0,0,0,0,0,0,0,0,0.0363152963493473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00177158389678003,0.0297843393559389,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0416788300802512,0.503299297868242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133767013107443,0,0,0,0,0,0.104890483812668,0,0,0,0,0.198407877971263,0,0,0,0.0332380001903178,0.11945321175802,0,0.0375296273167151,0.00275500158866116,0,0,0.117000052248805,0.0261536680478191,0,0,0,0,0,0.0868410966036556,-0.176624096519941,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.278636729511152,0.0931648671525163,0,0,0,0,0,0.298101931895418,0,0,0,0,0,0,0,-0.140800197851026,0,0,0,0,-3.46944695195361e-18,0,0,0.132162785352429,-0.0420449431540253,0.134016185431939,0,0,0,0,0,0,0.0903554045141885,0,0,0,-0.0974681803405927,-0.144113129235938,0,0,0.286708900373418,0,-0.0442716832383721,0,0,0,0.0113771327855029,0.00773497380758279,0,0,0,0,0,0
X000625.SZ,0,0,0,0.115116907516456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380267579877142,0,0.025482409607427,0,0,0,0,-0.173817810222823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684828489938217,0,0,0,0,0.323762576228044,0,0,0,0,-0.00520219935322513,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.392591997744409,0,0,0,0,0.0472623451794669,0,0,0,0,0,0.0504528042041826,0,0,0,0.153797236649056,0.0859492080934374,0,0,0,0,0.0310522477222979,0,0,0,0,0,0,0,0.0244759872037996,0,0,0,-0.00249349015570171,0,0,0.0410327318098442,0,0,0,0,0,0.0111694672883067,0.0390835945841937,0,0,-0.0226638483981029,-0.00615891983981514,0,0,0,-0.0582672149483275,0,0
X600104.SH,0.196609947626335,0,0,-0.00900021226896028,0,0.0191760686227887,0,0,0,0.145980566753119,0.0725053820951629,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892104690423323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257261176691381,0.0452058521224951,0,0,0,0.0024503441247343,0.0347913477911143,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0750907008406314,0,0,0,0,0,0,0,0.122722493496291,0,0,-0.0174351063143228,0,0,0,-0.146304096882473,-0.0171930547803801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192368815779631,0.0390580692952718,0,0,-0.0135008871286461,-0.000823199582478996,0,0,0,0,0,0
