,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X000100.SZ,X600703.SH,X600271.SH,X600031.SH,X600118.SH,X000338.SZ,X000157.SZ,X002241.SZ,X002292.SZ,X600089.SH,X600372.SH,X600741.SH,X600066.SH,X601877.SH,X002475.SZ,X002129.SZ,X002223.SZ,X002236.SZ,X600177.SH,X000559.SZ,X000016.SZ,X002456.SZ,X600839.SH,X000568.SZ,X300003.SZ,X300124.SZ,X002276.SZ,X002294.SZ,X600582.SH,X000800.SZ,X002465.SZ,X000066.SZ,X000869.SZ,X000550.SZ,X002008.SZ,X600435.SH,X600252.SH,X000623.SZ,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.186095561032734,0,0,0,0,0.046697190792792,0,0,0,0,0,0,0,0,0,0.00481982895528294,0,0,0,0,0,0,0,0,0.227284700776725,0,0,0.0117087537778866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400947426396586,0,0,0,0.0145845081122119,0.0220411465983107,0,0,0,0,0,0
X600104.SH,0,0,0.124036284589963,0.0921434799934002,0,0,0,0,0,0,0.0082719769946654,0,0.0264317312010945,0,0,0,0.0181895148939885,0,0,0,0.173580677855341,0.0123299028884468,0,0,0,0,0,0,0,0.0307899426878967,0,0,0,0.065410748741944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496779795059304,0.0039140769599502,0,0,-0.00298273820440945,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.181673881017136,0,0,0,0.0583616527657748,0.115246161527763,0,0.0558444597589206,0,0,0,0,0.058825870860254,0,0,0,0,0,0,0,0,0,0,0,0.122222333111903,0.029549726204851,0.142775933179959,0,0,0,0,0.00884914076515995,0,0,0,0,0,0,0,0,0,0,0,0.0940809288631406,0,0.130451836747195,0,0,-0.0062422567307677,0,0,0,0,0,0,0
X000651.SZ,0,0,0.357438451847973,0,0,0,0,0,0,0,0,0,0,0,0,0.0412035570532711,0.0907830410635672,0,0,0,0,0.0233053572838023,0,0,0,0,0,0,0,0,0,0,0,0.066099932201504,0.165630460267927,0,0,0,0,0,0.0519138632565524,0,0,0,0,0,0,0,0,0,0,-0.00597711943403563,0.00774068269702697,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.191137619204516,0,0,0.150365951512568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137114318463114,0.124710955321355,0,0,0,0,0.180125264109595,0.0930850834763488,0,0.093410214684582,0.16969435779143,0,0,0,0.00302629110644472,0,0,0,0.0156072933562203,0.0126752278032777,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.130383802356883,0,0,0,0,0,0.0792312814772142,0,0.00844349455073199,0,0.155475291704838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481054798562419,0,0.035071479998225,0,0,0,0,0,0,0.0450194240191543,0,0,0,0,0,0,0,-0.0116685048709982,-0.00408326428865468,0,0,0,0,0,0
X002304.SZ,0,0,0.035577808383182,0,0,0.308095956703538,0,0,0,0,0,0,0.0903712160562733,0.00910494731762174,0,0,0,0,0.105084042853536,0,0,0,0,0,0,0,0,0,0,0,0.0117814335964841,0,0,0,0,0,0.0187172334627099,0,0.104197071888819,0,0,0.0147353471283095,0,0,0,0,0.0417774163122214,0,0,0,0,-0.00109503191836429,0,0,0,0,0,0,0
X000625.SZ,0,0,0.212244068261522,0,0,0,0,0,0,0,0,0.109577908907089,0,0,0,0,0.0103262565280936,0.100222306778668,0,0,0,0.0628680301568678,0.119476273379777,0,0,0,0,0,0,0.0130440338923275,0,0,0,0.0156315155673074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217571989486611,0,0,0,0,0,0,0
X600276.SH,0,0,0.0290063896988784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494217065346814,0,0,0,0,0,0,0.0489576257301355,0.0890946626852514,0,0,0,0.0864450010712825,0,0,0,0,0,0.0732979659273939,0,0.0199609766833503,0,0,0,0,0,0,0,0,0,-0.0175314545669302,0.016220985536106,0,0,0,0,0,0
X600690.SH,0,0,0,0.174703006856196,0,0,0.0300528171972822,0,0,0,0,0,0,0,0,0.0814880398691059,0.137967832113186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103158856693815,0,0,0.032244788946222,0.0374713486013103,0,0,0,0,0,0.00534527509009282,0,0,0,0,0,0,0,0.0237584385252813,0,0,-0.00867269747126,-0.00980064278348597,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460859239850997,0,0,0,0,0,0,0,0,0.0833794758341302,0,0,0,0,0,0,0.145593733808855,0.0721404658096116,0,0.0117035483219174,0.0432777883933013,0,0.0689384651427863,0,0,0.113179153495609,0,0,0,0,0,0,0,0,0.0816916609967761,0,0,0,-0.0120994103013798,0,0,0,0,0,0,0
