,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X002236.SZ,X600741.SH,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X601877.SH,X002456.SZ,X000625.SZ,X300124.SZ,X600066.SH,X600809.SH,X600487.SH,X000100.SZ,X600271.SH,X002241.SZ,X600867.SH,X002294.SZ,X600566.SH,X300136.SZ,X000981.SZ,X600522.SH,X300142.SZ,X002179.SZ,X002508.SZ,X000157.SZ,X000050.SZ,X600089.SH,X000661.SZ,X600177.SH,X000596.SZ,X600498.SH,X000977.SZ,X600707.SH,X002007.SZ,X600584.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.508306556582436,0.0517553667527264,0.0126580995436022,0,0,0.0483733991798671,0,0.0102075272093899,0,0,0.010255634815045,0,0,0,0,0.0646960620405981,0,0,0,0,0,0,0,0,0,0,0,0,-0.039272558257904,0,0.0391291719871406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191186494184381,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0321539345865649,0.109570707115169,0,0,0,0,0.300677600401573,0,0,0,0,0,-0.211907570682807,0,0,0,-0.0494071902633116,0,0,0,0,0,-0.0862899866384365,0,0.0744093183011452,0,0,0.0755077744611266,-0.139049952253524,0,0,0,0,0,0,-0.0929841010965881,0,0,0.115155964714375,0,0.0996464910371897,0,0,-0.0263616702966026,0,0,0.243092680145916,0,0,0,0
X002415.SZ,0.0541897293781404,0,0,0,0,0.0431138369300135,0,0.00601825543969533,0,0.256203011636863,0,0,0,0.258217532706147,0,0,0,0.0444738232003321,0,0,0,0,0,0,0.0141729748478746,0.254131569149883,0,0,0,0,0,0,0.0944027379683876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164074018728177,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.281872787325235,0,0,0,0,0.34511538056871,0,0,0,0,0,0,0,-0.0215011922839849,0.00332238601221709,-0.025260878652202,0,0,0.0839706523110979,0.00694011483728728,0,0,0,0,0,0,0.0390659949102186,0,-0.0173049787259749,0,0,0.0547492233999887,0,0.117839385660292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157197881786309,0,0,0,0,0,0,0
X000858.SZ,0.184554649416952,0,0,0.288091980370633,0,0,0,0.0346016855334411,0,0,0.472282412537492,0.0120501522413159,0,0.0705021850233754,0,0,5.38643367838279e-05,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0568311938774727,0,0,0,0,0,0,-0.00411169811814716,0,0,0,0,0,0,0,0,-0.044571524863641,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0778914709037581,0,0,0,0.0351050666608895,0.0123639780023223,0,0.166469997561325,0,0.0073845682495981,0,0.0133670942898395,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.12864245604953,0.22628328360256,0,0,0,0.0216233626076322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00727139355809261,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.229225266187158,0.0286159465246133,0,0,0,0,0,0.0169050516858268,0,0,0,0,0,0,-0.0411963378812621,0,0,0,0.241658335331637,0,0.0893382426035652,0,0,0,0,-0.0120449972761395,0,0,0,0,0,0,0.564127760416562,0.142139028303838,0,0.0681386102076016,0,0,0,0,0,0,0,0,0.0165093632445411,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.108146531349977,0,-0.0655656843137919,0,0,0.0224351585994603,0.251233239850919,0.0661096850089616,0,0,0.260898929426148,0,0,0,0,0,0,0,0,0,0,0,0,-0.087451071066406,0,0,0,0,0,0,0,0,0,0.324923892114953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240007741549208,-0.0254637656644491,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.360851350150124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158445389786306,0.249421321789244,0.0927535856692083,0,-0.0969319548472812,0,0.19085832890844,0,0,0,0,0.0394249051647813,0,0,0,0,0,0,0.338270965340361,0.228130471622203,0.00359844870757085,0,0,0,0,0,0.0100118935996,0.0555231053622621,0,0,0,0,0,0
X600690.SH,0,0,0,0.356770121967105,0.147653579677852,0.00174398459326752,0,0.140741770827643,0,0,0.175278353191448,0,0,0,0,0,-0.0373870746412197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140602213146916,0.00157435015516862,0,0,0,0.0572512804721764,0,0,0,0.0257883321221952,0,0,0,0,0,0.0193258075084255,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0503363863826748,0.5388715238093,0,0,0,0,0,0,0,0,-0.0402435209149351,0,0.149832991950668,0,0,0.0452048130943959,0,0,0,8.67361737988404e-19,0,0.104800885863397,0,0,0,0,0.112509997285152,0,0,0,0,0,0,0,0,0,0.016381383928711,0,0,0,0.0923739224324063,0,0,0,0,0,0,0,0.020305668573999,2.16840434497101e-19,0,0,0,0,0,0
