,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X002241.SZ,X000661.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600703.SH,X600741.SH,X002371.SZ,X000100.SZ,X000625.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X600584.SH,X002236.SZ,X002049.SZ,X601877.SH,X002179.SZ,X600183.SH,X000157.SZ,X002414.SZ,X000800.SZ,X300003.SZ,X601799.SH,X300136.SZ,X000066.SZ,X002008.SZ,X002185.SZ,X002456.SZ,X000977.SZ,X300146.SZ,X600066.SH,X002508.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.285689478375252,0,-0.0400592613050812,0,0,0,0,0,0,0.325477772613799,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.103442041678007,0,0,0,-0.0588635268936097,0,0,0.0491326689317159,0,0,0,0,-0.033191476748921,0,0,0,0.0107855777091837,0,-0.039955869362522,0,0,0,0,0,0.0126228518563822,-0.0276700794012285,0,0.0312308646793664,0,0,0,0,0.00462002616429681,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.206442121832287,0,0.223126639018746,0,0,0,0,0,0,0,0,0,0,-0.0434536814945638,0,0,0,0,0,0,0,0,0,0,0.0375498328261428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00719281142657691,0,0,0,0.0478267100601516,0,0
X600276.SH,0,0,0,0,0,0,0,0.0292319705191757,0.00372524477344234,0,0.158731443274159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000385662328579892,0,0,0.0169730458027159,0,0,0,0,0,0,0,0,0.029233489033266,0.128338650533937,0,0,0,0,0,0.0459241497792535,0,0,0,0,0,0,0,0,0,-0.0289851587687581,0,0
X002415.SZ,0,0,0,0,0.238978370572098,0,0,0,0,0,0,0.0978359567570951,0,0,0,0,-0.0485127092823896,0,-0.0826953736548633,0,0,0,0,0,0,0,-0.0173221581341642,0,0,0,0.165959334203748,0,0,0.149947658567076,4.33680868994202e-19,0,-0.0855514382650127,0,0,0,0,-0.0174881255706834,0,-0.0447372449195805,0,0,0,0.110101844145259,0,0,0,-0.027673850365632,0,0,0,0,0.0180971551249452,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0518229152738899,0,0,0,-0.0603371069639534,0,0,0.52311145344916,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.122101804642785,0,0,0,0,0,0,0,0.104695310065958,0,0,0,0,0,0,0,0,0,0,0.0252934837054362,0.0161071854972158,0,0,0,-0.0503487964499806,0.0677531397158808,0,0.0142050071542705,-0.000581952959085589,0,0,0,0.0279957756181501,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0874370821432691,0,0,0,0,0,0,-0.0912947328235844,0,0,0,0,0,0,0,0,0.0304336775858151,0.0661353397384931,0,0.0694617094007159,0,0,0.0641890658901833,0,0,0.059743067313566,0,0,0.0237547499875178,0,0,0,0,0,0,0,0,0,0,0,0,0.00795484080639933,0,-0.0172871538612845,0,0,0,0,0.0222003464555741,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0838481296708074,0,0,0,0,0,0,0,0,0.110006152036678,0,0,0.0719491019967659,0.04103979557364,0.0817818882582309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133334261585769,0,0,0,0,0,0,0.0363422418055724,0,0,0,0,0,0,0,0,0,0.0211995236636453,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.29318439065141,0,0,0,0,0,0.221774073982344,0,0,0,0,0.1198130838249,0.0485600352252986,0,0,0,0,0,0,0,0,0,-0.0429779447556679,0,0,0,0,0,0,0,0,0.0712039114794997,0,0,0,0,0,0,0.136970167166939,0,0,0,0,0.00164824721237839,0,0,0,0,0,0,0
X002304.SZ,0,0.048457319311694,0,0,0,0,0,0.25074277927346,0,0,0,0,0,0,0,0,0,0,-0.0563235400998897,0.298821552603191,0,0,0,0,0,0,-0.0271380219604496,-0.0180151881660531,0,0,0,0,0,0,-0.0362114211196105,0,0,0,0,0.0475010826819453,0,0,0,0,0,0,0.0841584840845145,-0.0162984582824707,0,0,0,0,0.0228097832429982,0,0,0,-0.00911083713188135,0,0
X600031.SH,0,0,0,0,0,0,0,0.0510759269493291,0,0,0,0,0,0,0,0.324463675439899,0,0,0.289834060881663,0.10279576900759,0,0,0.147030723471596,0,0,0,0,0,0,0,0,0,0,0,0.0434318891847689,0.0964166649332774,0,0,-0.206030920480164,0.0847564994512923,0,0,0,0,0,0,0,0,0,-0.0816951035672802,0,0.0736662089185673,-0.0651944221145559,0,0,0,0.00987197983340566,0,0
X600809.SH,0.204840904689956,0.0898661046172548,0.103263374761134,0,0,0,0,0.231440595677654,0,0,0,0,0,0,0,0,0,0,0,0,0.129177569501683,0,0,0,0,0,0.116008385211079,0.0373011236429851,0,0,0.0865090443334047,-0.0340758502504463,0,0,-0.0845292358938706,0,0,0,0,0,0,-0.0710312858169661,0,0,0,0,0,0,0,-0.0143934541881228,0,0,0.0293103363848933,0,0,0,0,0,0
