,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600703.SH,X600089.SH,X600741.SH,X002241.SZ,X600271.SH,X002129.SZ,X600066.SH,X600582.SH,X002236.SZ,X601877.SH,X600177.SH,X600118.SH,X000623.SZ,X002475.SZ,X000550.SZ,X000568.SZ,X000581.SZ,X000559.SZ,X300124.SZ,X002294.SZ,X000869.SZ,X000800.SZ,X300146.SZ,X000050.SZ,X300003.SZ,X002456.SZ,X600839.SH,X000977.SZ,X000400.SZ,X600060.SH,X002465.SZ,X600166.SH,X002292.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.161244023112256,0,0,0,0,0.0361682304451215,0,0.105761846155288,0,0.0448570053713416,0,0,0,0,0.00755189670800729,0,0.230882355782912,0,0.0290642301914401,0,0.174261004735525,0,0,0,0.0158127040381755,0,0.0239942839893887,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485411553421681,0,0,0,0,0,0,0,0,0,-0.0101863445586646,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.134933285298108,0.03652501423546,0.247611864268238,0,0,0,0.0527493766775609,0,0,0.0114370209900861,0,0,0,0,0,0.010465128059207,0.0162302030285001,-0.0258496356286421,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0659185390148364,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0370869091962914,0,0,0,0,0,0,0,0,0.306888350105796,0,0.0744444375273357,0,0,0,0,0,0,0,0,0.105916315525639,0,0.0682076818033652,0.158033104499488,0.138018205399085,0,0.0110116141883347,0,0,0,0,0,0,0,0.0461751632082059,0.236397548150333,0,0,0,0,0,0,0,0,0,0,-0.0440700615087897,0,0,0,0,0,0,0
X000651.SZ,0,0.109422538513009,0,0,0,0.0417953003055109,0,0,0,0.010274135862905,0.0396268303406847,0,0,0.213628393944085,0,0,0,0.094892992559471,0,0,0.0184155514771977,0,0,0,0.10455310090569,0,0,0,0,0,0.158242245252619,0,0,-0.0727000450607535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227963321775555,0,0.00888746625221298,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0238071745262513,0,0,0,0,0,0.0707329464187036,0,0,0,0,0,0,0,0,0,0.0803588205629282,0,0.111422720030726,0,-0.0287977108474254,0,0,0,0.151346846182879,0,0,0,0.0931042538344822,0,0,0.193175339241506,0,0,0.00600012716218198,0,0,0,0.115114988593269,0,0,0,0,0,0,0.0156233626181454,-0.00280671415709565,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.264261436251088,0,0.0657141918869381,0,0,0.109178060445383,0,0,0,0,0,0,0,-0.117829818544768,0,0.076525494518754,0,0.103422865318047,0,0.1733745455127,0,0,0,0,0,0,0,0,0,0.251264800749523,-0.0141025625602229,0,0,0,-0.0944319027902829,0,0,0,0,0,0,0,0,0,0.0415896851079129,-0.0123798124375679,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.234410802644916,0,0,0,0,0,0,0,0,0.244937397901929,0,0,0,0,0,0,0,-0.0664807598250871,0,0.00545289293553514,0,0.110704879935377,0,0,0,0.0199049875225176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334451216460256,0,0,0,0,0,0,0
X000858.SZ,0,0,0.157127902335015,0,0,0,0,0,0,0.0391780427356428,0.130370056863957,0.152117866929274,0,0,0.00742587941656307,0,0,0,0,0,0,0,0,0,0,0,0.100041452917948,0,0.00877622777097442,0,0,0.0389183825823652,0,0,0,0,0,0.0367483345717259,0,0,0,0,0.0445201304384189,0,0,0,0,0,0,0,0,0.0461649795337125,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0739788194004094,0,0,0,0,0,0.2516161597516,0,0,-0.0896726355656139,0,0.0181850219533545,0,0,0,0,0,0,0,0,0.099385248123769,0,0,0,0,0,0,0,0,-0.0175463178120697,0,0,0,0,0,0.0195185392352007,-0.0239290706900628,0,0,0,0,0,0
X000063.SZ,0,0,0,0.00156698107929141,0,0,0,0,0,0,0.0319962233794622,0.0559637826569718,3.46944695195361e-18,0.174860458467584,0,0,0.0588409687938173,0,0,0,0,0,0,0,0,0,0.124646353487599,0,0.272774897675796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.130428665674898,0,0.107486922688588,0,0,0,0,0,0,0.0271836996629121,0,0,0.0751349421060191,1.73472347597681e-18,0,0,0,0,0,0.0382214394160554,0,0,0,0,0.0647096080153201,0,0.187882739941331,0,0,0,0,0,0.0591455105521789,0.0333439460163395,0,0,0,0.132798574315639,0,0,0,0,0,0,0,0.0895480251154459,0,0,0,0,0,-0.0241658109315601,-0.0189820791749395,0,0,0,0,0,0
X600031.SH,0.19659790573362,0,0,0,0,0,0,0.140460091418131,0,0.0198034953750938,0,0,0,0.0748728643808081,0.467337611254279,0,0,0,0,0,0,0,0,0,0,0,0.0742269710336034,0,0.0118952479136633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
