,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000596.SZ,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X601877.SH,X600702.SH,X300142.SZ,X600741.SH,X000157.SZ,X000977.SZ,X000733.SZ,X600522.SH,X002074.SZ,X600584.SH,X000799.SZ,X600460.SH,X300003.SZ,X000066.SZ,X600779.SH,X600884.SH,X601799.SH,X002236.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0546926791114023,0,0,0.145931477392892,0,0.177923798341589,0,0.0630225753850835,0,0,0,0,0,0,0,0,0,0,0,-0.00544452249198508,0,0,0,0,0,0,0,0,0,0,0.0577625926663414,-0.0549190199974629,-0.0387111169011376,0,0,0,0,0,0,0.0364557809961232,0,0,0,0,0,0,0,0,0.107416851939224,0,0.0295758286042437,-0.0218907294517654,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0131187748670525,0.187337534529004,0,0.548549757343264,0.132411896844792,0,0.130049588130264,0,0,0,0,0,0,0,0,0,0.0125096118096096,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201204777526632,0,0,0,0,0,0,0,0,-0.0281334470120174,0,0,0,0,0,0,0
X000568.SZ,0,0.520841745806759,0,0,0,0,0.286963407881111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070251672783665,0,0,-0.173584873753137,0,0,0.0601599743915163,0,0,0,0,0,0,0,0,-0.0271535677401324,0,-0.0777577819824131,0,0,0,0,0.0128289191681639,-0.0306528434013655,0,-0.0488296014304421,0,0,0,0.232185038234096,0,0.0165217300049467,-0.0258712803225716,0,0,0,0,0,0
X002415.SZ,0,0.152351208272552,0,0,0,0.123230106193952,0,0,0,0,0,0,0,0,0.0221201083752753,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0755655931484465,0,0,0,0,0,0,0,-0.0251910001866819,-2.16840434497101e-19,0,-0.153755093199598,0.165862673689573,0,-0.0121620401417141,0,0,0,0,0,0,-6.15250955324762e-05,0,0,0,0,0,0,0,-0.0246387907552299,0,0,0,0,0,0
X600809.SH,0,0.00902852266635967,0.0834956227147997,0.100410066154761,0,0,0.191101300553524,0.0878856404094665,0.0374532818443267,0,0,0,0.0472757767666741,0,0,0.00756141740262927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068337879070421,-0.0815654612403455,0,0,0.269984021248233,0,0,0,0,0,0,0,0,-0.016980922756061,0,0.000823488338161627,0,0,0,0,0,0,0
X600276.SH,0,0,0.109514046146335,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018388495279415,0,0,0,0,0,0,0,0,0,0.121285990661251,0,0.0118921207714332,0,-0.174641693023523,0,0,0.236458989725348,0,0,0,0,0,0.0261075787550696,0,0,0.0140764516808664,0.107975029432171,0.0168684066607665,0,0,0,0,0,0,-0.0433770670893843,0.0397130064836307,0,0,0,0,0,0
X002304.SZ,0,0.373091346000282,0.316734608792266,0,0,0,0,0,0,0,0,0,0,0,0,0.188507186343473,0,0,0,0,-0.0154270084213697,0,0,0,0,0,0,0,0,0,0,0,-0.0743688570708391,0,0,0,0,-0.0165275463267173,0,0,0,0,0,-0.0552847470859234,0.0381907369230879,0,0,0,0,0,0,-0.0161406687593562,0.0146572126218026,0,0,0,0,0,0
X600690.SH,0,0,0.0521891046185669,0.109244607559008,0.0218022334451946,0,0.0295279077996883,0,0,0,0,0,0.288362616803251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433235865780006,0,0.00952122163765071,0,0,0,0,0,0.00607199048189805,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.472482414135415,0,0,0,0.0716644582701483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.144709706669819,0,0,0,0,0,0,0,0,0,0,0,0,0.525368255073048,-0.00441383524898105,-0.00692608713023974,0,0,0,0,0,0
X000651.SZ,0,0.241107479659331,0,0,0,0,0,0.0346415157398386,0,0,0,0,0.0840359020806715,0,0,0,0,0,0,0,-0.0150045523609275,0,0,0,0,0,0,0,0,0,0,0,0.0165471334349368,0,0,-0.0031597884487755,0,0,0,0,0,0,-0.00689278939087994,0,0.0459781327757373,0,-0.0078042028408363,0,0,0,0,0,-0.00467318677489145,0,0,0,0,0,0
X300124.SZ,0,-0.000394174219453845,0,0,0,0,0,0,0.119034795948072,0,0,0,0,0,0.0650043512071577,0,0,0,0,0,-0.0386248493408023,0,0,0,0,0,0,-0.0144726266804982,0.169170774986946,0.0912012017472831,0,0.0518948247634886,-0.0343364447761362,0,0,0,0,0.0178308653696463,0,0,0,0,-0.0728933895105166,0,0,0,0,0,0.326535698710976,0,0,-0.0233402645348441,0,0,0,0,0,0,0
X600104.SH,0,0,0.0507679236974446,0,0,0,0,0.104240959077491,0,0,0,0,0.0425762097938702,0.073330799691478,0,0,0,0,0,0.0902848234238641,-0.0792566059133855,0,0,0,0,0,0,0,-0.0294973233006956,0,0,0,0,0,0.0463197329428854,0.00138173407534909,0,0.0582315435511706,0,0,0,0,0,-0.046502894006783,0.00380106205246272,0,0,0.0640168895409707,0,0,0,0.041549727132276,-0.0147293198472005,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.101606458843073,0,0,0.194221870739828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483970990818647,0,0,0.278575603701473,0.0218367248015471,0,0,0,0,0,0,0,0,0.0478607809180934,0,0,0,0.125170464104328,0,0,1.0842021724855e-19,0.00384410184204953,-0.156445671565075,0,0,0,0,0
X000725.SZ,0,0.00160680680536129,0.0564312115584214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111905630651655,0.0353017221514338,0,0,0.0330859567511545,0,0,0,0.0182195874867651,0,0,0,0,0.0967496819870682,0,0.0715594501245372,0.0478986712880638,0,0,0,0,0,0.106590518545276,0,0,-0.010320628144821,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.12318066299366,1.38777878078145e-17,0,0,0,0.245648180767848,0,0,0,0.0546567540398457,0,0,0.0436872044567072,0,0,-0.184391444099536,0,0,0,0.386192096219268,-0.510108038575925,0,0,0,0.0737921686713064,0,0,0,0,0,0,-0.025578116775806,0.101386459175731,-0.0857705721685698,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.286244101024868,0,0,0,0,0,0.0593985153399481,0,0,0,0.13350692072631,0,0,0,0,0,0,0,0,0,0.0642292806044847,0,0,0,0,0,0,0,0,0.0870633638240797,0,-0.0116247178643806,0,0,0.105672196951323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
