,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X003816.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X000338.SZ,X002304.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600584.SH,X000157.SZ,X600703.SH,X000977.SZ,X600522.SH,X002028.SZ,X600066.SH,X600741.SH,X600183.SH,X002236.SZ,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000800.SZ,X600487.SH,X002180.SZ,X002223.SZ,X000661.SZ,X601799.SH,X600460.SH,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.141696489229476,0,0,0,0,0,0,0.156060013887144,0.139688962103899,0,0,0,0,0,0,0.0233388040141633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389050137021374,0,0,0,0,-0.0544117008505508,-0.00431843360553545,0,0,0,0,0,0.0454218135527862,0,-0.00331283899008689,-0.0820368373103734,0,0,0,0.0147658129455887,0,0
X000858.SZ,0.0864694664201597,0,0,0,0,0,0,0,0,0.4047906490518,0,0,0,0,0,0,0,0,0,0.00408065556019729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109299849273921,0,0,0,0,0,0,0,0,0,0.0837919193893577,0,0,0,0.0370271202564697,0.0507040890929105,0,-0.0127364224008008,0,0,0,0,0.0314993357274645,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436268634808182,0,0,0,0,0,0,0,-0.0300313089365877,0.153973296295438,0.493916392883966,0,0,0,0,0,0,0,0.00793877461123772,0,0.0368623019911223,0.0383318068591133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292405949154597,0.0910153479476672,0,0,0,-0.0482292231040825,0,0
X002415.SZ,0,0,-0.0677544892838792,0,0,0,0.0866651624249025,0,0,0,0,0,-0.0073795729954226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591006107380322,0.118905850071006,0.11730757372583,0,0,0,0,0,0,0.151492901099146,0,0,0,0,0,0,0.0533725741652385,0,-0.0968490268801835,0,0,0.0215395175360663,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.00877899575454242,0,0,0,0.0277075037540179,0,0,0.211592348636397,0,0.0972961261294857,0,0.0335875603786045,0.0192126487579019,0.0297280931720078,0,-0.0926064768548817,0,0,-0.063786346493856,0,0,0,0,0,0,0,0,0,0.0516528705999359,0,0,0,0,0,0,0,0,0.0931331113785309,0,0,0,-0.0351589116271362,0,-0.0790618828104424,0,0,0.0277512195843527,0,0
X003816.SZ,0,0,0,0,0,0,-0.0120613683070634,0,-0.172628949084689,0,0,0,0,0,0,0,-0.145692911493384,0,0,0,0,0,0,0,0,-0.120075632461334,0,0,0,0,0,0,0,0.103957656869277,0,-0.0366093897507474,0,0,-0.151145066260905,0,0,0,0,0,0,0,0.16306351968394,-0.0381435475366231,0,0,0,0,0,0,0,0,-0.012134315994419,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264668261095954,0.15718224071854,0.135079262197612,0,0.054581442942577,0,0,0,0,-0.0109571956878734,0,0,0,0,0,0,0,0,0,0.0383610335021586,0.0229087059236718,0,0,0,0,0,0,0,0.149225854204209,0,0,-0.0372995168681293,0,0,0,0,0,0.0552869704146127,0,0,0,-0.121151648410425,0,0,0.0127535922654601,0,0
X000651.SZ,0,0,0,0,0,0,0.223362835688105,0,0.108029455146508,0,0,0,0,0,0.152924884964735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118892266306998,0,-0.000960226348518392,0,0,0.00678361553500809,0,0,0,-0.00813959243987151,0,0,0.10647452227502,0,0,0,0,0,0,0,0,0,0,0,-0.00044701473422317,0,0,0,-0.0439433414367488,0,0
X600809.SH,0.257070334793442,0,0,0,0.011090561507863,0,0.115007200152769,0,0,0,0,0,0,0,0,0,0,0,0,0.400052841167723,0,0,0,0,0,0,0,0,0,0,0,0,0.01814188837196,0,0,0.0191558518190425,0,0,0,0,0,0,0,0.00900001855368459,0.16996384035668,0,0,0,0,0.0341527782039532,0,0.0191366671928516,0,0.122708642886101,0,0,0,0,0
X000568.SZ,0.20782426302909,0.496471799293095,0,0,0,0,0,0,0,0,0.0418004463924615,0,0.000734293336060294,0,0,0,0,0,0,0.126640726609449,0,0,0,-0.00116275746372863,0,0,0,0,0,0,0,0,0,0.0160367462296182,0,-0.00777726215042202,0,0,0,0,0,0,-0.0190773442206046,0,0,0,0,0,0,0,0,-0.028487219142119,-0.0144406640955381,0,0,0,0.010279859699929,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.100040602702636,0,0,0,0.0146902684900894,0,0,0,0.309136962551387,0,0,-0.145133741278614,-0.256885659365794,0.0212903020082991,0,0.482643927364775,0,0,0,0,0,0,0,0,0,0,0.166103938649734,0,0,0,0,-0.0852914157942793,0,0,0,0,0,0.0979990763749303,0,0,0.117908455420963,0,0,0,-0.00950456381013095,0,0
