,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X300142.SZ,X000100.SZ,X000157.SZ,X002236.SZ,X002007.SZ,X600271.SH,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X600487.SH,X600183.SH,X600498.SH,X600867.SH,X600177.SH,X000977.SZ,X002241.SZ,X300014.SZ,X002371.SZ,X000050.SZ,X600066.SH,X300146.SZ,X600522.SH,X000066.SZ,X600776.SH,X600118.SH,X600372.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0535250560593252,0,0,0,0,0,0.0583302622649084,0,0.232507395439894,0,0,0.0784656057816343,0,0,0.0229070625052278,0,0,0,0,0,0,0,0.166757082431267,0,0,0,0,0,0,0,0,0,0,0,0.0593490139967109,0,0,0,0,0,-0.0197635896346077,-0.00358831845930646,-0.19637917690238,0,0,0,0,0,0,0,0,0.0162633064782689,0,0.164877729403398,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0437015251321757,0.0643080724665706,0,0,0.287563573707205,0,0,0,0,0,0,0.260422757211739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16891563425598,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157323548255397,0,0,0,0,0.0415630611591303,0,0
X000651.SZ,0,0,0,0,0,0,0.261715573372243,0.0497380836936593,0,-0.0834671940725977,0,0.345808875036451,0.205298264042534,0,0.187331770336582,0,0,0.107077853962364,0,0,-0.0427727131574712,0,0,0,0,0,0,0,0,0,0,0.0398303836060064,0,0,0,0,0,0,0,0,0,-0.102625407167988,0,0,0,-0.0215996539996076,0,0,0,0,0,0,-0.0116392152103966,0,0,0,0,0,0
X600104.SH,0,0,0.0767439427852395,0,0,0.0359230805769948,0,0,0,0,0,0,0,0,0.208052788176817,0,0,0,0,0,0,0,0.0255011794295283,0,0.052927476778509,0,0.0904396884606568,0,0,0,0.246365761637688,-0.0137008319412156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236954519684122,0,0,0,0,0,0.0067101964311268,0,0,0,0,0.00251157378563323,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0652268733147848,0.170933119994439,0,0,0,0,0.0707150769345161,0,0,0.315552679195676,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0341737746318946,0,0.0720167972439886,0,0,0,0,0,-0.0107425051927909,0,0,0,0,0,0,0,0,0,0.00479880388634633,0.000719149288342453,0,0,0,4.33680868994202e-19,0,0
X002415.SZ,0,-0.0377886697037252,0,0,0,0,0,0,0,0,0,0,0.377052318933107,0,0,0,0,0,0,-0.10396421848716,-0.00667079260433922,0,0,0.576974135722925,0,0,0,0,0,-0.0677058646458133,0.0580948196339566,0,0.118168065300885,0,0,0,0,-0.112043699912164,0,0,0,0,0,0.0328920113802535,0,0,0,0,0,0,0,0.00922235949534207,0,0,0,0,0.0275347588028618,0,0
X002304.SZ,0,0.295468435112783,0.204701706150009,0,0,0,0,0,0,0,0,0,0,0,0,0.106273389893873,0.0258384486512239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730041633648218,0,0,0,0,0,0,0,0.0406249885363721,0,0,0,0,0,-0.0465620158803381,0,0,0,0,-0.00317590318654309,0,0,0,0,0.0549567118790729,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.107384899428236,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.183475257588609,0,0,0,0.15368014897723,0,0.227245299028378,0,0,0,0,0,0.151329827052909,0,0,-0.0403972112638066,0,0,0,0.209193175822172,0,0,0,0,0,0,0,0,0,-0.00618440729235675,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669686244628199,0,0,0,0,0,0,0,0.131332587888757,0,0.0556711749375066,0,0,0,0,0,0,0,0,0.0477058378490792,0,0,0,0,0.0839920497219053,0,0,0.0226515161804475,0.388671303427879,0.0984762125096952,0,0,0.00855198831109906,0,0,0,0,0,-0.00103957187083012,0,0,0,0,0.0144453253771939,0,0
X000568.SZ,0,0.228249694504959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137961829054879,0.25425987242152,0,0,0.0557115053528139,0.0122083588170402,0,0,0.0298559026411345,0,0,0,0,0,0,0.126358422385091,0,0,0,0,0,0,0,0.0639312384634378,0.0755285281119722,0,0,0,0,0,0,0,0,0,0,0,-0.0113909511399692,0,0,0,0,0,0,0
