,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002236.SZ,X000100.SZ,X601877.SH,X600118.SH,X600271.SH,X300124.SZ,X002456.SZ,X000157.SZ,X600372.SH,X600177.SH,X002007.SZ,X600522.SH,X600089.SH,X002085.SZ,X000066.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X300136.SZ,X600867.SH,X600699.SH,X002292.SZ,X000559.SZ,X002294.SZ,X002074.SZ,X600498.SH,X002180.SZ,X002008.SZ,X002465.SZ,X600809.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0546579255602881,0,0,0.0924747685924186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670550725349917,0,0,0,0.0551764224758744,0,0,0,0,0,0,0.16636062609358,0,0,-0.0149616078559221,0.00536529661168032,0,0,0,0,0,0
X600104.SH,0,0,-0.0880989931101756,0,0,-0.025443473137173,0,0,0,0,0,0,0,0,0.705392965078943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335744698547554,0,0,0,0,0,-0.110937075792284,0,0,0,0,0,0,-0.0382585614755594,0,0,0,-0.0387530174673039,-0.0233130307838192,0.00985421069008538,0,0,0,0,0,0
X002415.SZ,0,0,0,0.118060530296245,0,0,0,0,0,0,0,0.0879195651935616,0.0155055597311269,0,0,0,0.0514285580816098,0.242191411310035,0,0.218075457603771,0,0,0,0,0.0322374317486027,0,0,0,0,-0.0448200424430292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208388075461554,0,0,0,0,0,-0.0489579192556657,0.000105782270615887,0.00227998350944456,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.455630344765719,0.715965165051372,0,0.186880760317478,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481684284097164,0.574293940163414,0,0,0,0,0,0,0,0,0.0190361473057605,0,-0.224988900068531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928375616812184,0,0,0,0,0,0
X000858.SZ,0,0,0,0.102659513159337,0,0,0,0,0.148233508000164,0,0,0,0,0.370974882637624,0.141435579421,0.036972116100303,0,0,0.0634042859404252,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0119138781263104,0,-0.0319958345618724,0,0,0,0,-0.0468493760235791,0,0,0,0,0,0,0,0,0,0,0.000734567436055547,0.00259634456656244,0,0,0,0,0,0
X002304.SZ,0,0.147804342308905,0,0,0,0,0,0.062033270329345,0,0,0,0,0,0.15429186701187,0.30025897107803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504333643330788,0,0,0.0332500996266853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10354927926425,0,0,0.00153599356186857,-0.00238773813091811,0,0,0,0,0,0
X600276.SH,0,-0.0926861454376273,0,0,0,0,0,0.00330514857563379,0,0,0,0.238858464044071,0,0,0,0,0,0,-0.106698538643009,0,0,0,0,0,0,0.0248519162207947,0,0,0,0,0,0,0,0.0588023481777234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158289202686224,0,-0.138197843436109,0.0172723291386653,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0969722446690834,0,0,0,0,0,0,0.107396184823534,0,0,0.185291501413496,0,-0.648584781105309,0,0,0,0,0.127451991212225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176798462694009,0,0,0.041018710736844,0,0,0,0,0,0,0.164595514427115,-0.0424470655442568,0.0108465507051574,0,0,0,0,0,0
X000625.SZ,0,0.155951595653222,0,0.0936492586174084,0,0,0,0,0,0,0,0,0.137876020861805,0,0.122571449984143,0,0,0,0,0,0,0,0,0,0,-0.0209143177104951,0,0.0610128453803224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159140144512662,0,0,-0.0170172239405694,0.00476178906689609,0,0,0,0,0,0
X600690.SH,0,0,0,0.205177631864485,0.0571412109378178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335794942094178,0,0,0,0.0863046339613203,0,-0.02913737354264,0,0,0,0,0,0,0,0,0.00520161649214505,0,0,0,-0.0742880345049126,-0.0597184983563796,0,0,0,0,0,0,0.00909844873934344,0,0,0,0,0,-1.0842021724855e-19,-0.00345252822819451,0,0,0,0,0,0
X000063.SZ,0.0608905259561043,0,0,0.321975194977645,0,0,0,0,0,0,0,0,-0.0387060804254949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614282665542537,0,0,0,0,0,0,0.0799322766247422,0,0,0,0,0.0144653395969823,0,0,0,0,0,0,0,0,0,0,0.00494619622701519,0,0,0,0,0,0
