,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X600522.SH,X600702.SH,X600741.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600584.SH,X600884.SH,X600779.SH,X300146.SZ,X002007.SZ,X600487.SH,X002294.SZ,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.274094923966708,0.046348428267532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020081228729943,0,0,0,0,0,0,0,-0.0816867522957674,0,0.104644316926659,0,0,0,0,0.180377943124691,0,0,0,0,0,0,0,0,0,0,0,-0.0327644164001755,0.028360775411344,0,0,0,0,0,0
X000858.SZ,0,0,0.18862469763285,0.267577537843882,0,0.159902488850048,0,0,0,0,0,0,0,0,0.197127070539303,0,0,0.0105304639021639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027886807036358,0,0,0,0,0,0,0,0,0,-0.0684478756798832,0,-0.0173693094630925,0,0,0,0,0,0,0
X600809.SH,0.218021736182252,0,0,0.400370229774309,0,0,0,0,0,0,0,0.069099481950935,0,0,0.119077144260649,0,0,0,-0.00836081545089842,0,0,-0.0577675271305301,0,0,0,0,0,-0.0282709706289662,0,0,0.0503288178892631,0,-0.125016013389873,0,0.0659324313245096,0,0,0,-0.0154935742395479,0,0,0,0,0.141603773158424,0,0,0,0,0,0,0,0,0.00024397522203371,0,0,0,0,0,0
X000568.SZ,0.152897826028888,0,0.461256867556465,0,0,0,0,0,0,0,0,0,0,0.206604533673196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082976925783145,0,0,0,0,0.109335907971494,0,0,0,0,0,0.216499629147665,0,0,0,0.162691992988042,0,-0.00267840308574904,0,0,0,0,0,-0.0127706393094999,0.00417696347472691,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0411412104923113,0,0,0,0,0,0,0,0,0,-0.0108409857169785,0,0,0.165913613619493,0,0,0,0,0,0.0497295095645437,0.071935969150999,0,0,0,0,0,0,0,0.121003906026712,0,0,0,0,0,0.117489640281111,0,0,0.0698865363627446,0,0,-0.0163694194033262,-0.0251103072074369,0,0,0,0,0,0
X002304.SZ,0,0,0,0.340500085679158,0,0,0,0.0504578079871029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174585352918384,0.097254062881388,0,0,0,0,0,0,0,0,0.0823134791503353,0.140825546990342,0,-0.0754650376685009,0,0.00942674107569518,0,0,-0.0109549521657492,0.0237753837252628,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283275844283499,0,0,-0.246778225344815,0,0,0,0,-0.0741737091752901,0,0.193309919540084,0,0,0,0,0.026574503230649,0,0,0,0,0,-0.100080144509115,0.139579479953522,0,0.0751309498557627,0,0,0.0240005937466256,0,0,0,0,0,0
X600690.SH,0,0,0,0.00934316250145474,0,0.160858995542408,0,0,0.0387838913512767,0.440475394968353,0,0,0,0,0.235431668157815,0,0,0.00577918498054864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106757335686371,0,0,-0.030533834197311,-0.0104539935502265,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.21151450385242,0.161245471487652,0,0.0749858090024461,0,0,0,0,0,0,0.244538860536852,0,0,0,0,0.0239152369657074,0,0,0.301050255041814,0,0,0.263132364025364,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0873723865118225,0,0,0.00708511143528521,0,0,0,0.166162751403304,0,-0.00744736966848727,-0.117938195327844,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.153727898833999,-0.016372016019169,0,0,0,0,0,0.118644943016442,0,0,0,0,0,-0.0241945438989321,0,0,0,0,0.14502266196816,0,-0.116417795623923,0,0,0,0,0,0,0.0862288281748884,0,0,0,0,0,0,0,0,0,0,0.00954449842021125,0,0,0,-0.0854575344599689,0,-0.0191665361944086,0.0133038494715815,0,0,0,0,0,0
