,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600183.SH,X600703.SH,X000596.SZ,X002007.SZ,X300003.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000100.SZ,X300142.SZ,X000066.SZ,X002463.SZ,X002008.SZ,X300124.SZ,X002179.SZ,X300136.SZ,X600271.SH,X000625.SZ,X600867.SH,X002506.SZ,X600177.SH,X002129.SZ,X300014.SZ,X600498.SH,X000977.SZ,X600066.SH,X002049.SZ,X002456.SZ,X002180.SZ,X002371.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0375334277234172,0,0,0,0.606801859142282,0,0,0,-0.0691184170013954,0,-0.0457819294652456,0.0167303605043326,0,-1.0842021724855e-19,0.0160539614845658,0,0,0,0,0,-0.0221405191967842,0,0,-0.0265063418119622,0.0502505293188235,0,0,0,0,0,0,0.00960506941774608,0,0.0532394489147246,-0.0548031481805271,0,0,0,0,0,0,0.0189667921614587,0,0,0,0,0,0,0,0.0106100638127073,0,0
X000858.SZ,0.212048125351927,0,0,0,0,0,0,0.0019570614210518,0,0.0273304602363813,0,0.496524498815475,0,0,0,0,0.0835974487775566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500730418262792,0,0.0291703626665717,0,0,0.0179462084314574,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0758594488412408,0,0,0,0.19714277598098,0,0,0,0.107274057679379,0,0.110161289902524,0,0,0,0.0288775652246995,0,0,0,0,0,0,0.0532573391547667,0,0,0.0397069160363812,0,0,0,0,0,0.0291558190843192,0.0400169362337472,0,0,-0.0273298139448313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366861843522703,0,0
X000651.SZ,0,0,0,0,0.138470686658414,0,0,0,0,0,0,0,0,0,0,0,0.106728902883402,0,0,-0.044781656126987,0,0,0.280430052912271,0,0,0,0,0,0,0.0941413003892606,0,0,0.0746680933368374,0,0,0,0,0,0,0,0.00217556755483707,0,0,0,0,0,0,-0.0340557972636105,0,0,0,0,0,0,0,0,0.004087337646611,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.154727371407711,0,0,0,0,0,0,0.107436953771269,0,0,0,0.01698513434753,0,0,0,0,0.130034913042636,0.51372585241645,0,0,0,0,0,0,0,0,-0.0323499700595192,0,0,-0.0306898237021649,0,0,0.0203450628412299,0,0,0,0,0.0230734944479712,-0.0468796862414935,0,0,0,0,0.0138540878508948,0,0,0,0,-4.33680868994202e-19,0,0
X600104.SH,0,0,0,0,0,0,0.0357121261269715,0,0,0,0,0,0,0,0,0.137402573495722,0,0,0,-0.0773549889577143,0,0,0,0,0.0184973984141119,0,0,0,0,0,0,0.0822480434875245,0,0,0,0,0,-0.0419882101595473,0,0,0.0494715916576191,0,0,0,0,0.0455227803706154,0,0,0,0,0,-0.00149730839081909,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123462874477268,0.0615405969988717,0,0,0.158590538802922,0,0,-0.26456755698957,0,0,-0.181132498365344,-0.0246020062043312,0,0,0,0.0393375099884824,0,0,0,0,0,0,-0.0677562219015756,0,0,0,0.148195258853163,0,0,0,0,0,0,0.0248785551046713,0,0,0,0.100477764972273,0,0
X002475.SZ,0,0,0,0,0.180896055627499,0,0,0,0,0.0144011695541993,0,0,0,0,0,0.0620125888093348,0,0,0,0.00900413983572752,0,0,0,0,0,0,0,0,0,0,0,0.168656301391627,0,0,0.0817740000691577,0,0,0,0,0,0,0,0,0,0,0.0854883352350424,0.187342796344023,0,0,0,0,0.036204754604487,0,0,0,0,-0.00772101405501579,0,0
X002304.SZ,0,0,0.198003708002328,0,0.141387683580817,0,0.172656893249062,0.0830770506269429,0,0,0,0.0792114042974842,0,0,0,0.0176504828723922,0,0,0,0,0,0.00805570396885302,0,0,0,0,0,0,0,0,0,0.00106990548919618,0,0,0,0,0,0.00904006357588948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0644649901476205,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0512806967715114,0,0,0.0896235021492444,0.0323274831877272,0,0,0,0,0.0997347766184719,0,0,0,0.260582629184821,0,0,0,0,0.0997108769362318,0,0,0,0,0,0,0,0,0,0.200672991304103,0,0,0,0,0,0,0.0241476642751071,0,0,0,0,0,0,0,0,0.0152856179893746,0.00151429018116893,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0426556282461726,0.00751003052824519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00761635366004272,0,0.0086112770601345,0,0,0.0702537458649875,0,0,0,0,0,0,0,0,0,0,0.123237333024148,0,0.0349726949427862,0,0.221738603396368,0,-0.0809948776706173,0.100572813485657,0,0,0,-0.0114450258866913,0,0
X000568.SZ,0,0.651086637230946,0,0,0,0,0,0,0.0971528640319958,0,0,0,0,0,0,0,0,0,-0.144578897939823,0,-0.026180239031494,0.152388388451555,0,0,0,0,0,0,0.0936996027912207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00738984428781983,0,0,0,-0.00765823532463546,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0801976837381431,0,0,0,0,0,0,0,0,0,0,-0.000496012539582223,0,0,0,0,0,0,0,0.117848410056991,0,0,0,0,0,0,0.08130087365684,0,0,0,-0.0313316002165994,0,0,0,0,0,0.161037286980532,0,0,0.0656724173767311,0.04388983266999,-0.0130672143059477,0,0,0.0186586060611316,0,0,0,0,-0.0131991574301248,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0744231025776139,0,0,0,0,0,0,0,0,0,0,0,0,0.0430430265178177,0,0,0,0,0,0.0194677780508481,0,0,0,0.225479261058734,0,0,0,0,-0.128549699962898,0,0,0,0,0,0,0,0,0.0449080201518332,0,0,0.000123683416548021,0,0,0,0.0014744568181879,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.02286144567661,0,0,0.0981527102217297,0,0,0,0.0409469171425449,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.00453905669359562,0,0.001929127034984,0,0,0,0,0.131180781629321,0,0.0370048264624792,0,0,0.0697672184493749,0,0,0,0.0142265906250455,0,0,0,-0.0462588701748895,0,0
X600741.SH,0,0,0,0,0.0322700959172334,0.093177841622483,0,0.236742786483039,0.0280205389104632,0,0,0,0,0,0,0,-0.242698887956392,0,0,0,0,0.181477686973975,0,0,0,0,0,0.215601655345502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865022327478191,0,0,0,0.140222581138052,-0.0212357343398315,0,0,0,0,0.023432162893946,0,0,0,0,0,0,0
X600809.SH,0.0707932390137845,0.476550159832652,0,0,0,0,0,0.00988818608255624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552416776053064,0,0.0429877449467679,-0.145118468844091,0,0,0,0,0,0,0,0,0.084637624263233,0,0,0,0,0,0,0,0,0,0,0,0,0.104992082903965,0,0,0,0,0,0,0,0,0,-0.0229046435063518,0,0
X000661.SZ,0,0,0.250145815476475,0,0,0,0,-0.0172507340297125,0,0,0,0,0,0,0,0,0,0,0,0.0115047042227559,0,0,0,0,0,0,0,0,0,-0.0109024219799328,0,0,0,0.304941924143674,0,0,0,0,0,0,0,0.0244766345990817,0,0,0,0,0,0.0299801895344834,0.0720776656522596,0,0,-0.00784376228281371,0,0,0,0,-0.0282428523954385,0,0
X002241.SZ,0,0,0,0,0.0368542301447133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215365692047837,0.105690501202348,-0.196013390086653,0,0,0,0.3834627080642,0,0,0,-0.100841275880249,0.0832203196966737,0,0,0,0.0219114598465178,0,0,0.227047781455956,0,0,0,0,0,0.0888176731701383,0,0,0.0742207337563067,0,0,0.0361548929120449,0,0,0,0,0,0,0.036277185665976,0,0
X600183.SH,0,0,0,0,0,0,-0.167541624852567,0,0,0,0,0,0,0,0,0,0,0,0.140282166762493,0,0,0,0,0,0,0,0,0,0,0.149142529335951,0.267207707436388,0.16772160854004,0,0,0,0,-0.177725724458896,0,0,0,0,0,0,0,0,-0.0410631589644282,0.313009032404678,-0.346985194738512,0.403522241392757,0,0,0.020698022274042,0,0,0,0,0.0712048878503492,0,0
X600703.SH,0,0,0,0,0,0,0.0467244134080763,0,0,0.118222099749588,0,-0.0491420449622075,-0.207953216586845,0,0,0,-0.0150385965684653,0,0,-0.0552902995947601,0,0,0,0,0,0,0,0,0,0.157024093866892,-0.0161959828929488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464380513565376,0.235560177067064,0.169557208069068,0,0.144745457812248,0,0.00500258532157993,0,0,0,0,0,0,0
X000596.SZ,0.0513207201015625,0,0,0,0,0,0,0,0.119881106728687,0,0,0.251739259779558,0,0,0,0,0.140945378972998,0,-0.0753499713103527,0.119357034924705,0,0,0,0,0,0,0.143658848793743,0,0,0,0,0,0,0,0,0,-0.112487599655132,0.0436761065671812,0,0,0,0,0,0,0,0,0,0,0.0426286720116432,0,0,-0.0220137862260082,0,0,0,0,-0.0314416799435217,0,0
X002007.SZ,0,0,0,0,0,0.0676801728932286,-0.196325458756306,0,0,0,0,0,0.16297122047297,0,0,0,0,0.187630502005633,-0.0174529125835906,0,0,0.258980631910705,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0365243350791972,0.0385091212759072,-0.127391657679242,0,0,-0.103633294597663,0,0,0,0,0,-0.00891931871910003,0.0124410658882698,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.0392257479417146,0,0.00977038298058646,0,0,0,0,0.269914301826753,0,0,0,0,0,0,0.08673486247909,0,0,0,0,0,0,0,0.09670328627797,0,0,0,0.167924676181799,0,0,0,0.0270235040969314,0,0,0.0463704567839479,0.0239182526266052,0,0.123693508922864,0,-0.0868270586165767,0,0,0.0300944443107058,0,0,-0.0218448361493105,0,0,0,0,-0.00256074715186318,0,0
X601877.SH,0,0,0,0,6.93889390390723e-18,0.169564248252377,0,0,0,0,0,0,0,0,0,0,0,-0.0127218301365896,0,-0.0403961564636373,0,0,0,-0.131853380360595,0,0,0.068609791089355,0,0,0,0,0.0746554141011477,0,0,0,0,0,0,0,0,0.128517846426235,0,0,0.0668095334371805,0.0290684114120596,1.73472347597681e-18,0.0206339295864412,0,0,0,0,0.0504851456892007,-8.67361737988404e-19,0,0,0,0,0,0
X002236.SZ,0,0,-0.185150012160399,0,0.746285745472939,0,-0.0803573196066566,0,0,0,0,0,0,0,0,0,0,0,0.0908067305378261,0,0.0148214622507433,0,-0.0499713913081356,0,0,0,0,0,-0.0604289563588257,0.0200514042641139,0,0,0,0,0,0,0,0,0,0,-0.0117326260639404,0,0,0,0,0,0,0,0,0.0323207731264172,0,0.0102627406296373,0,0,0,0,-0.00641020187808847,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.416680088655389,0,0,0,0,0,0.107470906882016,-0.0289819755971716,-0.092047088726231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214083079079847,0,0.0954238275335011,0,-0.0377107843825132,0,0,-0.0278343608547132,0,0,-0.0492436971351965,0,0,0,0,-0.083231800025882,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.370094590764111,0,0,0,0,0.0563950154486519,0,0,3.46944695195361e-18,0,0.259578583740959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112207544011488,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00980907109440242,0,0
X300142.SZ,0,0,0.175768312547769,0,0,0,0,0.0777450121060135,0,0,0.0272996936730777,0.00369082231471517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903985901345242,0.0946498957305517,0,0.0198184370121511,0,0,0,0,0,0,0,0,0,0,0,0.0803627092298364,0,0,0.0738859102803128,0,0,0.0927446917175368,0,0,0,-0.0202452338560135,0,0,0,0,0.00857287891738938,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0.222108074688402,0,0,0,0,0,0,-0.0200243849987807,0,0,0,0.134654382991762,0,0,0.0509053996755752,0,0,0,0,0,0,0.226528220715135,0,0,0,0,0,0,0,0,0,0,0.103116487434822,0,0.00493323963165622,0,0,0,0.243321511472777,0.288833912027813,0,0,0,0.00210993819072372,0,0,0,0.0750539587529815,0,0
