,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X002475.SZ,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X000100.SZ,X002008.SZ,X600487.SH,X600809.SH,X600498.SH,X000625.SZ,X002007.SZ,X300142.SZ,X000661.SZ,X000157.SZ,X600867.SH,X000596.SZ,X600566.SH,X002456.SZ,X600066.SH,X002179.SZ,X600177.SH,X002506.SZ,X600089.SH,X300146.SZ,X600522.SH,X002180.SZ,X600372.SH,X000977.SZ,X002241.SZ,X600699.SH,X002294.SZ,X300136.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.265400268431641,0,0.100188285034269,0,0,0.0596012375817188,0,0,0,0,0,0,0,0,0,-0.0542029416933277,0,0,0,0,0,0,0,0,0,0,0,0.00853925472713504,0.538033173983731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000244280641414721,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.144327712884561,0,0,0,0,0,0,0,0,0,0,0,0,0.0949743357512772,0.0831377602520583,0,0,0,0,0,0.168751953112948,0,0,0,0,0,0,0,0.0768744567811038,0,0,0,0,0,0,0,0,0,0,0.220130801306086,0,0,0,0,0,0,-0.0232141248357411,0.037551528194101,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482833396648897,0,0.552461801030742,0,0,0.293233704022128,0,0.0836907256545394,0,0.229212810399723,0,-0.0856687810154035,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460773917465855,0,0,0,0,0,0,0,0.00345606993628212,0.015667348532794,0.029073680782166,0,0.158735155352658,0,0.142694591329385,0,0
X000651.SZ,0.119310773743514,0.10367084292552,0,0,0,0.024111252489618,0.105747675955597,0,0.321203034059216,0,0,0,0,0.0990991813296024,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0468402329232249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363985880005068,0,0,0.000711985721799281,0,0,0,0,0,0,0
X000858.SZ,0.0534922757553046,0,0,0,0,0,0.130077308716751,0,0,0,0,0,0,0.081481948034802,0,0,0,0,0,0,0,0,0,0,0.196285745256592,0,0,0,0,0,0,0,0.45068439475553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157767918755836,0,0,0,0,0,0
X600276.SH,0,0,0.281808006108219,0,0,0,0,0,0,0.0399384767868513,0,0,0,0,0,0,0,0,0.28226997179151,0,0,0,0,0,0.0916851005657379,0,0,0,0.0946027910855133,0.079449077501333,0,0.0246821123881758,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0107802624546203,0,0,0,0.040585356675614,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0302514865107088,0,0,0,0,0,0,0,0.327450627698756,0,0,0,0,0,0.085014108186265,0,0,0,0,0,0.360979229960337,0,0,0,-0.0443983681057735,0,0,0,0.200561097058958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400753286555368,0.0388123461171947,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0161773603131342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1608203385876,0.0347313556515168,0,0.180510823180642,0,0,0.0538256161879049,0,0,0,0,0.211622632391136,0,0,0,0,0,0,0,0.0046803162401281,0,0,0,0,0,0.0601321454517311,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0550559309917695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168210926955336,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252007961663702,0.231217592030019,0,0,0,0,0.110071577097513,0,0,0,0.450512660070098,0,0,0,0,0,0,-0.00806767212818953,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-6.93889390390723e-18,0.139403831064332,0,0,0.0978430869870547,0,0.479833904002681,0,0,0.122836932627526,0,0,0,0,0,0.100260423184741,0,0,0,0,0,0,0.00674329574955222,0,0,0,0,0,0,0.0362370928828548,0,0,0.0309763113782713,-0.0294781464384095,0,0,0,0.177892986562473,0,0
X600031.SH,0,0,0.13288686371138,0,0,0.162844403344225,0,0,0,0,0,0,0,0.0878586672041561,0,0,0,0,0,0,0,0.246739062977685,0,0,0,0,0,0,0.077290416190059,0,0,0.0194659692457084,0,0,0,0,0,0,0,0,0,0,0,0.0825555624041598,0,0,0,0,0,0,0,-0.0231475470303204,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687220378950022,0,0,0,0,0,0,0,0.0120845349812061,0,6.93889390390723e-18,0,0.0072062265296029,0,0,0,0,0,-0.0068848015660184,0,0,0,0,0,0,0,0,0,0,0,0,0.0760376783396739,0,0,0,0.0522418295494285,0.12208339217899,0,-0.0121402041134099,0,0,0,0,0,0,0
