,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600031.SH,X600276.SH,X000338.SZ,X600372.SH,X600741.SH,X000157.SZ,X002241.SZ,X600271.SH,X600703.SH,X600089.SH,X002236.SZ,X600066.SH,X600118.SH,X601877.SH,X600177.SH,X000581.SZ,X000550.SZ,X300124.SZ,X000568.SZ,X002129.SZ,X000559.SZ,X002475.SZ,X600582.SH,X000623.SZ,X000050.SZ,X300003.SZ,X300146.SZ,X600060.SH,X000800.SZ,X002294.SZ,X002292.SZ,X000977.SZ,X600839.SH,X000400.SZ,X002456.SZ,X002465.SZ,X000869.SZ,X002007.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.138834729563136,0,0.12768424207954,0.0510583118138408,0,0,0,0,0.335282453661269,0,0,0,0,0.211046992628894,0,0,0,0,0.0178205571493546,0,0.163429793613864,0,0,-0.111513153679294,0,0,0,0.0389214012102853,0,0,0,0,0.00179035608034199,0,0,0,0,0,0,0,0,0,0,0,0,-0.00563767047139531,0,0,0,0,0,0
X600519.SH,0,0,0.11582495857941,0,0,0,0.149410392938985,0,0,0.107120493983319,0,0,0,0,0,0,0,0,0,0,0,-0.0138209050289695,0,0,0.0630953636239317,0.0725964132484793,0,0,0,0.0718661101320407,0,0,-0.0846437999368542,0,0.00168758238201563,0,0,0,0.000632789008909108,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.036817644349912,0,-0.0232972261048366,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.25704655442832,0,0,0.184769311009982,0,0,0.108702622921571,0,0.0311909783930997,0,0,0,0,0.0585547297686297,0,0.0823439908840475,0,0,0.0702494235040409,0.075088509954978,0,0,0,0,-1.73472347597681e-18,0,0.0449559961060705,0,0,0,0,0.0156055458904526,-3.46944695195361e-18,0.119851564971204,0,0,0.00151186445373847,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.260151774978004,0.282181629258955,0,0,0,0,0,0,0.00058688237362901,0,0.0235290635562499,0,0,0,0,0,0,0,0.0945270305952621,0,0,0,0,0,0,0,0,0,0.082120427674737,0,0,0,0,0,0,0,0,0,0,0,0,0.047227229533627,0,0,0.0229477154897446,0,0,0,0,0,0,0.0279550433680529,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.201761794964349,0,0,0,0,0.117551284881082,0,0,0,0,0.0181456839889508,0,0,0,0,0,0.26411925192378,0,0,0,-0.172875137672063,0,0.120988930878947,0.115477004466214,0.00332939207339562,0,0,0,0,0,0,0,0,0,0.271751664640257,0,0.0198481301473012,0,0,0.142814134742829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.106302531740558,0,0,0,0.121818972838616,0,0.0533429809564254,0,0,0,0,0,0,0.208884222700295,0,0,0,0,0,0,0,0,0,0,0,0.192230563856673,0.0857743149307869,0,0,0,0,-0.0575997323337279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213731168443837,0,0,0.00715904428327351,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.297541136359395,0,0,0,0,0.248433741041082,0,0,0,0,0,-0.0387643084418244,-0.159626123227834,0,0,0.0745751531120593,0,0,0,0,0.215836997000039,0,0,0,0,0,0,0,0,0,0,0,-0.000815438415012726,0,0,0,0,0,0,0,0.218346749109914,0,0,0,0,-0.011020915958385,0,0,0,0,0,0
X000858.SZ,0,0,0.0895365194650882,0,0,0,0.0347407790444142,0,0.0906494022327155,0.0561130738797249,0,0.198520928909842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785593534911612,0,0,0,0.02615591040463,0,0,0,0,0,0,0,0,0,0.0474028817019841,0,0,-0.0435520518888988,0.0882950953425172,0,0,0,0.0812694417828901,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.135932342944421,0,0,0,0.150185240560957,0,0.163527856378943,0,0.00992564584903375,0.0497490358881476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243771618510156,0,0,0,0.0521827128829698,0,0,0,0,0,0,0,0,0,0,0.235466795465126,0,0,0.0112760102858514,0,0,0,0,0,0
X600690.SH,0.20798210828819,0,0.158865491965531,0,0,0,0,0.0305649998141529,0,0,0.158502969156651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172584552851708,0.017007167888419,0,0,0,0,0,0,0,0,0,0,0,0.0193343268002838,0.0562778217179038,0,0,-0.02679593124963,0,0,0,0,0,0,0,0,-0.0366082511261728,-6.7762635780344e-21,0,0,0,0,0,0
