,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X000100.SZ,X002292.SZ,X600690.SH,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X002506.SZ,X000559.SZ,X600118.SH,X002049.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X000338.SZ,X300003.SZ,X002294.SZ,X002074.SZ,X600089.SH,X600867.SH,X300124.SZ,X600582.SH,X002085.SZ,X002465.SZ,X600177.SH,X002180.SZ,X601877.SH,X002007.SZ,X000869.SZ,X600498.SH,X600584.SH,X002456.SZ,X000550.SZ,X300001.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.276551319131104,0,0,0,0,0,0,0,0,0.265896902798754,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630123070021201,0.0553160245110492,3.46944695195361e-18,0,0,0,0,0,0,0.0713128446140173,-0.00291146292865679,0,0,0,0,0,0
X600104.SH,0,0,0.244854370472159,0.020285013861954,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150482517922598,0,0,0,0,0,0.00693128077446299,8.67361737988404e-19,0,0.0731139484814187,0,0,-3.46944695195361e-18,0.0834232676755547,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.14923248024153,0,0,0,0,0,0.0349544553602892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639931168839817,0,0.0215727238781999,0,0,0.0220643119219908,0,0.0178473334783552,0,0,0,0.115676823691122,0,0,0.310203396905094,0,0,0,0,0,-0.0142127799485301,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0450466773135859,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.214414962176296,0,-1.73472347597681e-18,0,0,0.279162181464868,0,-6.93889390390723e-18,0,0,0,0,0,0.0395860757603023,0,0,0,0,0.0119598888230127,0,0,0,0,0,0
X600276.SH,0,0,0,0.0336486307372377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100495212300774,0,0,0,0,0,0,0,0,0,0.0498597733731846,0,0,0,0.0534356672083372,0.0156070891163736,0,0,0,0.0272165857293112,0,0,0.0118318587268509,0,0.0419042906799214,0,0.0115908870499558,0,0,0,0.00743365138932002,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0882022878136565,0,0,0,0,0,0,0,0.0145525439861385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369763248469177,0,0,0,0.0237614177168092,0,0.203492137551716,0.0787279751082642,0,0,0,0,0.0902113732964664,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112996938471948,0,0,0,0.0378859432062795,0,0,0,0,0,0,0,0,0,0,0,0.124310888220389,0,0,0.096225256114777,0,0,0.0802739502021229,0,0,0.166555955440093,0,0,0,0,0,0,0,0,-0.00627450700265938,0,0,0,0,0,0
X000725.SZ,0,0,0.118008482497015,0,0,0,0,0,0,0,0.0576099366497877,0,0,0,0,0,0,0.0560886467210681,0,0.0250677527734981,0,0,0,0,0.0691327984185738,0,0,0,0,0,0.045864287773434,0.298278518452534,0,0.0364733054541089,0,0,0,0.161443352235724,0,0,0,0,0,0,0,0,0,0,0,0,-0.011849032938224,0,0,0,0,0,0
X000625.SZ,0,0,0,0.240925741720257,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.10353302381144,0,0,0,0.224630925981722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903241767866627,0,0,0,0,0.0389131302332665,0.0636873101396144,0,0,0,-0.0144262838393003,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0274134904062862,0,0,0.0138036926882655,0,0,0,0,0,0,0,0,0.437481289132532,0,0,0,0,0,0,0,0,0,0.0198011776504848,0,0.0352692464174679,0,0.0116784642573109,0.038768640890184,0,0.0510254702223739,0.0401171387031043,0.0113243975085663,0,0,0,0,0,0,0,0.108431193019993,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.166549942435463,0,0,0.0589869349358,0,0,0,0,0.0353238744503464,0,0,0.0910489404955769,0.00518345682018666,0,0,0,0,0,0,0,0,0,0,0,0.127301046571329,-8.67361737988404e-19,0.0547832579794623,0,0,0,0,0,0,0,0.0337384485202347,0,0.10409125854312,0,0,0,0,0,-0.0294871881806506,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994117889136781,0.113177759359114,0,0,0,-0.0484009442490265,0,0,0,0,0,0.163465586808484,0,0,0,0,-0.36836860458212,0,0,0.0435981374603336,0,0,0,0,0,0.114533222620187,0,0.606792870029625,0,0,0,-0.0831682597819815,0,0.0336256395723029,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0444704056620299,0,0.282911978011294,0,0,0.355137436923468,0,0,0,0,0,0,0,0,0,0,-0.0423702492352886,0,0,0,0,0,0,-0.300911200431767,-0.262975838358735,-0.182610992838823,0,0,0,-0.035437950062693,0,0,0,-0.23298871740095,-0.0593803992618346,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0519981556859022,0,0,0,0,0,0,0,0,0.0304780233119626,0.164168442743725,0,0,0,0,0,0,0,0,0,0,0,0,0.155209973820401,0.142638633803349,0,0,0.0506597568579198,0.0292443443668066,0,0,0.00425495596421696,0,0.00694656592739847,0,0.094112883583301,0.0583172744491603,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977062062687407,0,0,0,0,0,0,0,0.0359178833398157,0,0,0.167005190973986,0.201834060900912,0,0,0,0,0.117743144413359,0,0,0,0,0.060013168281557,0,0,0,0,0,0,0.0174296398218327,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.179108866382962,0.173575371412148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352881842743724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242355473821628,0,0.0302947611838353,0,0,0,0,0,0.0125843998430571,0,0.0790218689251683,0,-0.00791223912396192,-0.000497297717804573,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.0389565773185581,0,0,0,0,0.161989733923149,0,0,0,0,0,0,0,0,0,0,0,0.00904171363503516,0,0.0487411946062804,0,0,0,0,0,0.143122925158037,0,0,0,0.242139648902772,0,0,0.0632449274431394,0,0.0315918858177593,0.033636940025777,0.0584365125941409,0,0.0175040009690405,0,0,-0.0580319192744311,0.028716797553901,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0.0638350942740413,0,0,0,0,0,0,0,0,0,0,0,0.215920450384195,0,0,0,0,0,0,0,0,0,0,0.00875034242297757,0,0,0,0,0.0991496274342353,0,0,0,0.226342136639166,-0.0272299444315036,0,0.351011369013324,0,0,0,0,0,0,-0.0189399770620395,-0.0428989350224554,0,0,0,0,0,0
