,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X000800.SZ,X600522.SH,X002463.SZ,X002007.SZ,X601799.SH,X002028.SZ,X600418.SH,X002074.SZ,X600460.SH,X002294.SZ,X000066.SZ,X300142.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.17750039919904,0.314199874443572,0,0,0.0166754167181854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501044347879648,0.126676652830978,0,0.0317379566908058,0,0,0,0,0,0,-0.0105312934490509,0,0,0,0,0,0,0
X000858.SZ,0.128051621052824,0,0,0,0.105238360313001,0.307437830725705,0,0.110910229075225,0,0,0.0463408685741674,0,-0.104448135018484,0,0,0,0,0,0,0,0.056331426281212,0,0.105967954673077,0,0,0,0,0,0.0541025180427351,0.00542219465670949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012009802760177,0,0,-0.000537826537888181,-0.00326867228056925,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0336167215387912,0,0,0,0,0,0,0,0,0,0.0325390216705258,0,0,0,0.0972100812749949,0,0,0,0,0,0,0,0,0.126765361080004,0,0,0,0,0,0,0,0.0844053114087652,0.0659077423041818,0,0,0,0,0,0,0.0207741448209948,0,0,0,0,0,-0.0394525557106866,0,0
X600276.SH,0,0,0,0,0,0,0.0446110863943257,0,0.043602848103384,0,0,0,0,0,0,0,0,0.126210517210749,0,0,0,0,0,0,0,0,0.0309122128422622,0,0,0.0402918349513266,0,0,0.0127267723758079,0,-0.0296799108993074,0,0,0,0,0.0208177671924179,0,0,0,0,0,0,0.259147060109219,-0.0250496940505621,0,0,0,0.0176331148608172,-0.0140098926660369,0,0,0,0,0,0
X600809.SH,0.243678659512235,0,0,0,0,0.277770704928629,0,0,-0.00802728198137494,0,0,0,0,0,0,0.254791934644746,0,0,0,0,0,0,0,0,0,0,0.092275211388177,0,0,0,0,0,0,0,0.0334036599218547,0,0,-0.0875019361539191,-0.066364943206238,0.0435813882667491,0,0,0,0,0,0,0,0,0,0,0,0.0275205557047161,-0.0577091717007958,0,0,0,0,0,0
X000568.SZ,0.0144440329384077,0.604619618236481,0,0,0.405594067487741,0,0,0,0,0,0,0.0258833793808661,0,0,0,0,0,0.0425514397539726,-0.0238787470909706,0,0,-0.0735084330662023,0,-0.0784885773623415,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820922721383709,0,0,0,0,-1.73472347597681e-18,0,-0.0196039983349415,0,0,0,0,0.0254117722510822,0,0,0.00182000213540696,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944199423671331,0,0.0929612490002426,0,0,0,0,0.235478611694562,0.0540272113781756,0,0,0,0,0,0,0,-0.133316301256518,0,0,0,0,0,0,0.0798176270170233,0,0.122312566880144,0,0,0,0,0,0,0,-0.0472489020911993,0.0553701240519004,0,0,0,0,0,0
X600690.SH,0.151958926743733,0,0,0,0,0.0729872204462911,0,0,0,0.153780556383428,0,0,-0.0214421149474315,0,0,0.16145141665545,0,0.0471670082869294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137924543372751,0,-0.0285295378715981,0,0.00630725804163995,-0.0124467699839955,0,0,-0.023210704452646,0,0,0,0,0,0,0,0.0451448112540993,0.00317800610053566,0.0122196004023366,0,0,0,-0.0361720648475355,0,0
X000625.SZ,0,0,-0.247643512427078,0,0,0,0,0,0,0,0.0691824765510114,0.0454321307119082,0,0.110708086510109,0,0,0,0.363580446314837,0,0,0.0369284672368021,0,0,0,0,0,0,0,0.261940233654157,0,0,0,0,0,0.0230874681616245,0,0,0.0979147036523623,0,0,0,0.108837255050574,0,0.338645845687855,0,0,0,0,0,0,0,0.0110006102116232,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0616072020785003,0,0,0,0,0,0,0,0,0,0.0367534060671884,0,0,0,-0.0194660741749687,0,0,0,0,0,0,0,0,-0.238498057315684,0,0,0,0,0,0,0.0427027614914004,0.114091473951551,0,0,0.198404874790869,0,0,0,0,0,-0.0141015477265228,0.127743990055161,0,0,0.0378573680088965,-0.103461087566072,0,0,0,0,0,0
