,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X300014.SZ,X003816.SZ,X000100.SZ,X000063.SZ,X600703.SH,X000596.SZ,X000157.SZ,X002241.SZ,X002129.SZ,X600741.SH,X002371.SZ,X000625.SZ,X002179.SZ,X601877.SH,X002236.SZ,X002007.SZ,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600183.SH,X300003.SZ,X601799.SH,X000800.SZ,X002074.SZ,X300146.SZ,X002008.SZ,X000066.SZ,X600707.SH,X600089.SH,X000977.SZ,X002294.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250107911055065,0,0,0,0.254374120996845,0,0,0.0513155846147269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320973779249626,0,0,0,-0.0782710612007954,0,0,0,0,0.00441561700313977,0,0,0,0,0.0137483129722761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189054465035524,-0.0318807580399523,0,0,0,-0.0273174768819682,0,0
X000858.SZ,0,0,0,0,0,0.366188178084881,0.168648753111902,0,0,0.10380886945102,0,0,0,0.00717553141031795,0,0,0,0,0,0,0,0,0.041855700438092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898885042725001,0,0,0,0,0,0,0,0,0.0130745426167723,0,0,0,0,0,-0.00820371349679208,-0.0116787795375958,0,0,0,-0.0412038136600441,0,0
X002415.SZ,0,0,0,0,0,0.052422709011023,0,0,0,0.130893781872326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194425105041479,0,0.318810428672891,0.21632970631187,0,0,0,0,0.0936424934635495,0,0,0,0,0,0.0210252025408102,0,0.0285523324497252,-0.0407713426568499,0,-0.0238990525319557,0,0,0,0.053969989997002,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0179724418647043,0.107524984203733,0,0,0,0,0,0,0,-0.00335011715381502,0,0,0,0,0,0,0,0.111819625373298,0,0,0,0,0,0.151065483818519,0,0,0.0734428827319192,0,-0.0251134470154185,-0.0287719680254654,0,0,0,0.00469589936757034,4.33680868994202e-19,0,0,-0.15938798349206,0,0,-0.00220965465952909,0,0,0.0184305338524761,-0.00987841550509314,0,0.00307061632312407,0,0,0,0,-0.00764998220638802,0,0
X000651.SZ,0,0,0,0,0,0,0.0474245867832134,0.0597297736600048,0,0.208497517026395,0,0,0,0.00804828444165567,0,0,0,0,0.0926258207237979,0,0,0,0,0,0.0604047924067432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056961335455052,0,0,0,0,0,0,0,0,0,0,-0.0597144963673855,-0.0662178691130801,0.0426788764224952,0,0,0,-0.0208607337913128,0,0
X000568.SZ,0.104627765770102,0.201927349750106,0,0.107751726245925,0,0,0.0942438686530091,0,0,0,0,0,0,0,0.0802534022011007,0,0.105715316826958,0,0,0,-0.147794188278686,0,0,0,0,0,0,0,0,0,0,0.0632973959376506,0,0,0,0,0.23510837015386,0,0,0,0,0,-0.0343557360176468,0,-0.0212269898252127,0,0,0,0,0,0,0,-0.0457779674195484,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.223726184970586,0,0.10087160188217,0,0,0,0.0291068433581768,0,0.0931912757228649,0,0,0,0,0.157744480227184,-1.73472347597681e-18,0,0,0,0,0,0.0124704871843225,0,0,0,0,0,0,0,0.116302338249597,0,0,0.235062299396661,0,0,0,0,0,-0.0146606159309297,0,0,0,0,0,0,-0.0798458680836825,0,0,0,-0.0926550870558324,0,0
X600690.SH,0,0.18419309468853,0,0,0.178858370163353,0,0.187300933998823,0,0,0.0428773181280085,0,0,0,0.196268800906245,0,0,0,0,0,0,0,0,0,0,0,0.0945251518520705,0,0,0.100332834434043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298585646447359,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.259542430523682,0,0,0,0,0,0,0,0,0,-0.0963924953253159,0,0,0,0.0245166255840976,0,0.0701237995335451,0,0.301953379001563,0,0,0.0637017827795009,0.117478684892176,0,0,0,0,0,0,0,0,0,0,0.134508082934476,0,0,0,0,0,0,0,0,0,0,0,-0.0483480616722719,0.0261934405314584,0,0,0,0.0754182093597724,0,0
X002304.SZ,0,0.374483206992693,0,0,0,0,0,0.0193709678488626,0,0,0,0,0,0,0.0290603056569347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042736331281321,0,0,0.129616425351755,0,0.0925116554767279,0,0.133204241080695,0,0.0339969822332448,0,0,0,-0.0190278349868726,0,-0.0196807660693348,0,0,0,0,-0.0954218924243972,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610701366877334,0,0,0,0.0196989531866322,0,0,0,0.098705991703506,0.496558877739978,0,0,0,0,0,0,0,0.0529937667600022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126171163213475,0,0,0,0,0,0,0.00103969451526346,0,0,0,0.00869558546922361,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055579702352756,-0.0909441543807737,0,0,0,0,0,0,-0.0311862416581069,0,0,0,-0.027402577992346,0,0,0,0,0,-0.0745147977437268,0,0,-0.0528864998091179,0,0.217493427161013,0,0,-0.0493166721042923,0,0.0293825822477947,0,0,0,0,0.00562402266993852,0,0,0,0,-0.0938722633590884,0,0
X000725.SZ,0,0,0,0,0,0,0.0029815805253943,0,0.0791671359469591,0,0,0,0,0,0,0,0,0,0.180620078210349,0,0,0,0,0.0111995940091825,0.116702301103739,0,0.0683968691618462,0,0,0,0,0,0,0,0.00879615447707183,0,0.090433035873444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678016849160842,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0565199037638532,0,0.0871132590534151,0,0,0,0,0,0,0.0955613756600058,0,0,0,0.0823010854338874,0.114389106689097,0,0,0.108617141444951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159466439454917,0,0,0,0,0,0,0.0708617697208257,0,0,0,0.0561583469943107,0,-0.0258096364221457,0,0,0,0,0,0
X300124.SZ,0,0,0.142227441460191,0,0,0,0.029354123022803,0,0.419932576063435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024474494747966,0,0,0,0,0,0,0,0,0,0.115719649877596,0,0,0,0,0,0,0.184533655688665,0,0,0.0142287616006949,0,0,0,0,0,0,0,-0.0724232662207703,0,0,0,-0.104468716442406,0,0
X000338.SZ,0,0,0,-0.0419834485053926,0,0.0183981638511711,0,0,0.0207919015093792,0,0,0,0,0,0,0,0.0899013887488003,0,0,0,0,0,0.178594366175017,0.0726932782771869,0,0,0.0873454683763171,0,0,0,0.0299960303011235,0,0,0,0,0,0.0199836468771796,0,0,0,0,0,0,0,0,0,0.0501097852807729,0,0,0,0,-0.00962467721535262,8.67361737988404e-19,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.153581747792249,0,0,0,0.0496137089009312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553120422636691,0,0,0.0211573704850185,0,0,0,0,0,0,0,0,0,0.133573486336798,0,0,0,0,0.329355119875003,0,0,0,0,0,0.0253014876770579,0,0,0,0,0,0
