,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600066.SH,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002456.SZ,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002085.SZ,X002007.SZ,X600089.SH,X000981.SZ,X300003.SZ,X002294.SZ,X600699.SH,X002508.SZ,X600867.SH,X000559.SZ,X000066.SZ,X002180.SZ,X002292.SZ,X600498.SH,X002074.SZ,X000623.SZ,X002426.SZ,X300136.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0847461335393262,0,0,0,0,0.0152703191175553,0.0140509376117576,0,0,0,0,0.16600204126266,0,0,0,0,0,0.192186283403854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00894498047602658,0.00539806840972521,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0550037791424961,0,0,0,0,0,0,0,0.873694345600746,0,0,0,0,0,0,0,0,0,0,0.120903624833054,0,0,0,0,0,0,0,0,0,0,0,-0.107582527113489,0,0,0,-0.0607907232877917,0,-0.100543871611491,0.0215931215825298,0,-0.0214485185374355,0,-0.128976296528892,0,-0.0157996250220909,0,-0.00264817648009826,0.0806199454149614,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056955563529939,0.113537045196682,0,0,0,0,0,0,0,0,0,0,0,0,0.252414598445995,0,0,0,0,-0.158484042020588,0,0,0.0285927288371443,0,0,0,0,0,0.337741821997538,3.46944695195361e-18,-0.11915882517161,0,0,0,0,-0.0658211028417791,-0.0096354423971894,0.00420076877062101,0,0,0,0,0,0
X000651.SZ,0,0.0745776912540785,0,0,0,0,0,-0.108916381658249,0,0.572122100101659,0.827460389798859,0,0,0,0,0,-0.10226215647375,0,0,0,0,0,0,0,0,0.0186532832868782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23622589195623,0,0.0402329725063825,0,0.242838210092266,0,0,0,0,0.0115151821886927,0.0220914405731465,0,0,0,0,0,0
X000858.SZ,0.11613483661004,0,0,3.46944695195361e-18,0,0,0,0,0.0226319173335562,0,0,0,0.0352168623175006,0.140810379443263,0.246581868642747,0,0,0.0837995551012637,0,0,0,0,0,0.121754206240489,0,0,0,0,0,0,0,0,0,-0.0686146843017938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502229467674879,0,0,0,0.00541080299988711,0,0,0,0,0,0
X002304.SZ,0,0.119008968621173,0,0.0998458289233902,0,0,0,0,0,0,0,0,0,0.191374082255084,0,0,0,0,0,0,0,0,0,0,0.0271180508777575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403519591320739,0,0,0,0,0,0,0,0,-0.101594081941283,0.00779617928878502,-2.16840434497101e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0.136733769876897,0,0,0,0,0,0,0,0,0,0,0.178604184788454,0,-0.301686279953118,0,0.293279303723927,0,0,0,0,0,0,0,0,0,0,0,0.0113200595587333,0.0508594409972388,0,0,0,0,-0.0780119639627908,0,0,0,-0.0782577579979448,0,0.140175617269782,0,0,0.01858251030566,0,0,0,0,0.0110933359344753,-0.032742938779403,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0539475424576366,0,0.070194617102869,0,0,0,0,0.177881798220705,-0.0708896641945934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287144299117795,0,0,0,0,0,0,0,0,-0.0817768784233111,0.0246512539730571,-0.00415637683356396,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0954957177507939,0,0,0.0142918723096191,0,0,0,0,0,0.0996739894894183,0.44433756486746,0,0,0,0,0,0,0,0.0738788012009959,0,0,-0.0350579125441779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104519590057907,0,0,0,0,0,-0.00246006631689961,0,0,0,0,0,0
X000063.SZ,0.133396963012758,0,0,0.211622927881448,0,0,0,0,0,0,0,0,0,0,0,0.0355661175128932,0,0,0,0,0,-0.207131659862731,0,0,0,0,0,0,0,0,0,0,0,0,0.153320154548046,0,0,0,0,0.0444190836555103,0,0,0,0,0,0.0132296724151066,0.13245269764337,-0.0725057947687942,0,0,-0.00904097461644898,0.0144797894936088,0,0,0,0,0,0
